technical_id,key,object_number,neighborhood,locality,type_of_green_space,green_space_name,name_extension,year_built,last_renovation_year,size_sqm,dedication,planning_area_number,planning_area_name,address1,latitude,longitude
00008100_0033d3f1,00008100:0033d3f1,30441,Spandau,Spandau,Grünanlage,Zitadelle II-östl Glacis Wladimir-Gall-Weg,Zitadellen-Vorgelände-Umfeld,,,20261.0,gewidmet,5300736.0,Zitadellenweg,"Zitadelle II-östl Glacis Wladimir-Gall-Weg, Berlin, Germany",,
00008100_00104453,00008100:00104453,00591,Reinickendorf,Heiligensee,Grünanlage,"Alt-Heiligensee, Dorfaue",,,,27023.5,gewidmet,12400617.0,Alt-Heiligensee,"Alt-Heiligensee, Dorfaue, Berlin, Germany",,
00008100_0010444a,00008100:0010444a,00742,Reinickendorf,Tegel,Grünanlage,"Fließtal, Karolinenstr.-Oraniendamm",,,,284153.2,gewidmet,12500928.0,Waidmannslust,"Fließtal, Karolinenstr.-Oraniendamm, Berlin, Germany",,
00008100_001041f0,00008100:001041f0,00907,Reinickendorf,Märkisches Viertel,Grünanlage,Senftenberger Ring/Packereigraben (Dorfplatz),,,,2417.0,gewidmet,12601134.0,Märkisches Zentrum,"Senftenberger Ring/Packereigraben (Dorfplatz), Berlin, Germany",,
00008100_001044b7,00008100:001044b7,01073,Reinickendorf,Hermsdorf,Grünanlage,Heidenheimerstr. (Sackgasse),an der Carl-Benz-Oberschule,,,2914.6,gewidmet,12400722.0,Hermsdorf West,"Heidenheimerstr. (Sackgasse), Berlin, Germany",,
00008100_0010461d,00008100:0010461d,01187,Reinickendorf,Lübars,Grünanlage,"Fließtal, Freibad-Bez.-Grenze",,,,181732.9,gewidmet,12500929.0,Lübars,"Fließtal, Freibad-Bez.-Grenze, Berlin, Germany",,
00008100_001044d1,00008100:001044d1,36001,Reinickendorf,Lübars,Grünanlage,Wittenauer Str./Alter Bernauer Heerweg,Ecke Alter Bernauer Heerweg,,,6155.6,gewidmet,12500929.0,Lübars,"Wittenauer Str./Alter Bernauer Heerweg, Berlin, Germany",,
00008100_001044a4,00008100:001044a4,00594,Reinickendorf,Heiligensee,Grünanlage,"Grabens. Hlgs., Birkengraben",,,,10382.7,gewidmet,12400617.0,Alt-Heiligensee,"Grabens. Hlgs., Birkengraben, Berlin, Germany",,
00008100_0011ddff,00008100:0011ddff,30940,Spandau,Kladow,Grünanlage,Imchen-Insel,,,,15079.0,gewidmet,5400944.0,Kladower Damm,"Imchen-Insel, Berlin, Germany",52.4505451,13.1511062
00008100_0011e352,00008100:0011e352,00196,Spandau,Spandau,Grünanlage,Blumen- Ecke Feldstraße sog Bredel-Dreieck,,,,1008.0,gewidmet,5100315.0,Ackerstraße,"Blumen- Ecke Feldstraße sog Bredel-Dreieck, Berlin, Germany",,
00008100_001043d5,00008100:001043d5,01455,Reinickendorf,Heiligensee,Grünanlage,Im Erpelgrund - Grünanlage,,,,38591.0,gewidmet,12400619.0,Heiligensee,"Im Erpelgrund - Grünanlage, Berlin, Germany",,
00008100_0010448d,00008100:0010448d,00616,Reinickendorf,Reinickendorf,Grünanlage,"Alt-Reinickendorf, Durchgang Lindauer Allee",,,,6552.6,gewidmet,12100205.0,Teichstraße,"Alt-Reinickendorf, Durchgang Lindauer Allee, Berlin, Germany",,
00008100_001042dc,00008100:001042dc,00060,Reinickendorf,Frohnau,Grünanlage,"Wiltinger Str., Denkmal",,,,2071.5,gewidmet,12400721.0,Frohnau Ost,"Wiltinger Str., Denkmal, Berlin, Germany",,
00008100_001043eb,00008100:001043eb,01404,Reinickendorf,Reinickendorf,Grünanlage,Klemkepark,,,,41674.6,gewidmet,12100103.0,Breitkopfbecken,"Klemkepark, Berlin, Germany",52.5754964,13.3624256
00008100_001043ff,00008100:001043ff,00488,Reinickendorf,Reinickendorf,Grünanlage,Kienhorstpark,,,,116923.5,gewidmet,12100206.0,Humboldtstraße,"Kienhorstpark, Berlin, Germany",52.5764532,13.3359877
00008100_001042b7,00008100:001042b7,00028,Reinickendorf,Frohnau,Grünanlage,Donnersmarckplatz,,,,5035.5,gewidmet,12400720.0,Frohnau West,"Donnersmarckplatz, Berlin, Germany",52.6297402,13.2796659
00008100_0010440f,00008100:0010440f,00739,Reinickendorf,Tegel,Grünanlage,"Ziekowstr.-Steinbergpark, Fuß-u. Radweg an KG",,,,6459.2,gewidmet,12500824.0,Ziekowstraße/Freie Scholle,"Ziekowstr.-Steinbergpark, Fuß-u. Radweg an KG, Berlin, Germany",,
00008100_0010440e,00008100:0010440e,00722,Reinickendorf,Tegel,Grünanlage,Freizeitpark Tegel,,1976.0,,36675.0,gewidmet,12200515.0,Alt-Tegel,"Freizeitpark Tegel, Berlin, Germany",52.5922821,13.2659133
00008100_0011df1b,00008100:0011df1b,60123,Spandau,Kladow,Grünanlage,Imchenallee ab Haus-Nr. 48 bis Masolleweg ,Havelufer Süd,,,3259.0,gewidmet,5400944.0,Kladower Damm,"Imchenallee ab Haus-Nr. 48 bis Masolleweg , Berlin, Germany",,
00008100_0010420e,00008100:0010420e,00899,Reinickendorf,Märkisches Viertel,Grünanlage,Finsterwalderstr. 62-28 ggü - Grünzug,,,,3682.0,gewidmet,12601134.0,Märkisches Zentrum,"Finsterwalderstr. 62-28 ggü - Grünzug, Berlin, Germany",,
00008100_00104503,00008100:00104503,35361,Reinickendorf,Heiligensee,Grünanlage,"Sandhauser Str., hinter Friedhof",entwidmete Friedhofsfläche,,,20579.4,gewidmet,12400617.0,Alt-Heiligensee,"Sandhauser Str., hinter Friedhof, Berlin, Germany",,
00008100_001044a1,00008100:001044a1,00597,Reinickendorf,Heiligensee,Grünanlage,"Grabens. Hlgs., Eschengraben",,,,36976.4,gewidmet,12400617.0,Alt-Heiligensee,"Grabens. Hlgs., Eschengraben, Berlin, Germany",,
00008100_001041f3,00008100:001041f3,00798,Reinickendorf,Waidmannslust,Grünanlage,"Dianaplatz, Grünanlage",,,,4714.0,gewidmet,12500928.0,Waidmannslust,"Dianaplatz, Grünanlage, Berlin, Germany",,
00008100_00104128,00008100:00104128,00998,Reinickendorf,Wittenau,Grünanlage,"Alt-Wittenau, Dorfaue",,,,11986.7,gewidmet,12500927.0,Wittenau Nord,"Alt-Wittenau, Dorfaue, Berlin, Germany",,
00008100_001042cd,00008100:001042cd,00016,Reinickendorf,Reinickendorf,Grünanlage,Rosengarten,,,,5498.2,gewidmet,12200309.0,Scharnweberstraße,"Rosengarten, Berlin, Germany",52.5138528,13.356893
00008100_00104619,00008100:00104619,01210,Reinickendorf,Borsigwalde,Grünanlage,Borsigwalder Weg/Miraustr.-Am Nordgraben (Wanderweg),,,,8186.3,gewidmet,12500927.0,Wittenau Nord,"Borsigwalder Weg/Miraustr.-Am Nordgraben (Wanderweg), Berlin, Germany",,
00008100_0029dc9c,00008100:0029dc9c,36197,Reinickendorf,Hermsdorf,Grünanlage,Cecilienplatz,,,,3059.7,gewidmet,12400723.0,Hermsdorf Ost/Waldsee,"Cecilienplatz, Berlin, Germany",52.5214022,13.5907498
00008100_001044aa,00008100:001044aa,00615,Reinickendorf,Reinickendorf,Grünanlage,"Alt-Reinickendorf, Dorfaue",,,,3343.1,gewidmet,12100205.0,Teichstraße,"Alt-Reinickendorf, Dorfaue, Berlin, Germany",,
00008100_00104492,00008100:00104492,00475,Reinickendorf,Reinickendorf,Grünanlage,"Bahnhofspark, S-Bhf. Alt-Reinickendorf",,,,23994.2,gewidmet,12100205.0,Teichstraße,"Bahnhofspark, S-Bhf. Alt-Reinickendorf, Berlin, Germany",,
00008100_001044f2,00008100:001044f2,35561,Reinickendorf,Lübars,Grünanlage,"Deilingeweg 3-5, 8 u. 10, Zehntwerderweg 210",ehem. Kleingartenfläche,,,13497.7,gewidmet,12500929.0,Lübars,"Deilingeweg 3-5, 8 u. 10, Zehntwerderweg 210, Berlin, Germany",,
00008100_0011ddb8,00008100:0011ddb8,31320,Spandau,Gatow,Grünanlage,Weinmeisterhornweg-Straße 467 ,zw. HausNr. 114 und 120,,,2595.0,gewidmet,5200528.0,Weinmeisterhornweg,"Weinmeisterhornweg-Straße 467 , Berlin, Germany",52.5167094,13.1586379
00008100_0011de48,00008100:0011de48,12011,Spandau,Falkenhagener Feld,Grünanlage,Im Spektefeld Rahmengrün Spielplatz,,,,157.0,gewidmet,5100208.0,Im Spektefeld,"Im Spektefeld Rahmengrün Spielplatz, Berlin, Germany",,
00008100_0011ddee,00008100:0011ddee,30840,Spandau,Kladow,Grünanlage,Temmeweg-Contessaweg,Sakrower Kirchweg,,,4517.0,gewidmet,5400945.0,Kafkastraße,"Temmeweg-Contessaweg, Berlin, Germany",,
00008100_0020b6bc,00008100:0020b6bc,39997,Spandau,Gatow,Grünanlage,Landschaftsfriedhof Gatow-Grünanlage,bei Bedarf Erweiterung Friedhof,,,80980.0,gewidmet,5400942.0,Alt-Gatow,"Landschaftsfriedhof Gatow-Grünanlage, Berlin, Germany",,
00008100_0011e302,00008100:0011e302,00659,Spandau,Hakenfelde,Grünanlage,Niederneuendorfer Allee II,zw  Bertricher- und Neuenahrer Weg ,1997.0,,2200.0,gewidmet,5100101.0,Hakenfelde Nord,"Niederneuendorfer Allee II, Berlin, Germany",52.5660631,13.2095644
00008100_00275986,00008100:00275986,32044,Spandau,Gatow,Grünanlage,Straße 265-Grünfläche,,,,8134.0,gewidmet,5400942.0,Alt-Gatow,"Straße 265-Grünfläche, Berlin, Germany",,
00008100_0011e28e,00008100:0011e28e,50093,Spandau,Hakenfelde,Grünanlage,Boca-Raton-Grünanlage,Ecke Asnièrestraße am Maselakekanalsteg,2001.0,,1724.0,gewidmet,5100103.0,Mertensstraße,"Boca-Raton-Grünanlage, Berlin, Germany",,
00008100_0011de02,00008100:0011de02,30760,Spandau,Wilhelmstadt,Grünanlage,Wilhelmstraße-Grünfläche,angrenzend Stadion Wilhelmstraße u Bertholdt-BrechtOS ,,,2427.0,gewidmet,5200630.0,Wilhelmstadt West,"Wilhelmstraße-Grünfläche, Berlin, Germany",,
00008100_0011e10c,00008100:0011e10c,00558,Spandau,Haselhorst,Grünanlage,Paulsternstr. 34,Am Feuerwehrstützpunkt,,,5140.0,gewidmet,5300840.0,Nonnendammallee,"Paulsternstr. 34, Berlin, Germany",52.544042,13.247731
00008100_0011df2f,00008100:0011df2f,60101,Spandau,Kladow,Grünanlage,Cladow Center-Vorplatz ,Kladower Damm ,,,584.0,gewidmet,5400944.0,Kladower Damm,"Cladow Center-Vorplatz , Berlin, Germany",,
00008100_0011e0f4,00008100:0011e0f4,31160,Spandau,Spandau,Grünanlage,Hügelschanze-I,Dreieck  Askanierring-Falkenhagener Str.,,,1318.0,gewidmet,5100315.0,Ackerstraße,"Hügelschanze-I, Berlin, Germany",52.5484538,13.1982879
00008100_001041f4,00008100:001041f4,00837,Reinickendorf,Wittenau,Grünanlage,Eichborndamm-Gorkistr.,Wanderweg am Nordgraben,,,34677.8,gewidmet,12500927.0,Wittenau Nord,"Eichborndamm-Gorkistr., Berlin, Germany",,
00008100_0011de10,00008100:0011de10,31450,Spandau,Spandau,Grünanlage,Charlottenburger Chaussee 54/74,am Güterbahnhof,,,8129.0,gewidmet,5100317.0,Freiheit,"Charlottenburger Chaussee 54/74, Berlin, Germany",52.5280436,13.2194545
00008100_001044a0,00008100:001044a0,00598,Reinickendorf,Heiligensee,Grünanlage,"Grabens. Hlgs., Haselgraben",,,,12178.6,gewidmet,12400617.0,Alt-Heiligensee,"Grabens. Hlgs., Haselgraben, Berlin, Germany",,
00008100_00210595,00008100:00210595,36090,Reinickendorf,Waidmannslust,Grünanlage,"Steinbergpark, Rodelbahn",,,,6893.5,gewidmet,12500928.0,Waidmannslust,"Steinbergpark, Rodelbahn, Berlin, Germany",,
00008100_001045ea,00008100:001045ea,01324,Reinickendorf,Konradshöhe/Tegelort,Grünanlage,Falkenplatz,,,,5998.5,gewidmet,12400616.0,Konradshöhe/Tegelort,"Falkenplatz, Berlin, Germany",52.5854328,13.2274683
00008100_0010420f,00008100:0010420f,00839,Reinickendorf,Wittenau,Grünanlage,"Rosentreterpromenade, Wanderweg bis Hermsdorfer Str.",,,,4296.7,gewidmet,12500927.0,Wittenau Nord,"Rosentreterpromenade, Wanderweg bis Hermsdorfer Str., Berlin, Germany",,
00008100_0010448f,00008100:0010448f,00477,Reinickendorf,Reinickendorf,Grünanlage,"Roedernallee, Alt-Rdf.-Lindauer Allee",,,,3012.7,gewidmet,12100205.0,Teichstraße,"Roedernallee, Alt-Rdf.-Lindauer Allee, Berlin, Germany",,
00008100_001045ef,00008100:001045ef,01351,Reinickendorf,Reinickendorf,Grünanlage,Septimerbecken (Winterthurstr.-Scharnweberstr.),,,,23322.7,gewidmet,12100204.0,Schäfersee,"Septimerbecken (Winterthurstr.-Scharnweberstr.), Berlin, Germany",,
00008100_001c968a,00008100:001c968a,18GA02,Lichtenberg,Lichtenberg,Grünanlage,Gudrunstr. 20,hinter dem Friedhof,,,22274.0,gewidmet,11300721.0,Herzbergstraße,"Gudrunstr. 20, Berlin, Germany",52.5150725,13.5093641
00008100_001c96c3,00008100:001c96c3,18GA13,Lichtenberg,Lichtenberg,Grünanlage,Park Herzberge nördlich d. Krankenhausschule,,,,30108.0,gewidmet,11300721.0,Herzbergstraße,"Park Herzberge nördlich d. Krankenhausschule, Berlin, Germany",,
00008100_001c96a2,00008100:001c96a2,25GA05,Lichtenberg,Friedrichsfelde,Grünanlage,Rosenfelder Ring 62 - 68,,,,4597.0,gewidmet,11401032.0,Rosenfelder Ring,"Rosenfelder Ring 62 - 68, Berlin, Germany",52.5119957,13.5100292
00008100_001c9496,00008100:001c9496,22GA10,Lichtenberg,Lichtenberg,Grünanlage,Frankfurter Allee 188-192 / Grünanlage,,,,4111.0,gewidmet,11300826.0,Frankfurter Allee Süd,"Frankfurter Allee 188-192 / Grünanlage, Berlin, Germany",,
00008100_001c92ea,00008100:001c92ea,05GA03,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Warnitzer Bogen / GA,,,,21133.0,gewidmet,11100204.0,Falkenberg West,"Warnitzer Bogen / GA, Berlin, Germany",,
00008100_001c9322,00008100:001c9322,05GA02,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Randowstr. 29 / Grünanlage,,,,7866.0,gewidmet,11100204.0,Falkenberg West,"Randowstr. 29 / Grünanlage, Berlin, Germany",,
00008100_001c9435,00008100:001c9435,04GA08,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,"Biesenbrower Str. 58-72, Welsestr. 37-39",,,,1563.0,gewidmet,11100203.0,Falkenberg Ost,"Biesenbrower Str. 58-72, Welsestr. 37-39, Berlin, Germany",,
00008100_001c9349,00008100:001c9349,02GA24,Lichtenberg,Wartenberg,Grünanlage,Luch Magaretenhöhe / Schutzgebiet,,,,43333.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"Luch Magaretenhöhe / Schutzgebiet, Berlin, Germany",,
00008100_001c957a,00008100:001c957a,07GA01,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Krummer Pfuhl / Grünanlage,Südlich Ernst-Barlach-Str. 11,,2022.0,8256.0,gewidmet,11100206.0,Wartenberg Nord,"Krummer Pfuhl / Grünanlage, Berlin, Germany",,
00008100_001c956d,00008100:001c956d,02GA10,Lichtenberg,Wartenberg,Grünanlage,Treue Herzenspfuhl / Grünanlage,Nähe Schweriner Ring,,2001.0,8547.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"Treue Herzenspfuhl / Grünanlage, Berlin, Germany",,
00008100_0011de0b,00008100:0011de0b,30520,Spandau,Kladow,Grünanlage,Alt-Kladow Dorfaue,am Bürgerhaus,,,5021.0,gewidmet,5400943.0,Jägerallee,"Alt-Kladow Dorfaue, Berlin, Germany",,
00008100_0011e0e9,00008100:0011e0e9,30050,Spandau,Falkenhagener Feld,Grünanlage,Germersheimer Weg,zw. nördl. Häuserguppe,,,3915.0,gewidmet,5100210.0,Germersheimer Platz,"Germersheimer Weg, Berlin, Germany",52.5459859,13.1862374
00008100_001c92d3,00008100:001c92d3,10GA02,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Wartenberger Str. /Grünanlage,,,,15908.0,gewidmet,11100309.0,Mühlengrund,"Wartenberger Str. /Grünanlage, Berlin, Germany",,
00008100_001c9543,00008100:001c9543,26GA03,Lichtenberg,Friedrichsfelde,Grünanlage,"Marzahner Ch./an KGA ""Akazienwäldchen/GA",,,2003.0,2225.0,gewidmet,11401033.0,Gensinger Straße,"Marzahner Ch./an KGA ""Akazienwäldchen/GA, Berlin, Germany",,
00008100_002aed2f,00008100:002aed2f,00740,Spandau,Hakenfelde,Grünanlage,Frieda-Arnheim-Promenade-GA,zw Brauereihof-Triftstaße an der Havel,2002.0,,2964.0,gewidmet,5100313.0,Eiswerder,"Frieda-Arnheim-Promenade-GA, Berlin, Germany",52.5471114,13.2123269
00008100_001c957f,00008100:001c957f,03GA03,Lichtenberg,Falkenberg,Grünanlage,Gutspark Falkenberg / Große Weite,,,,69641.0,gewidmet,11100102.0,Dorf Falkenberg,"Gutspark Falkenberg / Große Weite, Berlin, Germany",,
00008100_001c9687,00008100:001c9687,28GA37,Lichtenberg,Friedrichsfelde,Grünanlage,Rummelsburger Str. 71-73,(ehemals Friedhof),,,24713.0,gewidmet,11401136.0,Volkradstraße,"Rummelsburger Str. 71-73, Berlin, Germany",52.5012806,13.5073131
00008100_001c94d1,00008100:001c94d1,28GA18,Lichtenberg,Friedrichsfelde,Grünanlage,Erieseering/ Promenade,,,,1862.0,gewidmet,11401137.0,Erieseering,"Erieseering/ Promenade, Berlin, Germany",,
00008100_001c94b5,00008100:001c94b5,28GA05,Lichtenberg,Friedrichsfelde,Grünanlage,Sewanstr. / Schwimmhalle,,,,1895.0,gewidmet,11401137.0,Erieseering,"Sewanstr. / Schwimmhalle, Berlin, Germany",52.4957536,13.5160289
00008100_001c966d,00008100:001c966d,29GA09,Lichtenberg,Rummelsburg,Grünanlage,Rummelsburger Bucht / Interimslösung,Berlin Campus,,,9923.0,gewidmet,11501238.0,Rummelsburg,"Rummelsburger Bucht / Interimslösung, Berlin, Germany",,
00008100_001c9525,00008100:001c9525,29GA03,Lichtenberg,Rummelsburg,Grünanlage,Rummelsburger Bucht / Wasserstadt (Anger),,1999.0,,2336.0,gewidmet,11501238.0,Rummelsburg,"Rummelsburger Bucht / Wasserstadt (Anger), Berlin, Germany",,
00008100_001c9405,00008100:001c9405,21GA13,Lichtenberg,Lichtenberg,Grünanlage,Nibelungenpark/ ggü. Hagenstr.28-32,,,,5965.0,gewidmet,11300725.0,Nibelungenviertel,"Nibelungenpark/ ggü. Hagenstr.28-32, Berlin, Germany",,
00008100_002869de,00008100:002869de,06GA03,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Grevesmühlener Str. 43 / GA hinter 'Leo's Hütte',,,,1205.0,gewidmet,11100205.0,Wartenberg Süd,"Grevesmühlener Str. 43 / GA hinter 'Leo's Hütte', Berlin, Germany",,
00008100_0028fd03,00008100:0028fd03,32GA11,Lichtenberg,Karlshorst,Grünanlage,Hegemeisterweg 1,,,,3856.0,gewidmet,11501341.0,Karlshorst Süd,"Hegemeisterweg 1, Berlin, Germany",52.4785327,13.5073671
00008100_0029dc2c,00008100:0029dc2c,02GA39,Lichtenberg,Wartenberg,Grünanlage,Wartenberger Feldmarkweg,,,,24978.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"Wartenberger Feldmarkweg, Berlin, Germany",52.5894604,13.5103878
00008100_002abc32,00008100:002abc32,03GA21,Lichtenberg,Falkenberg,Grünanlage,Fläche westlich des Tierfriedhofs,Falkenberg,,,15934.0,gewidmet,11100102.0,Dorf Falkenberg,"Fläche westlich des Tierfriedhofs, Berlin, Germany",,
00008100_0011e326,00008100:0011e326,00267,Spandau,Haselhorst,Grünanlage,Spandauer Horn-Spreeschanze,Am Juliusturm-histor Fa Kuke,,,11683.0,gewidmet,5300736.0,Zitadellenweg,"Spandauer Horn-Spreeschanze, Berlin, Germany",,
00008100_001c9684,00008100:001c9684,32GA06,Lichtenberg,Karlshorst,Grünanlage,"Rahmengrün an KGA ""Am E-Werk""",Hegemeisterweg,,,11029.0,gewidmet,11501341.0,Karlshorst Süd,"Rahmengrün an KGA ""Am E-Werk"", Berlin, Germany",,
00008100_001c92e8,00008100:001c92e8,15GA15,Lichtenberg,Alt-Hohenschönhausen,Grünanlage,Joachimsthaler  Str. 4-10 / Biesenthaler Str. 2-8,,,,2480.0,gewidmet,11200514.0,Landsberger Allee,"Joachimsthaler  Str. 4-10 / Biesenthaler Str. 2-8, Berlin, Germany",,
00008100_001c948e,00008100:001c948e,18GA10,Lichtenberg,Lichtenberg,Grünanlage,Grenzgraben westlich Zentralfriedhof,,,,10182.0,gewidmet,11300721.0,Herzbergstraße,"Grenzgraben westlich Zentralfriedhof, Berlin, Germany",52.5242287,13.5157924
00008100_001c969a,00008100:001c969a,18GA18,Lichtenberg,Lichtenberg,Grünanlage,Siegfriedstr. / Rheinhardsbrunner Str.,Regenrückhaltebecken/geschütztes Biotop,,,16625.0,gewidmet,11300721.0,Herzbergstraße,"Siegfriedstr. / Rheinhardsbrunner Str., Berlin, Germany",,
00008100_001c94ea,00008100:001c94ea,25GA01,Lichtenberg,Friedrichsfelde,Grünanlage,"Rosenfelder Ring 15 ggü. 145-147, bis 29",,,,4984.0,gewidmet,11401032.0,Rosenfelder Ring,"Rosenfelder Ring 15 ggü. 145-147, bis 29, Berlin, Germany",,
00008100_001c9681,00008100:001c9681,21GA11,Lichtenberg,Lichtenberg,Grünanlage,"Rahmengrün an KGA ""Siegfriedslust""",Bornitzstr.,,,3548.0,gewidmet,11300723.0,Bornitzstraße,"Rahmengrün an KGA ""Siegfriedslust"", Berlin, Germany",,
00008100_001c9584,00008100:001c9584,28GA16,Lichtenberg,Friedrichsfelde,Grünanlage,Erich-Kurz-Str. 9-11 / Upstallweg,,,,3608.0,gewidmet,11401137.0,Erieseering,"Erich-Kurz-Str. 9-11 / Upstallweg, Berlin, Germany",,
00008100_001c9688,00008100:001c9688,21GA09,Lichtenberg,Lichtenberg,Grünanlage,Rudolf Reusch Str. 4-10,ehemals Friedhof,,,15556.0,gewidmet,11300722.0,Rathaus Lichtenberg,"Rudolf Reusch Str. 4-10, Berlin, Germany",52.5149602,13.4814869
00008100_001c9460,00008100:001c9460,31GA04,Lichtenberg,Karlshorst,Grünanlage,Robert-Siewert-Str. / Brehmstr.,,,,5213.0,gewidmet,11501340.0,Karlshorst Nord,"Robert-Siewert-Str. / Brehmstr., Berlin, Germany",,
00008100_001c9332,00008100:001c9332,02GA14,Lichtenberg,Wartenberg,Grünanlage,Barnimer Dörferweg (Malchow-Wartenberg),,,,41696.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"Barnimer Dörferweg (Malchow-Wartenberg), Berlin, Germany",,
00008100_001c9587,00008100:001c9587,28GA33,Lichtenberg,Friedrichsfelde,Grünanlage,Upstallweg / Osterwäldchen,,,,19193.0,gewidmet,11401137.0,Erieseering,"Upstallweg / Osterwäldchen, Berlin, Germany",,
00008100_001c94a8,00008100:001c94a8,19GA03,Lichtenberg,Fennpfuhl,Grünanlage,Paul-Junius-Str. 37-50 Grünanl. Wolfgangpfuhl,,,,10480.0,gewidmet,11300619.0,Rudolf-Seiffert-Park,"Paul-Junius-Str. 37-50 Grünanl. Wolfgangpfuhl, Berlin, Germany",,
00008100_001c9350,00008100:001c9350,02GA21,Lichtenberg,Wartenberg,Grünanlage,An der Margaretenhöhe / Fläche beidseitig der Straße,,,,44507.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,"An der Margaretenhöhe / Fläche beidseitig der Straße, Berlin, Germany",,
00008100_001c92ed,00008100:001c92ed,08GA03,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Wustrower Str./Lärmschutzwall,,,,38680.0,gewidmet,11100307.0,Zingster Straße Ost,"Wustrower Str./Lärmschutzwall, Berlin, Germany",,
00008100_001c92fe,00008100:001c92fe,08GA06,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Am Berl / Grünanlage,,,,19613.0,gewidmet,11100307.0,Zingster Straße Ost,"Am Berl / Grünanlage, Berlin, Germany",,
00008100_002d9c1a,00008100:002d9c1a,32073,Spandau,Kladow,Grünanlage,Verlängerte Uferpromenade-GA II,ggü Badestelle sog.Moorloch,,,30074.0,gewidmet,5400943.0,Jägerallee,"Verlängerte Uferpromenade-GA II, Berlin, Germany",,
00008100_001c92ff,00008100:001c92ff,09GA05,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Hohenschönhauser Weg / Grünanlage (Kletterfelsen),,,,28008.0,gewidmet,11100308.0,Zingster Straße West,"Hohenschönhauser Weg / Grünanlage (Kletterfelsen), Berlin, Germany",,
00008100_001c945b,00008100:001c945b,32GA07,Lichtenberg,Karlshorst,Grünanlage,Carlsgarten / 1. BA / Binnendüne / GA,,,,73026.0,gewidmet,11501341.0,Karlshorst Süd,"Carlsgarten / 1. BA / Binnendüne / GA, Berlin, Germany",,
00008100_001c9567,00008100:001c9567,28GA30,Lichtenberg,Friedrichsfelde,Grünanlage,Moldaustr. 2-37 /Kraatzgraben,,,,14821.0,gewidmet,11401136.0,Volkradstraße,"Moldaustr. 2-37 /Kraatzgraben, Berlin, Germany",,
00008100_001c9605,00008100:001c9605,28GA25,Lichtenberg,Friedrichsfelde,Grünanlage,"Rummelsburgerstr. 47,49,51",,,,12437.0,gewidmet,11401136.0,Volkradstraße,"Rummelsburgerstr. 47,49,51, Berlin, Germany",,
