Address1,Latitude,Longitude
"Graben E-Kurt-Marzahn-Straße, Berlin, Germany",,
"Sparnecker Weg-Grünverbindung, Berlin, Germany",,
"Windmühlenberg-Erweiterungsfläche, Berlin, Germany",,
"Runeberg , Berlin, Germany",52.4550498,13.1481601
"Zeuschelstr. neben 125, Berlin, Germany",,
"""Berg und Tal"" - Randgrün, Berlin, Germany",,
"Grützmacherpark, Berlin, Germany",52.543847,13.2315597
"Altstadt-Lindenufer, Berlin, Germany",,
"Westl. Sigridstr. 4, 5, Berlin, Germany",,
"Havelmathen sog. Lechnersches Gelände, Berlin, Germany",,
"Dr. Kleusberg-Promenade I, Berlin, Germany",52.501349,13.1851669
"Schliemannstr. 8, Berlin, Germany",52.5405647,13.4164601
"Schneeglöckchenstr. vor Nr. 8, Berlin, Germany",,
"Frankfurter Tor 8-9, Berlin, Germany",52.5158121,13.4540029
"Stresowpark, Berlin, Germany",52.5349562,13.2073462
"Hohenzollernpark, Berlin, Germany",52.5546073,13.2082268
"Burgwallschanze, Berlin, Germany",52.529265,13.2036474
"Pionierstraße-Grünstreifen vor Friedhof, Berlin, Germany",,
"Schützenstraße, Berlin, Germany",52.4460466,13.3749
"Windmühlenberg-NSG-33, Berlin, Germany",,
"Polizeischule-Grünfläche, Berlin, Germany",,
"Sakrower Kirchweg, Berlin, Germany",52.44647,13.1315107
"Bucher Str. südl. III, Berlin, Germany",,
"Groß-Glienicker See-GA sog Moorloch, Berlin, Germany",,
"Verlängerte Uferpromenade I, Berlin, Germany",52.459137,13.115038
"Heidetor, Berlin, Germany",,
"Liebermannstr. 20, Berlin, Germany",52.5596453,13.4635081
"Graben E-Rieselfelder angrenzend, Berlin, Germany",,
"Scharfe Lanke, Berlin, Germany",52.5085226,13.1924128
"Fort Hahneberg-FFH-Gebiet, Berlin, Germany",,
"Spektegrünzug D-Weide  , Berlin, Germany",,
"Alt-Gatow-Grünanlage Pfarrer-Jurytko-Steig, Berlin, Germany",,
"Spektegrünzug D-südl Teil, Berlin, Germany",,
"Syringenweg 23-24, Berlin, Germany",52.5310969,13.4566334
"Hahneberg-Naturschutzgebiet, Berlin, Germany",,
"Waldschluchtpfad Grünfläche, Berlin, Germany",,
"Havelufer-Große Badewiese Gatow, Berlin, Germany",,
"Hansastr. 173, Berlin, Germany",52.554509,13.4801792
"Kniprodestr.vor dem Jüd.Friedhof, Berlin, Germany",,
"Wilhelm-von-Siemens-Park, extensiv, Berlin, Germany",,
"Bötzowbahntrasse IV parallel-östl., Berlin, Germany",,
"Bötzowbahntrasse II parallel-östl. vor Friedhof, Berlin, Germany",,
"Saatwinkler Damm-Jungfernheideweg, Berlin, Germany",52.547645,13.2708297
"Ufergrünzug Stabholzgarten-Batardeau, Berlin, Germany",,
"südöstl. Malchower Chaussee, Berlin, Germany",,
"Jean-Calas-Weg neben Nr. 19, Berlin, Germany",,
"Krugstege, Berlin, Germany",52.5924817,13.4534737
"Grimnitzseepark-incl Birkenwäldchen, Berlin, Germany",,
"Pulvermühlenweg- Grünanlage, Berlin, Germany",,
"Uferpark Südspitze, Berlin, Germany",,
"Burgwall-GA, Berlin, Germany",52.5958898,13.4455074
"Aalemann2-ab Aalemannkanalbrücke, Berlin, Germany",,
"Gürtelstr. östlich Nr. 25, Berlin, Germany",,
"Hohenzollernring-Grüngürtel 1, Berlin, Germany",,
"GA-Herman-Schmidt-Weg, Berlin, Germany",,
"Havelwiesen, Berlin, Germany",52.5577682,13.2161007
"Niederheideweg- Grünanlage, Berlin, Germany",,
"Spektegrünzug C-Teil 1 Großer Spektesee, Berlin, Germany",,
"Gutspark Neukladow-Nutzungsfläche, Berlin, Germany",,
"Parkstr. naturnahe Parkanlage, Berlin, Germany",,
"Haveleckpark-Grünanlage, Berlin, Germany",,
"Bucher Str. Großer Stein, Berlin, Germany",,
"Ahlbecker Str. 6, Berlin, Germany",52.5448543,13.4247249
"""Am Volkspark PB"" - Randgrün, Berlin, Germany",,
"nördliche Feldmark Lindenhof I, Berlin, Germany",,
"Rohrbruchwiesen-GA um Rohrbruchteich, Berlin, Germany",,
"Poelzigpark, Berlin, Germany",52.5596934,13.2178152
"""Sonnenschein"" - Randgrün, Berlin, Germany",,
"Eiswerderpark-Wasserstadt, Berlin, Germany",,
"Bullengrabengrünzug V, Berlin, Germany",,
"Burgwall-Tankerhafen, Berlin, Germany",,
"Syringenweg/ Maiglöckchenstr., Berlin, Germany",,
"Burgwallgraben-Promenade, Berlin, Germany",,
"Radelandstraße 202-204, Berlin, Germany",52.5632958,13.1643993
"Bötzowbahntrasse V parallel-westl. , Berlin, Germany",,
"Straße 269 Ecke Triftweg-Grünfläche, Berlin, Germany",,
"Am Friedrichshain 16-18, Berlin, Germany",52.5280298,13.4244279
"Hohenstaufenplatz, Berlin, Germany",52.4911693,13.4219862
"Laskerstr. 6, 8, Berlin, Germany",,
"Bullengrabengrünzug III, Berlin, Germany",,
"Maselakekanalsteg-Grünzug, Berlin, Germany",,
"Pionierstraße-Falkenseer Chaussee, Berlin, Germany",,
"Heidelake-Ungewitterweg, Berlin, Germany",,
"Koeltzepark, Berlin, Germany",52.5462144,13.2049526
"Staaken West-Freizeit und Erholungszentrum , Berlin, Germany",,
"Paula-Hirschfeld Steig-GA, Berlin, Germany",52.5455182,13.2097946
"Krienickesteig-GA, Berlin, Germany",52.5453518,13.2096924
"Rhenaniastraße-Biotop, Berlin, Germany",,
"Egelpfuhlgraben-Grünzug, Berlin, Germany",52.5229439,13.1806733
"Ufergrünzug Ziegelhof bis Dischinger Brücke, Berlin, Germany",,
"Spieroweg-NER, Berlin, Germany",,
"Mühlenviertel, Berlin, Germany",52.5422576,13.4471989
"Richard-Münch-Straße GA, Berlin, Germany",52.5249676,13.1489241
"Klinkeplatz, Berlin, Germany",52.5554881,13.1983896
"Hüllenpfuhl-Kirchbergenden, Berlin, Germany",,
"Hahneberg-GA Hänge und Weiden, Berlin, Germany",,
"Bullengrabengrünzug IV-Stieglake, Berlin, Germany",,
"Goldbeckweg-Wäldchen u Wildbienenwiese, Berlin, Germany",,
"Imchenallee Biotop am Gutspark Neukladow, Berlin, Germany",,
"Aalemannufer-Am Teufelsbruch-Grünfläche, Berlin, Germany",,
"Tiefwerder-Margareteninsel, Berlin, Germany",,
"Behnitz-Vorplatz Kirche, Berlin, Germany",,
"Baumschule-Rahmengrün, Berlin, Germany",,
"Romy-Schneider-Str., Berlin, Germany",52.5468857,13.2256462
"Promenade Berlin-Spandauer-Schifffahrtskanal zw. Kieler Brücke und Kieler Str., Berlin, Germany",,
"Wröhmännerpark I u II, Berlin, Germany",,
"Ufergrünzug West-Wasserstadt, Berlin, Germany",,
"Bötzowbahntrasse III parallel-östl., Berlin, Germany",,
"Schönwalder Allee-Eichenwäldchen, Berlin, Germany",,
"Spektegrünzug B, Berlin, Germany",,
"Waldpark Hakenfelde, Berlin, Germany",,
"Rohrbruchwiesen-GA , Berlin, Germany",52.5572078,13.2341627
"Breitehorn-Havelpromenade, Berlin, Germany",,
"Ziegelhof-Grünanlage, Berlin, Germany",,
"Aalemann1-ab Fährweg bis Aalemannkanalbrücke, Berlin, Germany",,
"Bullengrabengrünzug IV-Pietzkukenlake, Berlin, Germany",,
"Wochenendsiedlung-Zum blanken Spaten, Berlin, Germany",52.5295589,13.1849695
"Reimerweg-Amalienhof 2-GA, Berlin, Germany",,
"Maselakepark Havelwiesen, Berlin, Germany",,
"Am Flugplatz Gatow-Anger, Berlin, Germany",,
"Spektegrünzug C-Teil 2 Spektelake, Berlin, Germany",,
"Gutspark Neukladow-GA , Berlin, Germany",,
"Grützmachergraben-Adickesstraße, Berlin, Germany",,
"Wilhelm-von-Siemens-Park, intensiv, Berlin, Germany",,
"Spektegrünzug D-nördl Teil, Berlin, Germany",,
"Bergstraße-Grünanlage, Berlin, Germany",,
"Oranienburger Tor, Berlin, Germany",52.5255998,13.3873583
"Spandauer Havelpromenade, Berlin, Germany",52.5574876,13.2245893
"Schifffahrtsufer, Berlin, Germany",52.528163,13.2004551
"Windmühlenberg mit Bockwindmühle, Berlin, Germany",,
"Anschützweg-Mareyzeile, Berlin, Germany",,
"Bullengrabengrünzug I, Berlin, Germany",,
"Jonny K.- Aktivpark-Egelpfuhlpark, Berlin, Germany",52.5258625,13.1717984
"Am Juliusturm, Berlin, Germany",52.5384317,13.2103043
"Egelpfuhlwiesen-Grünzug, Berlin, Germany",,
"Groß-Glienicker See-GA sog Halbinsel, Berlin, Germany",,
"Wäldchen am Rohrdamm, Berlin, Germany",,
"Zamenhofpark - Rosenfelder Platz, Berlin, Germany",,
"Ufergrünzug Dischinger Brücke bis DB-Brücke, Berlin, Germany",,
"Ruhlebener Str-Grunewaldstraße-GA, Berlin, Germany",,
"Straße 264, Berlin, Germany",52.4826196,13.1763764
"Spektegrünzug A, Berlin, Germany",,
"Ruhlebener Str Ecke Tiefwerderweg , Berlin, Germany",,
"Rothenbücherweg-Dr. Kleusberg-Promenade, Berlin, Germany",,
"Lützowstr. 25-29, Berlin, Germany",52.3810956,13.4101741
"Am Forstacker sog U-Bahn-Trasse, Berlin, Germany",,
"Földerichplatz, Berlin, Germany",52.5202085,13.1932887
"Windmühlenberg, Berlin, Germany",52.4858785,13.1776227
"Groß-Glienicker See-GA sog Pferdekoppel, Berlin, Germany",,
"Haveldüne, Berlin, Germany",52.5042426,13.1829553
"Hannah-Höch-Weg, Berlin, Germany",52.4768855,13.3352262
"Freiheitswiesen, Berlin, Germany",52.5277309,13.2166412
"Ufergrünzug Salzhof, Berlin, Germany",,
"Fuchsbergeweg-Grünzug, Berlin, Germany",,
"Regattastraße 155 Gr GA, Berlin, Germany",,
"Immenweide-Naturdenkmal Glühwürmchengrund, Berlin, Germany",,
"Groß-Glienicker Weg Ecke Kladower Damm , Berlin, Germany",,
"Niederneuendorfer Allee- Buskehre, Berlin, Germany",,
"Bötzowbahntrasse I parallel-östl., Berlin, Germany",,
"Egelpfuhlgraben-Grünzug-Erweiterungsflächen, Berlin, Germany",,
"Münsinger Park, Berlin, Germany",52.5374309,13.1987391
"Tiefwerder Wiesen-Toter Mantel, Berlin, Germany",,
"Hahneberg-GA Wege und Plateau, Berlin, Germany",,
"Küfersteig Ecke Keltererweg, Berlin, Germany",,
"Schlangengraben-Ufergrünstreifen, Berlin, Germany",,
"Hoher Steinweg-Alte Stadtmauer, Berlin, Germany",,
"Unkenpfuhl-Grünanlage, Berlin, Germany",,
"Landhausgarten Dr. Fraenkel, Berlin, Germany",52.4443295,13.1314394
"Südpark I-extensiv, Berlin, Germany",,
"Langes Becken, Berlin, Germany",52.516356,13.1730937
"Hausburgpark, Berlin, Germany",52.5253506,13.4543192
"Südpark II-intensiv, Berlin, Germany",,
"Bullengrabengrünzug II, Berlin, Germany",,
"Verlängerte Uferpromenade-GA I, Berlin, Germany",,
"Imchenallee-Sibeliusweg-Grünfläche, Berlin, Germany",,
"Grünzug Albrechtshof-Landesgrenze, Berlin, Germany",,
"Rohrbruchwiesen-GA sog Liegewiese, Berlin, Germany",,
"Klausenerplatz - Grünanlage, Berlin, Germany",,
"Lietzenseepark/Nord, Berlin, Germany",,
"Kastanienrampe Moabiter Werder, Berlin, Germany",,
"Reimerweg-Amalienhof 1-GA, Berlin, Germany",,
"Staakener Felder-Cosmarweg, Berlin, Germany",,
"Mierendorffplatz - Grünanlage, Berlin, Germany",,
"Havelchaussee 150 - Stößenseebrücke - GA, Berlin, Germany",,
"Murellenweg - Grüngürtel am Olympiastadion, Berlin, Germany",,
"östl. Heinersdorfer Str., Berlin, Germany",,
"Murellenweg - Baumannsche Wiese - GA, Berlin, Germany",,
"Jungfernheide - Volkspark - ehem. Wildgehege, Berlin, Germany",,
"Koenigsallee 27a/27c - GA, Berlin, Germany",,
"Rhoda-Erdmann-Park, Berlin, Germany",,
"Douglasstr. 7/Fontanestr. 15 - GA, Berlin, Germany",,
"Bismarckallee 25a - Grünanlage, Berlin, Germany",,
"Westl. Str. von Malchow nach Lindenberg, Berlin, Germany",,
"Abendruh (ehem. Gärtnerei) - Grünanlage, Berlin, Germany",,
"Ruhwaldpark, Berlin, Germany",52.523986,13.2605795
"Bundesforum, Berlin, Germany",52.5609191,13.3719019
"Charlottenburg Nord - Grünzug Heilmannring, Berlin, Germany",,
"Galvanistr. - Grünanlage, Berlin, Germany",,
"Fließwiese Ruhleben - NSG, Berlin, Germany",,
"Jean-Jaures-Str., Grünanlage, Berlin, Germany",,
"Gerhart-Hauptmann-Park, Berlin, Germany",52.4974045,13.3297183
"Hebbelstr./Otto-Grüneberg-Weg - GA, Berlin, Germany",,
"Sömmeringstr. 005 - Grünanlage, Berlin, Germany",,
"Sterkrader Str. (hinter Havelmüller-GS), Berlin, Germany",,
"Heilsberger Dreieck - Grünanlage, Berlin, Germany",,
"Hasensprung 5 - Grünanlage, Berlin, Germany",,
"Ruhwaldweg/Wiesendamm - GA, Berlin, Germany",,
"Erwin-Barth-Platz (Kaiserdammdreieck) - GA, Berlin, Germany",,
"Georg-Kolbe-Hain - Grünanlage, Berlin, Germany",,
"Fürstenplatz - Grünanlage, Berlin, Germany",,
"Dovestr. 1d - Grünanlage, Berlin, Germany",,
"Karolingerplatz - Grünanlage, Berlin, Germany",,
"Kuno-Fischer-Platz - Grünanlage, Berlin, Germany",,
"Ruhwaldhöhenweg/Fürstenbrunner Weg 81 - GA, Berlin, Germany",,
"Trabener Str. 70a - Grünanlage, Berlin, Germany",,
"Einsteinufer - Grünanlage, Berlin, Germany",,
"Iburger Ufer - Grünanlage, Berlin, Germany",,
"Robert-Stolz-Anlage - GA, Berlin, Germany",,
"Hubertussee - Delbrückstr. - GA, Berlin, Germany",,
"Volkspark Wilmersdorf, Berlin, Germany",52.4833852,13.3255035
"Waldowstraße/ Treskowstraße Ob GA, Berlin, Germany",,
"Lietzenseepark/Süd, Berlin, Germany",,
"Volkspark Wilmersdorf - Staudengarten, Berlin, Germany",,
"Schoelerpark, Berlin, Germany",52.484593,13.3267864
"Charlottenburg Nord - Paul-Hertz-S. - GA, Berlin, Germany",,
"Preußenpark, Berlin, Germany",52.4924987,13.3131211
"Richard-Wagner-Str./Krumme Str. - GA, Berlin, Germany",,
"Karmeliter Weg/Donnersmarckallee, R.A.B., Berlin, Germany",,
"Schlosspark Charlottenburg, Berlin, Germany",52.5244642,13.2933336
"Schustehruspark - Grünanlage, Berlin, Germany",,
"Rüdesheimer Platz - Grünanlage, Berlin, Germany",,
"Pfefferluch - GA, Berlin, Germany",52.5457667,13.3044308
"Rominter Allee - Grünanlage Bahnseite, Berlin, Germany",,
"Brixplatz - Grünanlage, Berlin, Germany",,
"Goerdelerdamm/Kurt-Schumacher-Damm - GA, Berlin, Germany",,
"Olympische Str. 33 - Grünanlage, Berlin, Germany",,
"Am Spreebord - Grünanlage, Berlin, Germany",,
"Hannah-Karminski-Str. - Grünanlage, Berlin, Germany",,
"Spreebogen - Grünanlage, Berlin, Germany",,
"Preußenpark - Park Café, Berlin, Germany",,
"Messelpark, Berlin, Germany",52.4682876,13.2872664
"Hempelsteig - GA, Berlin, Germany",52.5249063,13.243263
"Havelchaussee 148 - Stößenseebrücke - GA, Berlin, Germany",,
"Goebelplatz - Grünanlage, Berlin, Germany",,
"Jungfernheide - Volkspark (extensiv), Berlin, Germany",,
"Baerwaldstr., Wildblumenwiese, Berlin, Germany",,
"Karl-August-Platz - Grünanlage, Berlin, Germany",,
"Darwinstr. 2/Goslarer Ufer 1e - GA, Berlin, Germany",,
"Lüdtgeweg - Grünanlage, Berlin, Germany",,
"Anlage Blankenburg - Feuchtwiese, Berlin, Germany",,
"Danckelmannstr. 16 - Grünanlage, Berlin, Germany",,
"Diesterweg-/ Danziger-/ Ella-Kay-Str., Berlin, Germany",,
"Marzahnstr., Straßenentwidmung (bis Oeserstr.), Berlin, Germany",,
"Franz-Cornelsen-Weg - Grünanlage, Berlin, Germany",,
"Charlottenburger Ufer - Grünanlage, Berlin, Germany",,
"Sensburger Allee - Grünanlage, Berlin, Germany",,
"Branitzer Platz - Grünanlage, Berlin, Germany",,
"Lietzenseepark/Nord - Kl. Kaskade, Berlin, Germany",,
"Fontanestr. 16 - Grünanlage, Berlin, Germany",,
"Bethanien, Gärten, Berlin, Germany",52.5037547,13.4225925
"Flinsberger Platz - Grünanlage, Berlin, Germany",,
"Ludwig-Barnay-Platz - Grünanlage, Berlin, Germany",,
"Ortelsburgpark, Berlin, Germany",,
"Carl-Ludwig-Schleich-Promenade, Berlin, Germany",52.4839372,13.2841517
"Volkspark Friedrichshain, WC Kiosk, Berlin, Germany",,
"Kühler Weg - Grünanlage, Berlin, Germany",,
"Adam-von-Trott-Str. - Grünanlage, Berlin, Germany",,
"Volkspark Wilmersdorf - Fennseeanlage, Berlin, Germany",,
"Kranzallee - Grünanlage, Berlin, Germany",,
"Hochmeisterplatz - Grünanlage, Berlin, Germany",,
"Spandauer Damm 268/Ruhwaldweg - GA, Berlin, Germany",,
"Forckenbeckstr. - Aufhaltebecken - GA, Berlin, Germany",,
"Lietzenseepark/Süd - Gr. Kaskade, Berlin, Germany",,
"Jungfernheide - Volkspark (intensiv), Berlin, Germany",,
"Koenigsallee 31-33 - Grünanlage, Berlin, Germany",,
"Oranienburger Str./ Rathauspromenade, Berlin, Germany",,
"Friedenthalpark, Berlin, Germany",52.4962938,13.2817909
"Waldschulallee/Bhf. Eichkamp - GA, Berlin, Germany",,
"Goslarer Platz - Grünanlage, Berlin, Germany",,
"Olivaer Platz - Grünanlage, Berlin, Germany",,
"Lindenberger Weg II, Berlin, Germany",52.6290247,13.506322
"Prenzlauer Allee/ Ostseestr., Berlin, Germany",52.5505456,13.429959
"Pankower Str.14, Berlin, Germany",52.5854068,13.4253637
"Schlosspark Buch, Berlin, Germany",52.6375546,13.4959124
"Kniprodestr./ Werneuchener Wiese, Berlin, Germany",,
"Park Am Weißen See, Berlin, Germany",52.5539465,13.4634901
"Einsteinstr. vor 16A - 16D/ Kniprodestr., Berlin, Germany",,
"Park am Faulen See, Berlin, Germany",,
"Mörderberg, Berlin, Germany",52.5821543,13.4653798
"Hansastr., Berlin, Germany",52.5547581,13.4835186
"Grabens. Hlgs., Heiligenseegraben, Berlin, Germany",,
"Schönholzer Heide, Berlin, Germany",52.5811485,13.3732526
"Bucher Chaussee/ Siedlungsring, Berlin, Germany",,
"Bleichröderpark, Berlin, Germany",,
"Heinrich-Roller-Str. 2, Berlin, Germany",52.5310279,13.4213692
"Botanische Anlage Blankenfelde I, Berlin, Germany",,
"Gleyeweg / Rummelsburger Landstraße, Berlin, Germany",,
"Garibaldistr. 44, Berlin, Germany",52.5861406,13.3618983
"Schmiedebankplatz, Berlin, Germany",52.6133113,13.4924812
"westl. Bucher Chaussee, Pfannschmidtstr., Berlin, Germany",,
"Schlosspark Schönhausen - Innerer Teil, Berlin, Germany",,
"Schillingweg, Berlin, Germany",52.6197921,13.419097
"Malchower Aue, Berlin, Germany",52.5759951,13.4713905
"Am Teichberg / Str. 42, Berlin, Germany",,
"Bahnhofstr., Berlin, Germany",52.4531496,13.5746031
"Alt-Karow 30, Berlin, Germany",52.6156458,13.4858561
"Cardinalplatz 1C Wuhlegarten Köp GA, Berlin, Germany",,
"Arnimplatz, Berlin, Germany",52.5517551,13.4094494
"Gartenstr. 6, Hansastr. 151, Berlin, Germany",,
"An der Panke Spielberg, Berlin, Germany",,
"Kalvinistenweg, Berlin, Germany",52.6049927,13.4272127
"Syringenplatz, Berlin, Germany",52.5342122,13.4578323
"Kreuzpfuhl, Berlin, Germany",52.5529372,13.4526379
"Platz A Heinersdorf, Berlin, Germany",52.5781582,13.4426744
"Volkspark Friedrichshain, ehemals Park-Pavillion, Berlin, Germany",,
"Rosenthaler Weg/ Blankenfelder Str., Berlin, Germany",,
"Arnswalder Platz, Berlin, Germany",52.5330863,13.4372299
"Schlosspark Schönhausen, Berlin, Germany",52.5778996,13.4069519
"Am Rübländer Graben, Berlin, Germany",52.6201158,13.4697578
"Seehausener Str. 34-44, Berlin, Germany",52.5619765,13.5219288
"Schmöckpfuhlgrabengrünzug, Berlin, Germany",,
"Kollwitzstr. 67/ Wörther Str. 34, Berlin, Germany",,
"Schräger Weg ggü. 44, Berlin, Germany",,
"Bürgerpark Niederschönhausen, Berlin, Germany",52.5696873,13.3955497
"Buschallee/ Orankestrand, Berlin, Germany",,
"Korkedamm Ag GA, Berlin, Germany",,
"Pölnitzwiesen I, Berlin, Germany",52.6446632,13.5115255
"Mühlenstr. 47, Berlin, Germany",52.5926825,13.4671046
"Möllersfelde III, Berlin, Germany",,
"Teutoburger Platz, Berlin, Germany",52.5320755,13.4089061
"Ossietzkystr. 12-26, Berlin, Germany",52.5748995,13.4070242
"Thomas-Mann-Str. 31-35, Berlin, Germany",52.5415109,13.4480104
"Hanns-Eisler-Str. 2-4, Berlin, Germany",52.5434607,13.4476568
"Falkplatz, Berlin, Germany",52.5458619,13.4037019
"Am Graben, Berlin, Germany",52.5738211,13.4666023
"Dietzgenstr. bis Waldowstr., Berlin, Germany",,
"Botanische Anlage Blankenfelde III, Berlin, Germany",,
"Klemkestr. bis Schützenstr., Berlin, Germany",,
"Bahnhofstraße bis Königsteinbrücke, Berlin, Germany",,
"Lindenberger Weg, Berlin, Germany",52.5936439,13.4667779
"Mauerpark Erweiterungsfläche, Berlin, Germany",,
"Helmholtzplatz, Berlin, Germany",52.5430211,13.4190326
"Ossietzkystr./ Majakowskiring, Berlin, Germany",,
"Storkower Str. 99/ Kniprodestr., Berlin, Germany",,
"Pieskower Weg 39, Berlin, Germany",52.5415744,13.4461345
"Zur Marktflagge 10, Berlin, Germany",52.5229309,13.4582772
"Alt-Stralau 55, Berlin, Germany",52.496558,13.4665394
"Heinrich-Mann-Platz, Berlin, Germany",52.5734975,13.3932525
"Parkstr. 24,26,28/ Eddastr., Berlin, Germany",,
"Lindenberger Weg I, Berlin, Germany",52.6319334,13.5017181
"Theodor-Brugsch-Str., Berlin, Germany",52.630426,13.5003229
"Kollwitzplatz, Berlin, Germany",52.5360538,13.4170422
"Parkanlage am Ilsenburggraben, Berlin, Germany",,
"Hauptstr. 64A, Berlin, Germany",52.4819997,13.8485143
"Alfred-Randt-Straße gegenüber Nr. 19 Köp GA, Berlin, Germany",,
"Stadtrandpark Neue Wiesen, Berlin, Germany",52.601663,13.494486
"Straße 7, Berlin, Germany",52.5888385,13.5363145
"Schildower Str./ Birnbaumring 92, Berlin, Germany",,
"Berliner Allee 162/ Wegener-/ Gartenstr., Berlin, Germany",,
"Aidastr./ Tino-Schwierzina-Str., Berlin, Germany",,
"Heegermühler Weg, Berlin, Germany",52.5835136,13.3717751
"nördl. Feldmark Blankenfelde I, Berlin, Germany",,
"Idehorst NSG, Berlin, Germany",52.6222966,13.4159908
"Wollank- bis Wilhelm-Kuhr-Str., Berlin, Germany",,
"Sulzfelder Str. 8-14, Berlin, Germany",52.5526696,13.474935
"Emmi-und-Wilhelm-Blank-Platz, Berlin, Germany",,
"Blankenburger Weg, Kippe, Berlin, Germany",,
"Fröbelplatz, Berlin, Germany",52.5401313,13.4264275
"Löffelbrücke bis Bahnhofstraße, Berlin, Germany",,
"Görlitzer Park Fläche BBB, Berlin, Germany",,
"Mauerpark, Berlin, Germany",52.5437161,13.4019329
"Bitburger Teiche, Berlin, Germany",52.5639586,13.4813645
"Tunnelstr. 37, Berlin, Germany",52.490843,13.4800621
"Wasserturmplatz, Berlin, Germany",52.5336866,13.4180138
"Hofzeichendamm, südlich, Berlin, Germany",,
"Waldemarstr. 45/ Adalbertstr. 78, Berlin, Germany",,
"Kottbusser Damm, Berlin, Germany",52.4892501,13.4244702
"Wolfgang-Heinz-Str. südl. 45, Berlin, Germany",,
"Bornholmer Str. bis Esplanade, Berlin, Germany",,
"Zwischen Panke u. KGA ""Blankenburg"", Berlin, Germany",,
"Rosenthaler Weg/Blaubeerweg, Berlin, Germany",,
"Viktoriapark, Kiosk, Pacht, Berlin, Germany",,
"Paracelsusplatz, Berlin, Germany",52.5786927,13.4239161
"Pappelallee 16/17, Berlin, Germany",52.5475994,13.4194218
"Elisabethweg 1, Berlin, Germany",52.5744479,13.4064674
"Zum langen Jammer, Berlin, Germany",52.5212084,13.4655041
"Ernst-Thälmann-Park, Berlin, Germany",52.5387445,13.4337634
"nordwestl. Malchower Chaussee, Berlin, Germany",,
"Alt-Stralau 13-15, Berlin, Germany",52.496558,13.4665394
"Volkspark Prenzlauer Berg, Berlin, Germany",52.5357885,13.4632174
"Idehorst Landschaftspark, Berlin, Germany",,
"Heinz-Knobloch-Platz, Berlin, Germany",52.5623523,13.4113897
"Walter-Friedrich-Str., Berlin, Germany",52.6313292,13.4936193
"Grünzug am Siedlungsrand, Berlin, Germany",,
"Humannplatz, Berlin, Germany",52.549074,13.4222957
"Goldfischteich, Berlin, Germany",52.5549577,13.4566418
"Brosepark, Berlin, Germany",52.5845729,13.4051094
"Neue Wiesen, Berlin, Germany",52.428039,13.6124663
"Siedlungsring zw. 9 und 11, Berlin, Germany",,
"Münchehagenstr., Berlin, Germany",52.6148397,13.4919725
"Zingergrabenniederung I, Berlin, Germany",,
"Blankenburger Pflasterweg nördlich, Berlin, Germany",,
"Pestalozzistr. 9 - 11, Berlin, Germany",52.5714863,13.4056848
"Mendelssohnstr., Berlin, Germany",52.5264264,13.4183115
"Mönchmühler Straße III, Berlin, Germany",,
"Buschallee 87, Berlin, Germany",52.554301,13.4760947
"Bedeweg / Achillesstr. / Ingwäonenweg, Berlin, Germany",,
"Thulestr. 69 - 73, Berlin, Germany",52.555672,13.4271776
"Blankensteinpark, Berlin, Germany",52.5217669,13.4607796
"Anton-Saefkow-Park, Berlin, Germany",52.5374016,13.4401119
"Botanische Anlage Blankenfelde II, Berlin, Germany",,
"Mönchmühler Straße I, Berlin, Germany",52.6105904,13.3821172
"Haduweg (Arboretum), Berlin, Germany",,
"Thomas-Mann-Str. hinter 2-12, Berlin, Germany",,
"Bürgerpark Pankow, Berlin, Germany",52.5696873,13.3955497
"Hanns-Eisler-Str. neben 6, Berlin, Germany",,
"Pölnitzweg ggü. 5 -11, Berlin, Germany",,
"Straße 64, Berlin, Germany",52.6042837,13.494224
"An der Panke, Berlin, Germany",52.6148678,13.4578385
"Amalienstr./ Albertinenstr., Berlin, Germany",,
"Kiebitzweg, Berlin, Germany",52.578227,13.4510465
"Else-Jahn-Str. 39, Berlin, Germany",52.5519701,13.473797
"Dolomitenstr. 9-39/ Esplanade, Berlin, Germany",,
"Paule-Park, Berlin, Germany",52.5708021,13.4024067
"Parkstr. 7-15/ Elfenallee, Berlin, Germany",,
"Falkenberger Str.5-26/Buschallee 93A-96A, Berlin, Germany",,
"Am Siedlungsring/ Kappgrabengrünzug, Berlin, Germany",,
"Karower Damm, Berlin, Germany",52.5957006,13.4636594
"Möllersfelde I, Berlin, Germany",52.6253613,13.4180575
"Syringenweg 19, Berlin, Germany",52.5328149,13.4584964
"Jean-Calas-Weg gegenüber Nr. 33, Berlin, Germany",,
"Märchenlandpark, Berlin, Germany",,
"Aue-Park, Berlin, Germany",52.4385245,13.3583237
"An der Laake 1, Berlin, Germany",52.6102602,13.4923293
"Hohenzollernkanal, Hinckeldeybrücke, Berlin, Germany",,
"Einsteinpark, Berlin, Germany",52.5402747,13.4455227
"Andreas-Hofer-Platz, Berlin, Germany",52.5585943,13.4081385
"Heinersdorfer Str. hinter 14-22, Berlin, Germany",,
"Auerstraße 8-20, Berlin, Germany",52.5188529,13.4437425
"Theodor-Wolff-Park, Berlin, Germany",52.5013576,13.39015
"Viktoriapark, Berlin, Germany",52.4874664,13.3808123
"Karl-Marx-Allee zw.103 u. 105, Berlin, Germany",,
"Alexandrinenstr./ Prinzenstr. am Landwehrkanal, Berlin, Germany",,
