name,category,cuisine,address,lat,lon,website,phone,opening_hours,takeaway,wheelchair
Vino e basilico,restaurant,italian,,52.525368,13.3932509,,,,,limited
Turtle Pizza,restaurant,pizza,"Kottbusser Damm 88, 10967 Berlin",52.4927656,13.422536,,+49 176 23861569,"Mo-Th 11:00-24:00, Fr 11:00-02:00, Su 13:00-24:00, Sa 12:00-24:00",yes,limited
Eis Café Cacao,cafe,ice_cream,"Straßmannstraße 33, 10249 Berlin",52.5229164,13.4520852,,,,,no
Macao,restaurant,,,52.538366,13.2072537,,,,,limited
BLO Kantine,bar,,"Kaskelstraße 55, 10317 Berlin",52.5047247,13.4834592,https://blo-ateliers.de,,"""nur bei Veranstaltungen""",,
Pizza Nostra,restaurant,pizza,"Lychener Straße 2, 10437 Berlin",52.5409786,13.4148336,,,Mo-Sa 12:00-00:00; Su 13:00-00:00,yes,no
A-Petit,restaurant,asian,"Wörther Straße 25, 10405 Berlin",52.5358279,13.4216991,,,Mo-Su 11:30-23:30,yes,no
Cafe Erna & Else,cafe,,,52.4119608,13.3669026,,,Tu-Sa 12:00-17:00,,
a modo tuo,cafe,,,52.5168054,13.2617468,,,,,
Ramazotti,restaurant,,,52.5273918,13.2124834,,,11:30-23:00,,limited
Piccola Perla,restaurant,italian,"Treitschkestraße 14, 12163 Berlin",52.464629,13.3204552,http://la-piccola-perla.de/,,Tu-Sa 15:00-23:00; Su 14:00-22:00; Mo off,,
Zuckerzauber,bar,,"Markgrafendamm 24c, 10245 Berlin",52.5022839,13.4663084,,,Nov-Apr off; May-Oct Fr-Su 18:00+,,limited
Cafeteria,cafe,,,52.5264835,13.3793031,,,"Mo-Fr 07:00-15:30; Sa,Su,PH 08:00-14:30",,yes
VEG'D,restaurant,burger,"Eberswalder Straße 22, 10437 Berlin",52.540967,13.4110925,https://vegd.eu/,,Mo 17:00-21:00; Tu-Su 12:00-21:00,,no
Antikriegscafé COOP,bar,,Rochstraße 3,52.5240121,13.4072985,,,Mo-Sa 18:00-03:00,,no
Bebua,bar,,,52.5001599,13.3218194,https://bebua.de/,,closed,,
Hofcafé Mutter Fourage,cafe,,"Chausseestraße 15a, 14109 Berlin",52.4166617,13.1461285,,,May-Sep 09:00-19:00; Oct-Apr 10:00-18:00,,limited
VERA,restaurant,,"Heynstraße 33, 13187 Berlin",52.5654106,13.4028222,,,,,
Viet Kitchen,restaurant,asian;vietnamese,,52.4799476,13.3521326,,,Mo-Sa 11:30-22:00; Su 12:00-22:00,,
Teras,restaurant,mediterranean;turkish,"Wilhelmstraße 45, 10117 Berlin",52.5117473,13.3835168,https://www.terasrestaurant.eatbu.com,,Mo-Su 09:00-04:00,,yes
Café de Enrico,cafe,,"Fritz-Reuter-Straße 13, 10827 Berlin",52.4808391,13.3498768,https://www.cafe-enrico.de/,,Mo-Sa 07:00-18:00; Su 09:00-18:00,,no
Damascus Aroma,restaurant,arab;syrian,"Dominicusstraße 50, 10827 Berlin",52.4803284,13.3512441,,,"Tu-Th 11:30-15:00,17:00-22:00; Fr 11:30-15:00,17:00-23:00; Sa 17:00-23:00; PH,Su 17:00-22:00; Mo off",,
Ristorante A'Marina,restaurant,italian,"Bergstraße 62, 12169 Berlin",52.4589943,13.3429065,https://www.amarina62.com/,,Mo-Su 16:00-22:00,,
Cafe Riedinger Eck,cafe,,"Bahnhofstraße , 12305 Berlin",52.3869008,13.4005464,,,"Mo-Fr 06:00-18:00; Sa 07:00-16:00; PH,Su 08:00-16:00",,limited
Taco Loco / Cantina Mexicana,restaurant,mexican,"Reinhardtstraße 37, 10117 Berlin",52.5224959,13.3801576,,,Mo-Th 12:00-22:00; Fr-Sa 12:00-00:00,,
beets&roots,restaurant,bowl,"Dorotheenstraße 83, 10117 Berlin",52.5183392,13.3843493,https://www.beetsandroots.de/,,Mo-Fr 11:00-20:00; Sa-Su 12:00-20:00,,
Mix & Match,cafe,,,52.5086568,13.3938575,,,,,yes
Vapiano,restaurant,italian,"Friedrichstraße 50, 10117 Berlin",52.5087471,13.3904174,https://www.vapiano.de/de/standorte/berlin-checkpoint-charlie,,Mo-Su 11:00-00:00,,yes
19grams Alex,cafe,coffee_shop,"Rochstraße 14, 10178 Berlin",52.5227551,13.4074446,https://19grams.coffee/pages/19grams-alex-cafe-und-roesterei,,Mo-Fr 09:00-17:00; Sa-Su 09:00-18:00,,yes
Korn & Karamell,cafe,,,52.4892197,13.3484217,,,"Mo-Fr 07:00-17:00; Sa,Su 08:00-14:00",,
mokai,bar,,,52.5064733,13.2989681,,,,,
Bottega No. 6,restaurant,italian,"Richardstraße 6, 12043 Berlin",52.478184,13.4388027,,,Mo-Fr 11:00-23:00;Sa-Su 17:00-23:00,,
"Ich, du passt",cafe,,,52.5072917,13.299243,,,Mo-Fr 09:00-17:00; Sa 09:30-16:00,,
Café Society,cafe,,,52.5070895,13.2993165,,,,,
Indian Village,restaurant,indian,"Dircksenstraße 94, 10178 Berlin",52.5181787,13.4153916,,,Mo-Su 11:00-23:00,,
Solo Pizza,restaurant,italian;pizza,"Wilhelmstraße 147, 13595 Berlin",52.5243489,13.193296,,,Mo-Th 16:00-23:00; Fr-Sa 14:00-23:00; Su 13:00-21:00,,
Mr. Susan,bar,,"Krausnickstraße 1, 10115 Berlin",52.5244238,13.3956778,,,Tu-Sa 18:00-02:00,,no
Vivantes Bistro,cafe,international,Rubensstraße,52.4633298,13.345199,https://www.vivantes.de/auguste-viktoria-klinikum/service-qualitaet/gastronomie/,,"Mo-Fr 07:00-18:00; Sa, Su 11:00-16:00",,yes
Café µ,cafe,,Libauer Straße 2,52.5097682,13.4545025,,,"Mo-Fr 08:00-18:00; Sa,Su 10:00-19:00",,no
Cafe Happy,bar,,,52.4679437,13.4417844,,,,,yes
Tisk,restaurant,,"Neckarstraße 12, 12053 Berlin",52.480151,13.432332,,,"Tu-Sa 12:00-16:00,19:00-00:00; Dec23-26,Jan1 off",,yes
Cuccis,cafe,coffee_shop,,52.5219579,13.4147971,,,,only,
N/A,cafe,,,52.4726998,13.1448855,,,,,yes
Falafel in Berlin,restaurant,,Krossener Straße 11a,52.5107397,13.4579088,,,"Sa,Su 12:00-22:00; Tu-Fr 12:00-16:00,18:00-22:00",,yes
Shiso Burger,restaurant,burger;vietnamese,"Kantstraße 51, 10625 Berlin",52.5066907,13.3095242,https://www.shisoburger.com/,,Mo-Sa 12:00-23:00; Su 12:00-22:30,,yes
Kyōto,restaurant,sushi;asian,,52.5129179,13.58885,https://www.kyoto-kaulsdorf.de/,+49 30 62933237,"Mo-Fr,Su 12:00-21:00, Sa 13:00-21:00",,yes
Comebuy,bar,bubble_tea,Friedrichstraße 150,52.5184467,13.3883733,,,11:00-20:00,,
Simon's Coffee,cafe,coffee_shop;ice_cream,"Simon-Dach-Straße 9, 10245 Berlin",52.5110185,13.4565123,,,Mo-Su 09:00-18:00,,no
Top Tep,restaurant,vietnamese,"Kollwitzstraße 48, 10405 Berlin",52.5344039,13.4162595,,,,,yes
Markt Pur,cafe,,"Westfälische Straße 27, 10709 Berlin",52.4954924,13.2986938,,,Tu-Fr 09:30-16:00,,limited
VND – Viet Next Door,restaurant,vietnamese,"Schillerstraße 73, 10627 Berlin",52.5097631,13.3041565,,,"Tu-Sa 12:00-22:00; Su,Mo off",,limited
Patogh,cafe,,"Kantstraße 70, 10627 Berlin",52.506944,13.3011382,,,Mo 13:00-18:00; Tu-Sa 09:00-18:00; Su 10:00-17:00,,
Schiller Backstube,cafe,,,52.5105855,13.3755287,,,Mo-Fr 07:30-18:00; Sa 08:30-17:00,,yes
Glasweise Weinbar,bar,,"Taubenstraße 20, 10117 Berlin",52.513162,13.3945066,https://www.glasweiseweinbar.de,+49 30 34391552,Mo off; Tu-Fr 18:00-01:00; Sa 16:00-01:00; Su off,,
Bravo Mario 17,restaurant,pizza;sandwich,"Wartburgstraße 17, 10825 Berlin",52.4868287,13.3432242,https://bravomario17.com/,+49 30 64087247,"Mo-We 11:00-15:30; Th,Fr 11:00-19:30",,no
Cocina,cafe,,,52.5094322,13.4230961,,,,,
Kosova Bar,bar,,,52.5090294,13.502728,,,,,limited
Pizza Piazza,restaurant,pizza;italian,"Bülowstraße 1, 14163 Berlin",52.4372039,13.2333609,,+49 30 80585088,Mo-Su 11:00-22:00,,
Viet Bowl,restaurant,vietnamese,"Böhmische Straße 13, 12055 Berlin",52.4736208,13.4496283,,,11:30-23:00,,
Naardoun,restaurant,persian,Windscheidstraße 27,52.5064376,13.299551,https://www.naardoun.de/,030/91574548,"Mo-Fr 12:00-15:00, 18:00-22:00; Sa 18:00-22:00",,
Schankhalle Pfefferberg,restaurant,german,"Schönhauser Allee 176, 10119 Berlin",52.5315861,13.4115915,,,Tu-Sa 16:00-23:00,,yes
Cafe Prince / King's Bar,bar,,,52.5528953,13.3824815,,,,,
Baraka,bar,,,52.5546426,13.3836801,,,,,
Yöre Gözleme & MantiEvi,restaurant,,,52.553267,13.3827445,,+49 30 49910310,Mo-Su 09:00-21:00,yes,no
Café Emil,cafe,,"Prinzenallee 84, 13357",52.5535393,13.3822298,https://hempel-physioergo.de/cafe-emil/,+4930497694210,Mo-Th 08:00-19:00; Fr 08:00-16:00,,
la fiamma Restaurant & Frühstückshaus,restaurant,,,52.5554882,13.3836297,,,,,
Goji,restaurant,chinese,"Motzstraße 58, 10777 Berlin",52.4952654,13.3399405,http://goji-berlin.de/,+49 30 586 007 66,Tu-Su 12:30-22:30,yes,
La Cantine d'Augusta,restaurant,,,52.4891063,13.3621926,,,Mo-Th 15:00-24:00; Fr-Sa 10:00-24:00; Su 10:00-22:00,,no
Simsim,restaurant,lebanese,"Husemannstraße 1, 10435 Berlin",52.5368606,13.4170755,,,Tu-Su 17:00-22:00,,limited
Bar 131,bar,,,52.5273167,13.3864832,,,,,no
Bubbles - Lounge,bar,,"Roedernallee 167, 13407",52.5813027,13.3447214,,,,,
Smoofee's,cafe,coffee_shop;smoothie,"Rheinstraße 42, 12161 Berlin",52.4655648,13.3294024,,+49 30 29673667,Mo-Sa 10:00-18:00,,
Sushi Panda,restaurant,sushi,"Leipziger Straße 128, 10117 Berlin",52.5100022,13.3823248,,,"Mo-Su,PH 11:00-22:00",,
Schlemmer-Stübchen,restaurant,german,,52.5354345,13.453941,https://kantine-schlemmerstuebchen.de/,,Mo-Fr 08:00-14:00,yes,
Bowl Kitchen,restaurant,asian;vietnamese,"Storkower Straße 139B, 10407 Berlin",52.5331751,13.4559643,https://bowl-kitchen-berlin.de/,+49 162 7898686,Mo-Fr 09:30-15:00,yes,
D'Angelo,restaurant,italian,Kolonnenstraße 5,52.4863316,13.3592489,,,"Tu-Fr 11:00-20:00; Sa 09:30-17:00; Su,Mo off",,limited
Ristorante Nabil,restaurant,,Blücherstraße 31,52.4916492,13.4031072,,,,,limited
The Suite,bar,,Gneisenaustraße 57,52.4898283,13.4045527,,,,,
Poesia,restaurant,italian,,52.4192421,13.3428697,http://ristorante-poesia.de,+493023949283,Mo-Fr 16:00-23:00; Sa-Su 12:00-23:00,,limited
Maultaschen Manufaktur,restaurant,german,"Yorckstraße 45, 10965 Berlin",52.4936662,13.3674668,https://www.maultaschen-manufaktur.de/,+49 30 76724666,Mo-Fr 17:00-23:00,,no
Cafe Frida,cafe,coffee_shop;lunch,Schlesische Straße 28,52.4985369,13.4470896,,,,,no
Coffee Beanery,cafe,,,38.336908,-75.2093085,,,,,
Wieviel Zeit,bar,,,52.5240075,13.3819109,,,,,yes
"Nachbarschaftshaus ""Vielfalt""",cafe,,,52.482169,13.4222106,,,,,
Pico Teo,restaurant,spanish,"Suarezstraße 61,  Berlin",52.509756,13.2970375,,,Tu-Su 16:00-23:00; Mo off,,
Hildegard Bar,bar,,"Marburger Straße 3, 10789 Berlin",52.5030662,13.3368675,,,Tu-Sa 18:00-02:00,,yes
Coffee & Bagel House,cafe,coffee_shop,"Belziger Straße 21, 10823 Berlin",52.4871724,13.3541868,,,,,no
Donath & Roch,restaurant,italian;international,"Motzstraße 54, 10777 Berlin",52.4962731,13.3430352,,,Mo-Sa 18:00+,,
Café Sterntal Galerie,cafe,,"Rheinstraße 10, 12159 Berlin",52.4702863,13.3336429,https://sterntal-rheinstrasse.de/ueber-uns,+49 30 85109998,Mo-Fr 09:00-19:00; Sa 10:00-18:00,,yes
Rodi Bar,bar,,"Konrad-Wolf-Straße 63, 13055 Berlin",52.5365649,13.4758049,,,"Su-Th 10:00-23:00, Fr,Sa 12:00-03:00",,limited
Shoeshine,cafe,sandwich;cake;coffee_shop,,52.4948248,13.4334242,,,Mo–Fr 09:00–18:00; Sa 10:00–16:00,,
The Barn,cafe,coffee_shop,"Friedelstraße 27, 12047 Berlin",52.4923996,13.4282383,https://thebarn.de/,,"Mo-Fr 10:00-18:00; Sa, Su, PH 11:00-18:00",yes,no
breakout Café,cafe,,,52.4889422,13.3937519,https://breakout.berlin/cafe/,,Mo-Su 10:00-18:00,,limited
Little Ethiopia,restaurant,ethiopian,"Gneisenaustraße 63, 10961",52.4900957,13.4031572,,+49 178 5000918,"Mo-Th 12:00-18:00; Fr,Sa 12:00-22:00; Su off",,limited
What A Treat,cafe,breakfast,"Gneisenaustraße 94, 10961 Berlin",52.4920197,13.3937239,,,Mo-Su 08:30-18:00+,,no
Café Schön,cafe,,"Zossener Straße 20, 10961",52.490499,13.3939175,http://www.cafe-schoen.berlin/,,,,no
Evin - Pizza & Pasta,restaurant,pizza,"Kurfürstenstraße 101-104, 10787 Berlin",52.5047409,13.3417306,,,"Mo-Fr 11:00-23:00; Sa,Su 12:00-23:00",,yes
Nanum,restaurant,korean,"Lindenstraße 90, 10969 Berlin",52.5025659,13.3940139,,,"We,Th 12:00-14:30, Th-Sa 18:00-23:00",,no
Rodi Bier Bar,bar,,"Hohenschönhauser Straße 72, 10369 Berlin",52.5351527,13.468831,,,24/7,,
Honiggelb Berlin,restaurant,international;salad;sandwich,"Turmstraße 10, 10559 Berlin",52.5265285,13.3513693,,,"Tu-Th 10:00-17:00; Fr,Sa 10:00-18:00",yes,no
Stilbruch Kaffee,cafe,,,52.5082687,13.4534439,,,"Mo-Fr 08:00-18:00; Sa,Su 10:00-18:00",yes,no
Zola,restaurant,pizza,"Nalepastraße 18, 12459 Berlin",52.4793599,13.499063,,,Mo-Su 12:00-21:00,,no
Lampang House,restaurant,thai,"Pestalozzistraße 45, 10627",52.5080852,13.3011528,https://lampang-house-berlin.de/,+49 30 85607429,Mo-Sa 11:00-20:00,yes,yes
Brettspielplatz,cafe,bistro,"Waldstraße 50, 10551 Berlin",52.5292095,13.3307394,https://brettspielplatz.berlin,+49 30 55522236,Mo-Su 16:00-24:00; We off,,
Aanjal,restaurant,indian,"Oranienburger Straße 92, 13437 Berlin",52.5966834,13.3330039,https://www.aanjal.com/,+49 30 41706572,Mo-Su 11:30-23:00,,
Exclusive Coffee,cafe,,"Gontardstraße 10, 10178 Berlin",52.5209651,13.4111708,,,,,yes
Backery & Coffee,cafe,coffee_shop,"Kommandantenstraße 31-32, 10969 Berlin",52.5059889,13.4060963,,,,,
Dopamine Bench,restaurant,,,52.4986586,13.4612732,,,,,
Olivo Berlin,restaurant,mediterranean,"Wagner-Régeny-Straße 12, 12489 Berlin",52.4361971,13.5356309,https://www.olivo.berlin/,,Mo-Fr 11:00-15:00,,yes
Ruine Bar,bar,,,52.4687045,13.43175,,,"PH,Tu-Sa 18:00+",,no
Atlas,bar,,,52.4939822,13.4182949,,,,,limited
Butterbrot,cafe,breakfast,"Oranienstraße 168, 10999 Berlin",52.5016774,13.4174293,,,Mo 07:00-20:00; Tu-Th 07:00-22:00; Fr-Sa 07:00-00:00; Su 07:00-19:00,,
Coffee Station,cafe,,"Konrad-Wolf-Straße 87, 13055 Berlin",52.5398635,13.4847981,,,"Mo-Fr 07:00-17:00; Sa,Su 08:00-17:00",yes,yes
Pikasso Café,cafe,,"Treptower Straße 97, 12043 Berlin",52.4775855,13.447222,,,,,
Mori Mori,restaurant,japanese;ramen,"Oranienstraße 201, 10999 Berlin",52.4998224,13.4242374,,+493035055227,Mo-Su 12:00-22:00,,no
Lenôtre Paris,cafe,cake;french,,52.5019983,13.341323,,,Mo-Th 10:00-20:00; Fr 10:00-21:00; Sa 09:30-20:00,,
Toast Brothers,cafe,sandwich;coffee_shop,"Kantstraße 109, 10627 Berlin",52.5065807,13.3055023,,,Mo-Sa 08:00-18:00; Su 09:00-18:00,,limited
Wraps Wraps,restaurant,,"Pappelallee 9, 10437 Berlin",52.5423416,13.4139987,,,,,no
ERGO Gourmet,restaurant,,,52.5067326,13.3790788,,,,,
Utopie Café,cafe,breakfast;coffee_shop;italian,"Jonasstraße 23, 12053",52.4714836,13.4334646,,+49 30 62207543,"Mo, We-Fr 09:00-17:00; Sa-Su 10:00-18:00",,no
Shiori,restaurant,japanese,"Max-Beer-Straße 13, 10119",52.5255024,13.4081148,https://shioriberlin.com/,,Mo-Sa 19:30-22:30,,no
Boutique Patisserie,cafe,,"Clausewitzstraße 9, 10629 Berlin",52.5016953,13.3097864,,,,,
Cafe Berlin,cafe,,Schierker Straße 25,52.4701027,13.4311295,,,,,no
Café Schatztruhe,cafe,,"Weststraße 8, 13405 Berlin",52.5644173,13.3168621,,,,,
Relax Mimmo Can,bar,,Reinickendorfer Straße 112,52.5435155,13.369402,,,,,no
Han BBQ,restaurant,barbecue,,52.5063394,13.3099886,,,,,
Zen,restaurant,asian,,52.5060759,13.4456414,,,"Mo-Su,PH 12:00-23:00",,
Comebuy,cafe,tea,,52.5060106,13.4455995,,,Mo-Sa 11:00-20:00,,yes
Gärtnerei,restaurant,,"Torstraße 179, 10115 Berlin",52.5287499,13.3940772,https://www.gaertnerei-berlin.com/,+49 30 24631450,Mo-Sa 18:00+,,limited
Café Evim,cafe,,Richardstraße 109,52.4783816,13.4390834,,,"Mo-Fr 09:00-17:00; Sa 09:00-16:00; PH,Su 10:00-16:00",,no
Bierladen,bar,,Kreuzbergstraße 78,52.4896926,13.3855384,https://bierladen-berlin.de/,+493026573500,"Su-Th 17:00-23:00, Fr,Sa 15:00-24:00, Mo-Su 15:00-23:00",,yes
Kantine N°1,cafe,,"Seestraße 65, 13347 Berlin",52.5540484,13.3597495,,,Mo-Fr 09:00-16:30,,yes
Taz Kantine,restaurant,,"Friedrichstraße 21, 10969 Berlin",52.5033533,13.3912473,,,Mo-Fr 08:00-19:00,,yes
Langhans-Grill,restaurant,kebab,"Langhansstraße 30, 13086 Berlin",52.5512676,13.4425783,https://langhans-grillhaus.eatbu.com,+49 17641254757,Mo-Su 09:00-02:00,yes,yes
El Zarape,restaurant,mexican,"Gerichtstraße 60, 13347 Berlin",52.5442461,13.3712752,,,"Su-Th 11:30-24:00, Fr,Sa 11:30-01:00",,limited
Cafe Martha,cafe,coffee_shop,,52.5085731,13.4340325,,,"Mo-Su 05:30-12:00,15:00-17:00",,yes
Iimori Ramen,restaurant,ramen,"Mulackstraße 29, 10119 Berlin",52.5273307,13.4057043,,+49 30 33905188,Mo-Th 12:00-22:00; Fr-Sa 13:00-22:00,,no
Niziplioglu Baklavari,restaurant,,"Schwedenstraße 3b, 13357 Berlin",52.5553114,13.3758074,,,,,
Ristorante Sale e Tabacchi,restaurant,italian,"Rudi-Dutschke-Straße 25, 10969 Berlin",52.5066487,13.3913866,https://sale-e-tabacchi.de//,+49 30 252 11 55,Mo-Fr 11:30-15:00,,limited
Cafe Lounge,cafe,,"Irenenstraße 25, 10317 Berlin",52.5097019,13.4984766,,,,,no
Cafete,cafe,bistro,"Takustraße 9, 14195 Berlin",52.4558493,13.296996,,+49 30 83875207,"Mo-Fr 09:00-16:00 ""unknown""; Mo-Fr 09:45-10:15, 11:45-12:15, 13:45-14:15; PH off",,yes
India Club Restaurant,restaurant,indian,"Behrenstraße 72, 10117 Berlin",52.514962,13.3796575,https://www.india-club-berlin.com/,+49 30 20628610,Mo-Su 18:00-23:30,,yes
Grillhaus Buhara,restaurant,kebab,,52.5495,13.1562069,,,,,
Kazoku Berlin,restaurant,vietnamese;sushi,"Wegenerstraße 6, 10713 Berlin",52.489401,13.3170064,,,"Mo-Fr 11:00-22:00; Sa,Su,PH 12:00-22:00",,
Gretel,cafe,,,52.4916758,13.3830818,,03045959299,Tu-Su 10:00-18:00,,
"Sportsbar, Bet 3000",bar,,"Hansastraße 249, 13051 Berlin",52.5613525,13.4992297,,,,,
Bey Simit Haus,restaurant,turkish,"Bismarckstraße 66, 10627 Berlin",52.5112671,13.2983991,,,"Tu-Fr 08:00-16:00; Sa,Su 08:00-16:00",,yes
Madloba,restaurant,georgian,"Lietzenburger Straße 15, 10789 Berlin",52.4997424,13.3418672,,,"Mo-Th 15:00-23:00, Fr 15:00-00:00, Sa 14:00-00:00, Su 14:00-23:00",,yes
Sausalitos,restaurant,mexican,"Mildred-Harnack-Straße 11, 10243 Berlin",52.5056092,13.4425374,,,,,yes
Pizza e pasta,restaurant,italian;pizza,,52.5053494,13.442324,,,,,yes
L'Osteria,restaurant,italian,"Mildred-Harnack-Straße 11, 10243 Berlin",52.5052588,13.4422143,,,"Mo-Th 12:00-22:00; Fr,Sa 12:00-23:00; Su,PH 12:00-22:00",,yes
Shibuya,restaurant,,,52.5049453,13.4419382,,,Mo-Su 12:00-02:00,,yes
Gallery Rooftop Bar,restaurant,,"Mühlenstraße 19, 10243 Berlin",52.504819,13.4418325,https://www.gallery-rooftopbar.berlin,+49 30 2977206 908,,,yes
ALEX,restaurant,breakfast;burger;international;steak_house,"Hedwig-Wachenheim-Straße 14, 10243 Berlin",52.5046845,13.4426285,,,"Mo-Th 08:00-24:00, Su,PH 09:00-24:00, Fr,Sa 08:00-01:00",,yes
Hans im Glück,restaurant,burger,"Hedwig-Wachenheim-Straße 12, 10243 Berlin",52.5050276,13.4430896,https://hansimglueck-burgergrill.de/burger-restaurant/berlin-mercedes-platz/,+4930403635700,Su-Th 12:00-22:00; Fr-Sa 12:00-23:00,,yes
Tony Roma's,restaurant,barbecue,,52.5051337,13.4431836,,,"Su-Th 12:00-22:00+; Fr,Sa 12:00-23:00+",,yes
Fanous,restaurant,persian,"Düppelstraße 38, 12163 Berlin",52.4573164,13.3234232,,+49 30 26577200,We-Mo 11:00-23:00,,no
Mensa Charité Zahnklinik,cafe,,"Aßmannshauser Straße 2-6, 14197 Berlin",52.4770012,13.3121425,https://www.stw.berlin/mensen/mensa-charite-zahnklinik.html,,Mo-Fr 08:15-15:15; PH off,,
Mara Lou,cafe,,"Richardplatz 2A, 12055 Berlin",52.4746496,13.4465408,,,Tu-Sa 11:00-18:00,,yes
Lobby 030,bar,,"Richardstraße 76, 12043 Berlin",52.4747593,13.4448611,,,We-Su 18:00+,,
N/A,restaurant,,"Rosenthaler Straße 63-64, 10119 Berlin",52.5278511,13.4029746,,,,,
vegup,restaurant,asian,"Möckernstraße 48, 10963 Berlin",52.493169,13.3793154,,,"Mo-Fr,Su 12:00-22:00; Sa 17:00-22:00",yes,yes
Mensa ASH,restaurant,,"Alice-Salomon-Platz , 12627 Berlin",52.5371193,13.6056788,https://www.stw.berlin/mensen/einrichtungen/mensa-alice-salomon-hs-hellersdorf.html,+49 30 939397721,"Mo-Th 08:00-16:00, Fr 08:00-15:00; PH off",,yes
Le Bretagne - Café Épicerie,cafe,,,52.4892186,13.3945263,http://lebretagne.de/,,,,yes
Café del Mercato,cafe,,,52.4892319,13.3943588,,,,,yes
Gizmo‘s Sweet Coffee,cafe,,,52.4893932,13.3947939,,,,,yes
Bagel & Friends,cafe,,"Wühlischstraße 58, 10245 Berlin",52.5069399,13.4680621,,,"Mo-Th 08:00-16:00; Fr 08:00-15:00; Sa,Su 10:00-14:00",,yes
Ryu,restaurant,asian,"Krossener Straße 17, 10245 Berlin",52.5105711,13.4576726,,,"Tu-Th,Su 12:00-23:00; Fr,Sa 12:00-23:30",,limited
Coffea,cafe,coffee_shop,"Lückstraße 56, 10317 Berlin",52.5014426,13.4911172,,,Tu-Fr 09:00-17:00; Sa-Su 10:00-17:00,,no
Zehlinder,restaurant,,"Teltower Damm 266, 14167 Berlin",52.4106695,13.2667001,,,"PH,Sa,Su 13:00-22:00; Mo-Fr 12:00-18:00+",,
Frannz Ausschank-Salon-Club,restaurant,,"Schönhauser Allee 36, 10435 Berlin",52.5383679,13.4128958,,,"Mo-Sa 16:00+; Su, PH 12:00+",,yes
Berfin Grill,restaurant,,Prenzlauer Allee 172,52.5470788,13.4279409,,,,,limited
Cafe Johann,cafe,,,52.5052531,13.4952684,,,Mo-Fr 14:00-18:00,,yes
Weilands,restaurant,arab,"Eichhornstraße 3, 10785 Berlin",52.5062118,13.3726574,https://www.weilands-wellfood.de/,,"Mo 11:30-15:00; Tu-Fr 11:30-22:00; Sa 17:00-22:00; Su,PH off",yes,yes
Schöne & das Biest,restaurant,dessert,"Mainzer Straße 20, 10247 Berlin",52.5134907,13.4626231,,,,,no
Merz Bistro,restaurant,international;mediterranean,"Wilhelmine-Gemberg-Weg 6, 10179 Berlin",52.5094992,13.4252454,,+49 30 28099556,Mo-Fr 10:00-16:00; Sa-Su closed; PH closed,yes,yes
Black & White,bar,,"Soldiner Straße 69, 13359 Berlin",52.5598913,13.3812912,,,,,
Miami,bar,,,52.5563441,13.3728863,,,,,limited
Yada Yada,cafe,,,52.5117232,13.4135327,,,Mo-Su 07:00-17:00,,
Lang Van,restaurant,vietnamese,"Möllendorffstraße 48, 10367 Berlin",52.5242388,13.4806906,,+49 1525 726 1298,Mo-Su 11:00-23:00,,limited
Bar Brass,restaurant,french;regional,"Am Spreebord 9, 10589 Berlin",52.5211858,13.3067777,https://www.barbrass.de,,Mo-Su 10:00-23:00,,yes
Femo-Cafe,bar,,,52.5712437,13.3796086,,,,,no
Ganzo bei Bruno,restaurant,,"Friedrich-Wilhelm-Straße 67, 12103 Berlin",52.4586007,13.3781074,,,Mo-Sa 18:00+,,yes
Schmaus & Plausch,cafe,crepes;waffles;ice_cream,"Friedrich-Wilhelm-Straße 67, 12103 Berlin",52.4585819,13.3783212,https://schmaus-und-plausch.de/,+49 30 22368495,We-Fr 15:00-19:00,,yes
Papa Thai,restaurant,thai,"Kaiserdamm 89, 14057 Berlin",52.5097113,13.2814631,https://www.quandoo.de/en/place/dinos-fusion-grill-86350?aid=63,,,,yes
AllerMunde,cafe,bistro,,52.4813124,13.5244692,,+49 176 206 77 923,Mo-Fr 11:30-14:00,,yes
Barred,bar,,"Mariannenstraße 29, 10999 Berlin",52.4969291,13.4206723,,,19:00-01:00,,
Co.me.in,cafe,,10318,52.4805799,13.525515,https://www.comeincafe.de/,,"""The sign is inaccurate. Opening hours are very erratic""",,yes
Bella Pizza,restaurant,pizza,,41.63414,-72.7880792,,,,,
La dolce vita,restaurant,italian,,52.428723,13.330226,,,,,
KreuzBurger,restaurant,burger,"Ebertystraße 4, 10249 Berlin",52.5265355,13.4510535,,,Mo-Su 11:30-23:00,yes,no
Tirelli‘s,cafe,italian,,52.4896379,13.377794,https://www.tirellis-berlin.com/,+4917621399467,"Mo-Th 12:00-15:00, 18:00-22:00; Sa 18:00-22:00",,yes
Patakha,restaurant,indian,"Urbanstraße 31, 10967 Berlin",52.4914931,13.4136359,,,"Tu-Fr 17:00-22:00; Sa,Su 12:00-22:00",,
Cafe Efsane,cafe,,,52.4861034,13.3617521,,,Mo-Fr 09:00-17:30; Sa 10:00-16:30,,yes
Daddy,cafe,,,52.4856881,13.3627814,,,"Mo-Fr 09:00-19:00; Sa,Su 10:00-18:00",,
Unka Köfteburger,restaurant,kebab,Wrangelstraße 57,52.4980313,13.4429779,,,,,yes
Galander Haifischbar,bar,,"Arndtstraße 25, 10965 Berlin",52.4886008,13.389902,,,Tu-Su 18:00-02:00,,no
