area_id,locality,neighborhood,year,crime_type_german,crime_type_english,category,total_number_cases,frequency_100k,population_base,severity_weight
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,141.0,976.0,,3.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,31.0,215.0,,1.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,77.0,533.0,,3.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,23.0,159.0,,2.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,13.0,90.0,,1.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Kieztaten,Neighborhood Crimes,Public Order,291.0,2014.0,,2.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,139.0,962.0,,1.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Wohnraum- einbruch,Residential Burglary,Property Crime,14.0,97.0,,3.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Raub,Robbery,Violent Crime,9.0,62.0,,4.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,35.0,242.0,,4.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,6.0,42.0,,4.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Diebstahl -insgesamt-,Theft Total,Property Crime,405.0,2803.0,,2.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,89.0,616.0,,2.5
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Straftaten -insgesamt-,Total Crimes,Overall,1105.0,7648.0,,1.0
76013.0,Marienfelde Süd,Tempelhof-Schöneberg,2023,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,34.0,235.0,,3.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Brand- stiftung,Arson,Property Crime,3.0,14.0,,4.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Branddelikte -insgesamt-,Arson Total,Property Crime,6.0,28.0,,4.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,142.0,665.0,,3.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,23.0,108.0,,1.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,66.0,309.0,,3.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,21.0,98.0,,2.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,1.0,5.0,,1.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Kieztaten,Neighborhood Crimes,Public Order,282.0,1321.0,,2.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,80.0,375.0,,1.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Wohnraum- einbruch,Residential Burglary,Property Crime,63.0,295.0,,3.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Raub,Robbery,Violent Crime,3.0,14.0,,4.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,29.0,136.0,,4.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,2.0,9.0,,4.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Diebstahl -insgesamt-,Theft Total,Property Crime,376.0,1761.0,,2.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,100.0,468.0,,2.5
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Straftaten -insgesamt-,Total Crimes,Overall,974.0,4563.0,,1.0
76014.0,Lichtenrade Nord,Tempelhof-Schöneberg,2023,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,43.0,201.0,,3.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Brand- stiftung,Arson,Property Crime,6.0,19.0,,4.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Branddelikte -insgesamt-,Arson Total,Property Crime,18.0,58.0,,4.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,247.0,795.0,,3.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,91.0,293.0,,1.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,121.0,389.0,,3.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,22.0,71.0,,2.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,30.0,97.0,,1.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Kieztaten,Neighborhood Crimes,Public Order,533.0,1715.0,,2.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,199.0,640.0,,1.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Wohnraum- einbruch,Residential Burglary,Property Crime,52.0,167.0,,3.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Raub,Robbery,Violent Crime,20.0,64.0,,4.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,52.0,167.0,,4.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,13.0,42.0,,4.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Diebstahl -insgesamt-,Theft Total,Property Crime,657.0,2114.0,,2.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,94.0,303.0,,2.5
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Straftaten -insgesamt-,Total Crimes,Overall,1793.0,5770.0,,1.0
76015.0,Lichtenrade Süd,Tempelhof-Schöneberg,2023,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,66.0,212.0,,3.0
80000.0,Neukölln,Neukölln,2023,Brand- stiftung,Arson,Property Crime,145.0,44.0,,4.5
80000.0,Neukölln,Neukölln,2023,Branddelikte -insgesamt-,Arson Total,Property Crime,408.0,124.0,,4.0
80000.0,Neukölln,Neukölln,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,4577.0,1393.0,,3.5
80000.0,Neukölln,Neukölln,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,2148.0,654.0,,1.5
80000.0,Neukölln,Neukölln,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,1869.0,569.0,,3.0
80000.0,Neukölln,Neukölln,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,1869.0,569.0,,2.5
80000.0,Neukölln,Neukölln,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,379.0,115.0,,1.0
80000.0,Neukölln,Neukölln,2023,Kieztaten,Neighborhood Crimes,Public Order,10253.0,3121.0,,2.0
80000.0,Neukölln,Neukölln,2023,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,4165.0,1268.0,,1.5
80000.0,Neukölln,Neukölln,2023,Wohnraum- einbruch,Residential Burglary,Property Crime,722.0,220.0,,3.5
80000.0,Neukölln,Neukölln,2023,Raub,Robbery,Violent Crime,508.0,155.0,,4.0
80000.0,Neukölln,Neukölln,2023,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,1388.0,423.0,,4.5
80000.0,Neukölln,Neukölln,2023,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,294.0,90.0,,4.5
80000.0,Neukölln,Neukölln,2023,Diebstahl -insgesamt-,Theft Total,Property Crime,21267.0,6474.0,,2.0
80000.0,Neukölln,Neukölln,2023,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,5056.0,1539.0,,2.5
80000.0,Neukölln,Neukölln,2023,Straftaten -insgesamt-,Total Crimes,Overall,45313.0,13794.0,,1.0
80000.0,Neukölln,Neukölln,2023,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,653.0,199.0,,3.0
81001.0,Schillerpromenade,Neukölln,2023,Brand- stiftung,Arson,Property Crime,7.0,21.0,,4.5
81001.0,Schillerpromenade,Neukölln,2023,Branddelikte -insgesamt-,Arson Total,Property Crime,38.0,114.0,,4.0
81001.0,Schillerpromenade,Neukölln,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,428.0,1289.0,,3.5
81001.0,Schillerpromenade,Neukölln,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,342.0,1030.0,,1.5
81001.0,Schillerpromenade,Neukölln,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,124.0,374.0,,3.0
81001.0,Schillerpromenade,Neukölln,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,299.0,901.0,,2.5
81001.0,Schillerpromenade,Neukölln,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,29.0,87.0,,1.0
81001.0,Schillerpromenade,Neukölln,2023,Kieztaten,Neighborhood Crimes,Public Order,1015.0,3058.0,,2.0
81001.0,Schillerpromenade,Neukölln,2023,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,457.0,1377.0,,1.5
81001.0,Schillerpromenade,Neukölln,2023,Wohnraum- einbruch,Residential Burglary,Property Crime,56.0,169.0,,3.5
81001.0,Schillerpromenade,Neukölln,2023,Raub,Robbery,Violent Crime,68.0,205.0,,4.0
81001.0,Schillerpromenade,Neukölln,2023,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,155.0,467.0,,4.5
81001.0,Schillerpromenade,Neukölln,2023,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,39.0,117.0,,4.5
81001.0,Schillerpromenade,Neukölln,2023,Diebstahl -insgesamt-,Theft Total,Property Crime,2310.0,6959.0,,2.0
81001.0,Schillerpromenade,Neukölln,2023,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,528.0,1591.0,,2.5
81001.0,Schillerpromenade,Neukölln,2023,Straftaten -insgesamt-,Total Crimes,Overall,4650.0,14009.0,,1.0
81001.0,Schillerpromenade,Neukölln,2023,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,21.0,63.0,,3.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Brand- stiftung,Arson,Property Crime,15.0,40.0,,4.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Branddelikte -insgesamt-,Arson Total,Property Crime,49.0,130.0,,4.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,827.0,2189.0,,3.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,439.0,1162.0,,1.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,239.0,633.0,,3.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,493.0,1305.0,,2.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,61.0,161.0,,1.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Kieztaten,Neighborhood Crimes,Public Order,1753.0,4641.0,,2.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,651.0,1723.0,,1.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Wohnraum- einbruch,Residential Burglary,Property Crime,79.0,209.0,,3.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Raub,Robbery,Violent Crime,80.0,212.0,,4.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,263.0,696.0,,4.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,44.0,116.0,,4.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Diebstahl -insgesamt-,Theft Total,Property Crime,5133.0,13589.0,,2.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,988.0,2616.0,,2.5
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Straftaten -insgesamt-,Total Crimes,Overall,9380.0,24833.0,,1.0
81002.0,Neuköllner Mitte/Zentrum,Neukölln,2023,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,38.0,101.0,,3.0
81003.0,Reuterstraße,Neukölln,2023,Brand- stiftung,Arson,Property Crime,13.0,34.0,,4.5
81003.0,Reuterstraße,Neukölln,2023,Branddelikte -insgesamt-,Arson Total,Property Crime,44.0,114.0,,4.0
81003.0,Reuterstraße,Neukölln,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,658.0,1705.0,,3.5
81003.0,Reuterstraße,Neukölln,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,411.0,1065.0,,1.5
81003.0,Reuterstraße,Neukölln,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,223.0,578.0,,3.0
81003.0,Reuterstraße,Neukölln,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,351.0,909.0,,2.5
81003.0,Reuterstraße,Neukölln,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,101.0,262.0,,1.0
81003.0,Reuterstraße,Neukölln,2023,Kieztaten,Neighborhood Crimes,Public Order,1432.0,3710.0,,2.0
81003.0,Reuterstraße,Neukölln,2023,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,627.0,1625.0,,1.5
81003.0,Reuterstraße,Neukölln,2023,Wohnraum- einbruch,Residential Burglary,Property Crime,54.0,140.0,,3.5
81003.0,Reuterstraße,Neukölln,2023,Raub,Robbery,Violent Crime,92.0,238.0,,4.0
81003.0,Reuterstraße,Neukölln,2023,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,260.0,674.0,,4.5
81003.0,Reuterstraße,Neukölln,2023,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,49.0,127.0,,4.5
81003.0,Reuterstraße,Neukölln,2023,Diebstahl -insgesamt-,Theft Total,Property Crime,3443.0,8921.0,,2.0
81003.0,Reuterstraße,Neukölln,2023,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,634.0,1643.0,,2.5
81003.0,Reuterstraße,Neukölln,2023,Straftaten -insgesamt-,Total Crimes,Overall,6722.0,17417.0,,1.0
81003.0,Reuterstraße,Neukölln,2023,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,30.0,78.0,,3.0
81004.0,Rixdorf,Neukölln,2023,Brand- stiftung,Arson,Property Crime,26.0,66.0,,4.5
81004.0,Rixdorf,Neukölln,2023,Branddelikte -insgesamt-,Arson Total,Property Crime,64.0,162.0,,4.0
81004.0,Rixdorf,Neukölln,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,544.0,1380.0,,3.5
81004.0,Rixdorf,Neukölln,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,464.0,1177.0,,1.5
81004.0,Rixdorf,Neukölln,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,200.0,507.0,,3.0
81004.0,Rixdorf,Neukölln,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,340.0,863.0,,2.5
81004.0,Rixdorf,Neukölln,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,50.0,127.0,,1.0
81004.0,Rixdorf,Neukölln,2023,Kieztaten,Neighborhood Crimes,Public Order,1215.0,3082.0,,2.0
81004.0,Rixdorf,Neukölln,2023,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,485.0,1230.0,,1.5
81004.0,Rixdorf,Neukölln,2023,Wohnraum- einbruch,Residential Burglary,Property Crime,69.0,175.0,,3.5
81004.0,Rixdorf,Neukölln,2023,Raub,Robbery,Violent Crime,67.0,170.0,,4.0
81004.0,Rixdorf,Neukölln,2023,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,190.0,482.0,,4.5
81004.0,Rixdorf,Neukölln,2023,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,37.0,94.0,,4.5
81004.0,Rixdorf,Neukölln,2023,Diebstahl -insgesamt-,Theft Total,Property Crime,2363.0,5994.0,,2.0
81004.0,Rixdorf,Neukölln,2023,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,556.0,1410.0,,2.5
81004.0,Rixdorf,Neukölln,2023,Straftaten -insgesamt-,Total Crimes,Overall,5232.0,13272.0,,1.0
81004.0,Rixdorf,Neukölln,2023,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,39.0,99.0,,3.0
81005.0,Köllnische Heide,Neukölln,2023,Brand- stiftung,Arson,Property Crime,21.0,136.0,,4.5
81005.0,Köllnische Heide,Neukölln,2023,Branddelikte -insgesamt-,Arson Total,Property Crime,44.0,286.0,,4.0
81005.0,Köllnische Heide,Neukölln,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,250.0,1624.0,,3.5
81005.0,Köllnische Heide,Neukölln,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,45.0,292.0,,1.5
81005.0,Köllnische Heide,Neukölln,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,113.0,734.0,,3.0
81005.0,Köllnische Heide,Neukölln,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,123.0,799.0,,2.5
81005.0,Köllnische Heide,Neukölln,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,11.0,71.0,,1.0
81005.0,Köllnische Heide,Neukölln,2023,Kieztaten,Neighborhood Crimes,Public Order,624.0,4054.0,,2.0
81005.0,Köllnische Heide,Neukölln,2023,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,355.0,2306.0,,1.5
81005.0,Köllnische Heide,Neukölln,2023,Wohnraum- einbruch,Residential Burglary,Property Crime,22.0,143.0,,3.5
81005.0,Köllnische Heide,Neukölln,2023,Raub,Robbery,Violent Crime,18.0,117.0,,4.0
81005.0,Köllnische Heide,Neukölln,2023,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,64.0,416.0,,4.5
81005.0,Köllnische Heide,Neukölln,2023,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,7.0,45.0,,4.5
81005.0,Köllnische Heide,Neukölln,2023,Diebstahl -insgesamt-,Theft Total,Property Crime,1135.0,7374.0,,2.0
81005.0,Köllnische Heide,Neukölln,2023,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,455.0,2956.0,,2.5
81005.0,Köllnische Heide,Neukölln,2023,Straftaten -insgesamt-,Total Crimes,Overall,2843.0,18471.0,,1.0
81005.0,Köllnische Heide,Neukölln,2023,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,62.0,403.0,,3.0
82006.0,Britz Nord,Neukölln,2023,Brand- stiftung,Arson,Property Crime,10.0,47.0,,4.5
82006.0,Britz Nord,Neukölln,2023,Branddelikte -insgesamt-,Arson Total,Property Crime,19.0,88.0,,4.0
82006.0,Britz Nord,Neukölln,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,283.0,1316.0,,3.5
82006.0,Britz Nord,Neukölln,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,81.0,377.0,,1.5
82006.0,Britz Nord,Neukölln,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,160.0,744.0,,3.0
82006.0,Britz Nord,Neukölln,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,48.0,223.0,,2.5
82006.0,Britz Nord,Neukölln,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,18.0,84.0,,1.0
82006.0,Britz Nord,Neukölln,2023,Kieztaten,Neighborhood Crimes,Public Order,678.0,3153.0,,2.0
82006.0,Britz Nord,Neukölln,2023,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,257.0,1195.0,,1.5
82006.0,Britz Nord,Neukölln,2023,Wohnraum- einbruch,Residential Burglary,Property Crime,55.0,256.0,,3.5
82006.0,Britz Nord,Neukölln,2023,Raub,Robbery,Violent Crime,25.0,116.0,,4.0
82006.0,Britz Nord,Neukölln,2023,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,71.0,330.0,,4.5
82006.0,Britz Nord,Neukölln,2023,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,11.0,51.0,,4.5
82006.0,Britz Nord,Neukölln,2023,Diebstahl -insgesamt-,Theft Total,Property Crime,943.0,4386.0,,2.0
82006.0,Britz Nord,Neukölln,2023,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,299.0,1391.0,,2.5
82006.0,Britz Nord,Neukölln,2023,Straftaten -insgesamt-,Total Crimes,Overall,2508.0,11665.0,,1.0
82006.0,Britz Nord,Neukölln,2023,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,43.0,200.0,,3.0
82007.0,Britz,Neukölln,2023,Brand- stiftung,Arson,Property Crime,12.0,52.0,,4.5
82007.0,Britz,Neukölln,2023,Branddelikte -insgesamt-,Arson Total,Property Crime,24.0,103.0,,4.0
82007.0,Britz,Neukölln,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,302.0,1302.0,,3.5
82007.0,Britz,Neukölln,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,84.0,362.0,,1.5
82007.0,Britz,Neukölln,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,155.0,668.0,,3.0
82007.0,Britz,Neukölln,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,40.0,172.0,,2.5
82007.0,Britz,Neukölln,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,29.0,125.0,,1.0
82007.0,Britz,Neukölln,2023,Kieztaten,Neighborhood Crimes,Public Order,650.0,2802.0,,2.0
82007.0,Britz,Neukölln,2023,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,267.0,1151.0,,1.5
82007.0,Britz,Neukölln,2023,Wohnraum- einbruch,Residential Burglary,Property Crime,53.0,228.0,,3.5
82007.0,Britz,Neukölln,2023,Raub,Robbery,Violent Crime,23.0,99.0,,4.0
82007.0,Britz,Neukölln,2023,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,69.0,297.0,,4.5
82007.0,Britz,Neukölln,2023,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,17.0,73.0,,4.5
82007.0,Britz,Neukölln,2023,Diebstahl -insgesamt-,Theft Total,Property Crime,1269.0,5471.0,,2.0
82007.0,Britz,Neukölln,2023,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,404.0,1742.0,,2.5
82007.0,Britz,Neukölln,2023,Straftaten -insgesamt-,Total Crimes,Overall,2813.0,12127.0,,1.0
82007.0,Britz,Neukölln,2023,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,92.0,397.0,,3.0
82008.0,Buckow,Neukölln,2023,Brand- stiftung,Arson,Property Crime,13.0,45.0,,4.5
82008.0,Buckow,Neukölln,2023,Branddelikte -insgesamt-,Arson Total,Property Crime,20.0,69.0,,4.0
82008.0,Buckow,Neukölln,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,231.0,803.0,,3.5
82008.0,Buckow,Neukölln,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,41.0,142.0,,1.5
82008.0,Buckow,Neukölln,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,131.0,455.0,,3.0
82008.0,Buckow,Neukölln,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,21.0,73.0,,2.5
82008.0,Buckow,Neukölln,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,3.0,10.0,,1.0
82008.0,Buckow,Neukölln,2023,Kieztaten,Neighborhood Crimes,Public Order,519.0,1804.0,,2.0
82008.0,Buckow,Neukölln,2023,Sach-beschädigung -insgesamt-,Property Damage Total,Property Crime,162.0,563.0,,1.5
82008.0,Buckow,Neukölln,2023,Wohnraum- einbruch,Residential Burglary,Property Crime,56.0,195.0,,3.5
82008.0,Buckow,Neukölln,2023,Raub,Robbery,Violent Crime,13.0,45.0,,4.0
82008.0,Buckow,Neukölln,2023,Gefährl. und schwere Körper-verletzung,Serious Assault,Violent Crime,57.0,198.0,,4.5
82008.0,Buckow,Neukölln,2023,"Straßenraub, Handtaschen-raub",Street Robbery,Violent Crime,7.0,24.0,,4.5
82008.0,Buckow,Neukölln,2023,Diebstahl -insgesamt-,Theft Total,Property Crime,610.0,2120.0,,2.0
82008.0,Buckow,Neukölln,2023,Diebstahl an/aus Kfz,Theft from Vehicles,Property Crime,209.0,726.0,,2.5
82008.0,Buckow,Neukölln,2023,Straftaten -insgesamt-,Total Crimes,Overall,1612.0,5602.0,,1.0
82008.0,Buckow,Neukölln,2023,Diebstahl von Kraftwagen,Vehicle Theft,Property Crime,61.0,212.0,,3.0
83009.0,Gropiusstadt West,Neukölln,2023,Brand- stiftung,Arson,Property Crime,5.0,25.0,,4.5
83009.0,Gropiusstadt West,Neukölln,2023,Branddelikte -insgesamt-,Arson Total,Property Crime,19.0,95.0,,4.0
83009.0,Gropiusstadt West,Neukölln,2023,Körper-verletzungen -insgesamt-,Assault Total,Violent Crime,252.0,1257.0,,3.5
83009.0,Gropiusstadt West,Neukölln,2023,Fahrrad- diebstahl,Bicycle Theft,Property Crime,47.0,235.0,,1.5
83009.0,Gropiusstadt West,Neukölln,2023,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Coercion and Threats,Violent Crime,111.0,554.0,,3.0
83009.0,Gropiusstadt West,Neukölln,2023,Rauschgift-delikte,Drug Crimes,Drug Offense,35.0,175.0,,2.5
83009.0,Gropiusstadt West,Neukölln,2023,Sach-beschädigung durch Graffiti,Graffiti Vandalism,Property Crime,26.0,130.0,,1.0
