osm_type,osm_id,name,addr_street,addr_housenumber,addr_postcode,addr_city,opening_hours,wheelchair,phone,email,website,lat,lon
node,7707711192,Dr. Günter Matthies,Westfälische Straße,31,10709,Berlin,"We,Fr 09:00-13:00, Tu 14:00-18:30, Th 14:00-17:00, Tu,Th 09:00-12:00",,,,,52.4957412,13.2976289
node,7707719360,,Bundesplatz,3,10715,Berlin,"Mo-Th 09:00-12:00,13:00-18:00",,,,https://www.drschenk-kfo.com/,52.4795294,13.327602
node,7728839480,Daniel Babel,Liebenwalder Straße,32,13347,Berlin,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We,Fr 09:00-13:00",,+49 30 4562205,,,52.5519828,13.3584743
node,7730784543,dental total,Zabel-Krüger-Damm,17,13469,Berlin,Mo-Th 08:00-18:00; Fr 08:00-14:00,,,,https://www.dentaltotal.de,52.6090053,13.327105
node,7733685993,,,,,,,,,,,52.4235853,13.5120598
node,7740589457,Zahnarztpraxis Michael Klein & Dr. Thomas Klein & Dr. Cristoph Klein (MSc),Regattastraße,125,12527,Berlin,"Mo, We-Th 08:00-19:00; Tu 07:00-19:00; Fr 07:00-14:00",,030 672 97 97,zahnarztpraxisklein@hotmail.com,,52.4174839,13.5806988
node,7746191687,,,,,,,,,,,52.5849776,13.3630514
node,7746191688,Kaschte,,,,,"Mo,Tu,Th 14:00-19:00; We,Fr,Sa 10:00-13:00",,,,,52.5870574,13.3677285
node,7762091086,Gemeinschaftspraxis Zahnärtzinnen Bislanis,Nogatstraße,25,12051,Berlin,"Mo,Tu,Th 11:00-18:00; Fr 09:30-15:00; We ""nach Vereinbarung""",,,,,52.4693197,13.4311322
node,7773837716,Zahnärzte am Bundesplatz,Bundesallee,55,10715,Berlin,Mo-Th 08:30-19:00; Fr 08:30-16:00,,,,https://www.zahnaerzteambundesplatz.de/,52.4815218,13.3289245
node,7775875896,G. Dochow,Rheinstraße,30,12161,Berlin,"Mo 09:00-17:00; Tu,Th 12:00-19:00; Fr 09:00-13:00",,,,,52.4669579,13.3300217
node,7776221536,Dr. Michael Vortmann,Holsteinische Straße,22,12161,Berlin,,,+49 30 85075140,,,52.4656943,13.3317434
node,7785697821,Zahnarztpraxis Schirmer,Hedwigstraße,11,12159,Berlin,Mo-We 09:00-19:00; Th-Fr 09:00-12:30,,+49 30 8513233,info@zahnschirm.de,https://zahnschirm.de/,52.471543,13.3396215
node,7799378780,"Bianca Wark, Chung-U Nam",Rheinstraße,35,12161,Berlin,"""Termine nach Vereinbarung: 852 67 56""",,,,https://zahnhimmel.de/,52.4661965,13.3293127
node,7804846351,Zahnarztpraxis Habich,Berliner Straße,141,10715,Berlin,"Mo,Th 14:00-20:00; Tu,We 09:00-15:00",,,,https://www.zahnarzt-habich.de/,52.4863277,13.3241098
node,7809936545,Claudius Kubina,,,,,"Mo,Tu,Th 09:00-12:00, Fr 09:00-12:00; PH off, Mo,Tu,Th 14:00-17:00",,,,,52.3863666,13.3992281
node,7813617850,Zahnarztpraxis Alexander Piosik,Breisgauer Straße,12,14129,Berlin,Mo-Th 08:00-19:00; We 08:00-15:00; Fr 08:00-13:00,,+49 30 8036088,info@piosik-zahnarzt.de,https://www.zahnarzt-piosik.de/,52.4378223,13.215412
node,7814038847,Panodontis,Spessartstraße,13,14197,Berlin,"""Termine nach Vereinbarung""",,,,https://www.panodontis.de/,52.4747701,13.314808
node,7814038851,Dr. Werner H. Mendler,Aßmannshauser Straße,11,14197,Berlin,"Tu,Fr ""nach telefonischer Vereinbarung""",no,,,,52.4749865,13.3139363
node,7816112858,Seligmann Zahnärzte in Friedenau,Hauptstraße,68a,12159,Berlin,"Mo-Th 08:00-20:45; We,Fr 08:00-16:00",no,+49 30 8527530,hallo@seligmann.org,https://dr-seligmann.de/,52.4760243,13.340356
node,7821177808,Olaf H. Körner,Bundesallee,53,10715,Berlin,"Mo,We,Th 09:00-13:00, Tu,Fr 09:00-12:00, Mo,We,Th 14:00-18:00",,,,https://www.zahnarzt-praxis-wilmersdorf.de/,52.4822505,13.329427
node,7844240258,Zahnarztpraxis Dr. Sebastian Albrecht,Laubacher Straße,35,14197,Berlin,Mo-Th 08:00-20:00; Fr 08:00-13:00,,,,http://zahnarztalbrecht.de/,52.4753865,13.3199383
node,7844240264,Dr. Susanne Karsten;Dr. Claudia Dietrich,Aßmannshauser Straße,11a,14197,Berlin,"Mo-Fr 09:00-12:00, Mo,Tu,Th 15:00-18:00",,,,http://www.karsten-dietrich.de/,52.4748861,13.3138351
node,7859148818,Zahnärzte in Friedenau,Menzelstraße,2,12157,Berlin,"Mo-Th 09:00-12:00,15:00-18:00; Fr 09:00-12:00",,+49 30 8550737,,https://zahnpraxis-friedenau.de/,52.467621,13.3397719
node,7859148821,Uwe Scherf,Moselstraße,1,12159,Berlin,"Mo,Tu,Th 09:00-13:00,14:00-18:00; We,Fr 09:00-14:00",,+49 30 8522813,,http://zahnarztpraxis-uwe-scherf.de/,52.4688879,13.333481
node,7859148824,J.-U. Arndt,Rheinstraße,56,12159,Berlin,Mo-Th 08:00-20:00; Fr 08:00-15:30,,+40 30 7829988,,https://www.zahnarzt-arndt.de/,52.4694532,13.3335326
node,7867810049,Kinderzahnarzt Dr. Monzer Solyman,Winsstraße,43,10405,Berlin,"Mo-Tu 09:00-14:00, 15:00-19:00; We-Th 09:00-15:00; Fr 09:00-14:00",,+49304423788,info@dr-solyman.de,https://www.dr-solyman.de/,52.5366928,13.4276946
node,7869270562,Dr. med. dent. Wolfgang Schilling,,,,,"Mo-Th 10:00-13:00, 14:00-18:00; Fr 10:00-14:00",,,,,52.4201197,13.4920765
node,7897421785,Zahnärzte Kiefer & Hudecek,,,,,"Mo,Th 12:00-20:00; Tu,Fr 08:00-16:00; We,Sa,Su,PH off",,+49 30 8552776,,,52.4679061,13.3479182
node,7902838213,Antje Brandt,Alt-Rudow,64-66,12355,Berlin,"Mo 11:00-16:00; Tu 09:00-13:00, 15:00-18:00; Th 09:00-13:00, 15:00-18:00; Fr 09:00-13:00",,+49 30 663 20 19,,,52.4172674,13.4956837
node,7904323485,Dentaffin,Belziger Straße,69,10823,Berlin,Mo 09:00-14:30; Tu 08:00-19:00; We 09:00-16:00; Th 10:00-20:00; Fr 08:00-13:00,,+49 30 5099777,,https://www.dentaffin.de,52.4848126,13.3465288
node,7934345263,Zahnarztpraxis Sylvia Mainzer & Carsten Lambrecht,Schloßstraße,67,12165,Berlin,Mo-Th 08:00-18:00; Fr 08:00-14:00,no,+49 30 8345023,praxis@meinzer-lambrecht-zahnarzt.com,https://www.meinzer-lambrecht-zahnarzt.com,52.4537926,13.3171406
node,7959695698,Annette Magiera,,,,,Mo-Th 08:00-18:00; Fr 09:00-12:00,,+49 30 4617095,,,52.5516269,13.3678031
node,7994883598,Rajka Živkovic;Karin-Biesel-Živkovic,Johann-Georg-Straße,21/22,10709,Berlin,Mo-Fr 08:30-18:30; Sa 09:00-14:30,,+49 30 8911007,,,52.4961723,13.29804
node,7994883610,Dr. Birgit Guizetti,Kurfürstendamm,139,10711,Berlin,"Mo,We 09:00-16:00; Tu,Th 09:00-18:00; Fr 09:00-12:00",,,,,52.497561,13.2957136
node,7995684587,Harald Roller,Hauptstraße,100,10827,Berlin,"Mo-Fr 08:00-13:00, Mo,Tu,Th 14:00-19:00",,+49 30 7820307,,https://www.mein-zahnarzt-in-schoeneberg.de/,52.4796583,13.3459194
node,7995684604,Harald Zirkler,Hauptstraße,111,10827,Berlin,Mo-Th 09:00-18:00; Fr 09:00-16:00,,,,http://www.zahnarzt-zirkler.de/,52.48139,13.3482225
node,8000704917,Zahnmedizin Martin Thomas,Residenzstraße,130,13409,Berlin,"Mo 09:00-14:00,15:00-17:00; Tu 10:00-14:00,15:00-18:00; We 10:00-14:00; Th 10:00-14:00,15:00-18:00; Fr 09:00-12:00",no,+49 30 4953459,,https://www.mt-zahnmedizin.de,52.5689172,13.3620352
node,8004581239,Dr. Stefan Naumann,Auguste-Viktoria-Straße,7,14193,Berlin,,,,,https://www.dr-naumann.berlin/,52.4916714,13.2908659
node,8007613102,Alexander Krom,Geisenheimer Straße,34,14197,Berlin,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We 09:00-12:00; Fr 09:00-14:00",no,+49 30 8212773,,,52.46979,13.3166852
node,8046844289,Zahnarzt Ludwig Lippert,,,,,"Mo-Fr 09:00-13:00, Mo,Tu,Th 14:00-19:00, We 14:00-17:00, Fr 14:00-16:00",,+49 30 69001250,info@praxislippert.de,,52.4936744,13.4184822
node,8091797800,Zahnarztpraxis am Stadtpark,Albrechtstraße,36a,12167,Berlin,"Mo,We 09:00-20:00; Tu,Th 09:00-16:00; Fr 09:00-14:00",,,,,52.4518303,13.3332871
node,8094802658,Bastian Pandura,Wiesbadener Straße,3,12161,Berlin,Mo 09:00-18:00; Tu 09:00-19:00; We 14:00-19:00; Th 09:00-14:00; Fr 09:00-13:00,,+49 30 8593226,,http://www.zahnarztpraxis-pandura.de/,52.4717014,13.3264447
node,8118755947,Gunther Schwarz,Goßlerstraße,29,12161,Berlin,,,,,,52.4706824,13.3273821
node,8119481790,Christiane Kannenberg,Grunewaldstraße,27,12165,Berlin,"Mo,Th 08:00-18:00; Tu 08:00-16:00; We 13:00-20:00; Fr 08:00-14:00",,,,https://www.zahnarztpraxis-berlin-steglitz.de/,52.4601619,13.309956
node,8121763036,Yan Kruglyakov,Bundesallee,84,12161,Berlin,"Mo,Th 09:00-12:00,13:00-18:00; Tu 11:00-18:00; Fr 09:00-13:00 ""und nach Vereinbarung""",,,,,52.4691686,13.3279738
node,8122194420,Dezsö Sztankay,Bundesallee,92,12161,Berlin,Mo-Th 09:00-19:00; Fr 09:00-14:00,,,,https://www.dr-sztankay.de/,52.4672959,13.3279184
node,8143926005,Margareta Sliwinski,Südwestkorso,19,14197,Berlin,"Mo-Th 10:00-12:30,13:00-18:00",,,,,52.4720087,13.3195485
node,8146859268,Yuriy Sorokin,Plönzeile,2,12459,Berlin,"Mo 13:00-19:00; Tu 08:00-14:00; We 08:00-15:00; Th 13:00-19:00; Fr 08:00-13:00 || Tu 14:00-19:00 open ""Kindersprechstunde""",yes,+49 30 5350502,,https://zahnarztpraxis-gesunderzahn.de/,52.461858,13.5226784
node,8147270770,Bernalin Kaya,Heylstraße,33,10825,Berlin,,,+49 30 78891144,info@zahnboegen.de,https://www.zahnboegen.de,52.4807356,13.3461292
node,8156098125,Zahnarztpraxis Bismarckstr. 49,Bismarckstraße,49,12169,Berlin,"Mo 08:30-13:00, 14:00-19:00; Tu 08:00-13:00, 14:00-19:00; We 08:00-13:00, 14:00-19:00; Th 08:30-13:00, 14:00-19:00; Fr 08:30-13:00, 14:00-19:00",,,,,52.4532214,13.3390104
node,8165603043,City Dent,Hedemannstraße,13,10969,Berlin,"Mo,Tu,Th 09:00-13:00,15:00-18:00; We 09:00-13:00; Fr 09:00-14:00",,,,http://www.city-dent.com,52.5030952,13.3902287
node,8177206748,kleene große zähne,Schloßstraße,114,12163,Berlin,"Mo,Tu 13:00-18:00; We 09:00-13:00,15:00-18:00; Th 09:00-14:00 || ""Termine nach Vereinbarung""",,+49 30 7914891,,https://www.kleene-grosse-zaehne.de/,52.4619517,13.3259577
node,8185198474,"Dr. Heinze, ZA Agababyan",Sesenheimer Straße,17,10627,Berlin,"Mo-Tu,Th 09:00-12:00,15:00-19:00",no,+49 30 8815857,,http://www.dr-w-heinze.de/,52.5106023,13.3075195
node,8199219279,Dr. Rainer Hohenwald und Kolleginnen,Rüdesheimer Straße,43,14197,Berlin,"Mo-Fr 09:00-13:00,15:00-18:30",limited,,,,52.4691579,13.3120757
node,8200085123,Yvonne Ende,Breitenbachplatz,10,14195,Berlin,"Mo-Fr 09:00-13:00, Mo,Th 14:00-18:00, Tu 14:00-19:00",no,,,https://www.zahnarztbreitenbachplatz.de/,52.467235,13.3080456
node,8200085132,Dr. Klaus Hunger,Schorlemerallee,7A,14195,Berlin,"Mo,Tu,Th 09:00-13:00,14:00-17:30; We 08:00-12:00,13:00-16:30",,,,http://www.dr-hunger.de/,52.4660201,13.3055214
node,8215826720,Carola Mayerhofer-Djordjevic,,,,,"Mo-Fr 09:00-14:00, Mo,Tu 15:00-18:00, Th 15:00-20:00",,,,,52.5027254,13.3887987
node,8222417374,Dr. Ingo Eberth,Goßlerstraße,17,12161,Berlin,Mo-Fr 09:00-18:00,,030 215 37 74,info@zahnarzt-eberth.de,https://www.zahnarzt-eberth-friedenau.de/,52.4687392,13.3240438
node,8222751499,Zahnarztpraxis Dr. Balbach,Breite Straße,51,14199,Berlin,"Mo 08:00-12:00,14:00-18:00; Tu 08:00-14:00; We 13:00-19:00; Th 13:00-19:00; Fr 09:00-14:00",no,+49308244211,post@zahnarztpraxis-schmargendorf.de,https://zahnarztpraxis-schmargendorf.de,52.4731477,13.2983904
node,8222836697,Siegfried Gerlach,Büsingstraße,15,12161,Berlin,"""Sprechzeiten nach telefonischer Vereinbarung""",,+49 30 8511010,,https://dr-gerlach.de/,52.4681057,13.3259488
node,8223127032,Zahnärzte Schöneberg,Hauptstraße,131,10827,Berlin,"Mo-Th 08:00-13:00,14:00-18:00; Fr 08:00-13:00",,+49 30 7817210,praxis@zahnaerzte-schoeneberg.de,https://zahnaerzte-schoeneberg.de/,52.4843429,13.3534416
node,8235472592,"Mechthild Jonczyk-Hauke, Lutz Schubert",Corinthstraße,50,10245,Berlin,"Mo-Th 08:00-19:00; Fr 08:00-13:00 || ""und nach Vereinbarung""",,+49 30 2912963,,,52.4992399,13.4634427
node,8245997143,Zahnarztpraxis B18,Badensche Straße,18,10715,Berlin,,,,,http://www.zahnarztpraxisb18.de,52.4862328,13.3323344
node,8245997157,Christoph Kathke,Innsbrucker Straße,35,10825,Berlin,"Mo,Tu,Th 08:00-19:00; We,Fr 08:00-16:00",,,,,52.4801701,13.3434374
node,8257529776,Fadila Sörensen,Berliner Straße,154,10715,Berlin,,,,,,52.4869995,13.3304054
node,8264511433,zahnmedic,Marburger Straße,2,10789,Berlin,,,,,https://www.zahnmedic.de/,52.5032304,13.3369351
node,8264511449,Dental Care,Marburger Straße,12,10789,Berlin,,,,,,52.5020221,13.3365049
node,8265318072,Dr. Katja Hasselberg,Salzburger Straße,11,10825,Berlin,"Mo,Th 13:00-19:00; Tu 09:00-15:00; We,Fr 08:00-14:00",,,,https://dr-hasselberg.de/,52.4880852,13.3413838
node,8265318080,Zahnarztpraxis Herrn,Martin-Luther-Straße,99,10825,Berlin,"Mo,Tu,Th 09:00-12:00,15:00-18:00; Fr 09:00-12:00",no,,,https://www.zahnarztpraxis-herrn.de/,52.4819824,13.3453521
node,8327512912,A. Parish,Rheinstraße,34,12161,Berlin,"Mo,Fr 08:00-13:00, Tu,Th 09:00-14:00,15:00-19:00, Mo 14:00-18:00",,,,https://zahnarzt-friedenau.jimdofree.com/,52.4664087,13.3295248
node,8327512914,Simone Fritzsche,Roennebergstraße,3,12161,Berlin,"""Termine nach Vereinbarung""",,,,https://www.simone-fritzsche.de/,52.4679185,13.3304456
node,8327564917,Yanina Ketzelmann,Lauterstraße,17-18,12159,Berlin,"Mo-Th 08:00-19:00; Fr ""nach Vereinbarung""",,+49 30 609836861,,https://www.kfo-ketzelman.de/,52.4717499,13.3349973
node,8329244783,Zahnarztpraxis Dr. Schneider,Quickborner Straße,96,13439,Berlin,"Mo 09:00-12:00, 13:00-18:00; Tu 09:00-12:00, 14:00-20:00; We 12:00-15:00, 16:00-20:00; Th 09:00-12:00, 14:00-20:00; Fr 09:00-12:00, 13:00-18:00; Sa ""nach Vereinbarung""",yes,+49 30 415 16 26,praxis@zahnaerzte-schneider-berlin.de,https://www.zahnaerzte-schneider-berlin.de,52.6064955,13.3643055
node,8330301607,Die Zahnärzte,Turmstraße,72,10551,Berlin,"Mo-Fr 08:15-13:00,14:00-18:45",,+49 30 3916285,info@zahn-arzt.de,https://www.zahn-arzt.de,52.5265716,13.3324908
node,8355407918,Jutta Kassner,Markelstraße,59,12163,Berlin,,,,,,52.4637185,13.3252809
node,8373187489,Smile & Smile Zahnarztpraxis,Hermannstraße,44,12049,Berlin,"Mo,Tu,Th 10:00-18:00; We,Fr 10:00-13:00",no,+49 30 6222023,,,52.4789979,13.4254011
node,8378546958,dentalSTUDIO Friedenau,Hackerstraße,6,12161,Berlin,Mo 10:00-18:00; Tu 09:00-15:00; We 12:00-19:00; Th 10:00-15:00,,+49 30 8511112,,https://www.dentalstudio-friedenau.de/,52.4660494,13.3243342
node,8378546970,iDentis,Schloßstraße,110,12163,Berlin,,,,,https://www.identis.net,52.4610771,13.3252975
node,8378546974,Manuela Langhoff,Schloßstraße,19,12163,Berlin,"Mo 10:00-18:00; Tu,We 08:00-14:00; Th 13:00-20:00; Fr 08:00-13:00",,,,https://www.zahnarztpraxislanghoff.de/,52.4608371,13.3241623
node,8379002233,Ngoc Hieu Ngo,Hackerstraße,27,12161,Berlin,"Mo,Tu,Th 09:30-18:00; We 13:00-18:00; Fr 09:00-13:30",,,,,52.4659061,13.3248156
node,8422865841,Ladewig & Ladewig,Berliner Straße,9,10715,Berlin,"Mo,Tu,Th 08:00-12:00,14:30-18:00; We 08:00-14:30; Fr 08:00-14:00",,,,https://www.zahnarzt-ladewig.de/,52.4876991,13.3324208
node,8430105026,Andreas Krautien,Wildenbruchplatz,6,12045,Berlin,"Mo-Tu 08:30-12:30, 14:30-18:00; We 08:30-13:30; Th 13:00-19:00; Fr 08:30-13:00 || ""und nach Vereinbarung""",,+49 30 6873040,,,52.4833087,13.4447744
node,8467557734,Zahnarztpraxis am Kreuzberg,Bergmannstraße,2,10961,Berlin,Mo-Th 09:00-18:00,,,,https://www.zahnarztpraxis-am-kreuzberg.de/,52.4897724,13.3877217
node,8486926095,Karras & Braunsdorf,Beckerstraße,3,12157,Berlin,,no,,,https://www.zahnärztinnen-berlin.de/,52.4672231,13.3428349
node,8505637973,Dr. Flentje · Zahnarztpraxis,Fürstendamm,1A,13465,Berlin,"Mo-Th 08:00-13:00,15:00-20:00, Fr 08:00-13:00",no,+4930 610 821 11 0,praxis@dr-flentje.de,https://dr-flentje.de/,52.63268,13.2923219
node,8508648491,Zahnarztpraxis Dr. Uta Kalinke,Zeltinger Platz,5,13465,Berlin,"Mo 08:00-15:00; Tu,Th 11:00-18:00; We off; Fr 08:00-12:00",no,+4930 401 71 08,kontakt@dr-kalinke.de,https://www.dr-kalinke.de/,52.6337156,13.289929
node,8508833124,Georg Scherpf Zahnarzt,Fürstendamm,66,13465,Berlin,"""Nach Vereinbarung""",,+4930 401 30 70,scherpf@scherpf.de,http://scherpf.de/,52.6326364,13.2931515
node,8520443317,Dr. Caemmerer,Hohefeldstraße,41,13467,Berlin,Mo 08:00-14:00; Tu 12:00-19:00; We 08:00-14:00; Th 12:00-19:00; Fr 08:00-13:00,,,,https://www.dr-caemmerer.de/,52.6237077,13.3019855
node,8541213000,Susanne Schicks,Babelsberger Straße,12,10715,Berlin,Mo 08:30-14:00; Tu 12:00-19:00; We 10:00-17:00; Fr 11:00-18:00,,,,https://www.zahnarztpraxis-in-wilmersdorf.de/,52.4847258,13.3348689
node,8542075825,Familienzahnmedizin Frohnau,Ludolfingerplatz,4,13465,Berlin,,,+49 30 401 45 45,,,52.6331606,13.2880872
node,8611586643,Annette Voeste,Müllerstraße,36,13353,Berlin,Mo-Th 08:00-20:00; Fr 09:00-15:00,,,,https://praxis-voeste.de,52.5492054,13.3547877
node,8618994034,Sabine Pöggel,Wildenbruchstraße,91,12045,Berlin,"Mo,We 09:00-15:00; Tu,Th 09:00-13:00,14:00-19:00; Fr 09:00-14:00",,+49 30 6810792,,,52.4819956,13.4402631
node,8618994038,Zahnarzt Udo Kleine,Erkstraße,1A,12043,Berlin,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We 09:00-14:00; Fr ""nach Vereinbarung""",no,+49 30 6875422,,,52.4808181,13.4357437
node,8628376808,Zahnarztpraxis Dr. Joselowitsch,Bülowstraße,23,10783,Berlin,"Mo,Tu,Th 09:00-18:00; We,Fr 09:00-13:00",,,,https://www.dr-zahnarzt.berlin/zahnarzt-schoeneberg/,52.4977798,13.3608954
node,8637686158,Zahnarztpraxis Wolram Schmitz,Zwickauer Damm,11,12353,Berlin,"Mo-Fr ""Nach Vereinbahrung""",,+49306612258,rezeption@zahnarzt-schmitz.de,https://www.zahnarzt-schmitz.de/,52.4225683,13.483865
node,8637878900,Praxis für Oralchirurgie,Feurigstraße,52,10827,Berlin,"""Termine nach Vereinbarung""",,,,https://www.oralchirurgen.berlin/,52.4831975,13.3540288
node,8691573557,Dr. Jörg-Michael Lorenz;Dr. Deniz Uğur-Lorenz,Hauptstraße,34 / 35,10827,Berlin,,,,,,52.4846763,13.352598
node,8691573577,Dr. Susanne C. Albrecht,Badensche Straße,54,10825,Berlin,,,,,http://albrechtonline.de/,52.4854009,13.3398712
node,8691573578,Manana Kreibohm,Badensche Straße,54,10825,Berlin,,,,,,52.4854732,13.3397362
node,8712315659,Zahnarzt am Rüdesheimer Platz,Rüdesheimer Straße,8,14197,Berlin,"Mo 08:00-13:00,14:00-18:00; Tu,Th 09:00-13:00,14:00-19:00; We,Fr 08:00-15:00",no,+49 30 8277700,,http://www.zahnarzt-ruedi.de,52.4728339,13.3140042
node,8744163625,Tanja Bohrmann,Birkbuschstraße,16,12167,Berlin,Mo-Fr 09:00-18:00,,+49 30 8344080,,https://www.zahnaerztin-steglitz.de,52.4502088,13.3225293
node,8850856434,Dentalzentrum Mariendorf,Birnhornweg,5,12107,Berlin,,,,,http://wp.dentalzentrum-mariendorf.de/,52.4239807,13.3946052
node,8863272990,Zahnarztpraxis Jens Lehrke,Reuterstraße,89,12053,Berlin,"Mo-Fr 08:00-19:00 || ""Sa und Spättermine nach Vereinbarung""",no,+49 30 6238189,praxis@jenslehrke.de,https://www.jens-lehrke.de/,52.4823506,13.4288526
node,8890344632,Zahnarzt Praxis,,,,,,,,,,52.5413388,13.3932218
node,8895185217,Dr. C. Nauschütz & Dr. V. Roman,,,,,"Mo-Tu, Th 09:00-18:00; We 08:00-19:00; Fr 08:00-14:00",,+493076503836,,,52.3941201,13.4120241
node,8901865138,,Marchwitzastraße,26,12681,Berlin,Mo-Th 08:00-20:00; PH off,,+49 30 5441051,praxis@zahnarztpraxis-nicoleschmidt.de,https://zahnarztpraxis-nicoleschmidt.de,52.5225074,13.5451031
node,8972523895,Zahnarztpraxis Dr. Karin Wolf,Rhinstraße,15,10315,Berlin,Mo 12:00-19:00; Tu 09:00-17:00; We 09:00-13:00; Th 08:00-12:00; Fr off; Sa off; PH off,no,+49 30 5251068,karinwolf.berlin@t-online.de,,52.5129002,13.5180244
node,9010130120,Oralchirurgische Praxis Wilmersdorfer Straße,Wilmersdorfer Straße,58,10627,,"Mo-Tu,Th 08:00-20:00; We 08:00-16:00; Fr 08:00-17:00; Sa-Su,PH off",,+49 30 31991770,za@torklus.de,http://www.praxis-torklus.de,52.507456,13.306165
node,9011256400,berliner MundArt,Hauptstraße,23-24,10827,Berlin,,,,,https://www.berliner-mundart.de/,52.4860883,13.3554596
node,9011846032,Thilo Gaspar,Belziger Straße,34,10823,Berlin,"Mo,Tu,Th 09:00-12:00, We,Fr 09:00-14:00, Mo,Th 15:00-18:00, Tu 15:00-20:00",,,,,52.4867991,13.3522039
node,9032836575,MEINDENTIST-Praxis Hellersdorf,Janusz-Korczak-Straße,17,12627,Berlin,Mo-Fr 08:00-20:00; Sa 09:00-15:00;PH off,yes,+49 30 403613161,praxis-januszkorczak@meindentist.de,https://meindentist.de/hellersdorf-2/ueber-die-praxis/praxisphilosophie/,52.5386292,13.6020968
node,9063225314,Christian Koch,Sybelstraße,69,10629,Berlin,"Mo,Tu,Th 09:00-13:00,15:00-18:00; Fr 09:00-13:00",,,,https://zahnaerzte-berlin-charlottenburg.de/,52.5019572,13.3126145
node,9073478427,Denspoint,Calvinstraße,2,10557,Berlin,Mo-Th 08:00-20:00; Fr 08:00-13:00,no,+49 30 391 76 44,,https://www.denspoint.de,52.5237144,13.3519128
node,9102103460,Thomas Seefeldt,Raumerstraße,21,10437,Berlin,"Mo,Th 08:00-12:00,13:00-15:00; Tu,We 13:00-18:30; Fr ""by appointment""",,+49 30 4427776,,,52.5412321,13.423447
node,9133253730,Dr. med. Peter Czaikowski Fachzahnarzt,Senftenberger Straße,1,12627,Berlin,"Mo,Tu 08:00-12:00,15:00-19:00, We 08:00-13:00, Th 15:00-20:00, Fr 08:00-13:00; PH off",,+49 30 208983114,,https://www.arzttermine.de/arzt/dr-peter-czaikowski,52.538299,13.6012464
node,9138261917,Dr. med. dent. Gabriele Grafentin,Heerstraße,417,13593,Berlin,"Mo-Tu,Fr 9:00 - 14:30; We-Th 15:00 - 20:00 || ""nach Vereinbarung""",,+49 30 363 11 14,,,52.5194539,13.1640816
node,9149937185,Dr. Korbel Praxis für Umwelt-Zahnmedizin,Giesebrechtstraße,21,10629,Berlin,"Mo-Th 08:30-18:00, Fr 08:30-12:00",yes,+49 30 3236161,z@hnaerzte.info,https://zahnschmelz.info,52.5030427,13.3086878
node,9165152477,Dr. Thomas Hohlfeld,,,,,Mo-Tu 12:00-18:00; We-Fr 08:30-15:00,no,+49 30 4 91 15 03,praxis-dr.hohlfeld@mail.de,https://dr-thomas-hohlfeld.jimdofree.com/,52.5714023,13.3800887
node,9180698922,Kieferorthopädie Dr. Käppler & Dres. Kossack,Hönower Straße,74,12623,Berlin,"Mo-Th 08:00-12:00,14:00-18:00; PH off",,+49 30 9917062,post@kfo-behandlung.de,https://kfo-behandlung.de,52.5112454,13.6126287
node,9193385058,Kiez Zahnarztpraxis,Kottbusser Damm,95,10967,Berlin,Mo-Fr 09:00-19:00; Sa 09:00-12:00,no,+49 30 693 46 86,rehe@aezte-berlin.de,https://www.zahnarztpraxisberlin.de/kiez-zahnarztpraxis/,52.4939886,13.4217615
node,9204620167,Dr. med. Kerstin Hanig - Fachzahnärztin für Kieferorthopädie,Bucher Chaussee,5,13125,Berlin,,,+49 30 9416661,,,52.6165109,13.4859093
node,9233618517,neodent,Kaiser-Friedrich-Straße,90,,,,,,,,52.5147392,13.3012701
node,9266867542,"Dr. Markus Hoffmann, Gerhard Gneist",Spießweg,35,13437,Berlin,"Mo,Tu,Th 09:00-18:00; We,Fr 09:00-15:00",no,,,,52.5934552,13.326335
node,9286946466,Smile Dent,,,,,"Mo,We,Th 08:00-18:00; Tu 10:00-20:00; Fr 08:00-16:00",,,,,52.4380952,13.3875403
node,9294235735,Dr. Teichmann,Nazarethkirchstraße,56,13347,Berlin,"Mo,Tu,Th,Fr 09:00-13:00, Mo,Tu,Th 14:00-18:00, We 09:00-14:00",,+49 30 4567616,,,52.5472752,13.3583453
node,9302038355,Praxisclinic Berlin,,,,,"Mo 10:00-15:00; Tu 08:00-15:00; We 08:00-19:00; Th,Fr 12:00-19:00; Sa 10:00-12:00",,+49 30 7717343,,https://www.praxisclinic.de,52.4385324,13.3343271
node,9344492307,Dr. Grun,Manfred-von-Richthofen-Straße,16,12101,Berlin,,,+49 30 7865191,,http://www.zahnaerztin-grun.de/,52.4833242,13.3821413
node,9362866627,Ulrike Ariane Lechler,Scharnweberstraße,44,12587,Berlin,"Mo 13:00-18:00; Tu,Th 08:00-12:00; We 13:00-19:00",,+49306455563,zahnarztpraxislechler-ulrike@freenet.de,http://zahnarzt-friedrichshagen.de/,52.4527347,13.6282771
node,9394199738,Dr. Annette Klose,Bizetstraße,108,13088,Berlin,"""Nach Vereinbarung""",,+4930 960 698 48,,,52.5491605,13.4608105
