name,street,housenumber,postcode,city,opening_hours,brand,type,payment_credit_card,payment_debit_cards,payment_cash,payment_contactless,wheelchair,internet_access,layer,phone,email,website,latitude,longitude,source
Alnatura Super Natur Markt,Hans-Sachs-Straße,4C,12205,Berlin,Mo-Sa 08:00-20:30,Alnatura,,,,,,yes,,,,,,52.443016552749704,13.293844244946454,
REWE,Bayernring,15,12101,Berlin,"Mo-Fr 06:00-24:00, Sa 06:00-23:30",REWE,,,,,,limited,,,,,,52.48365667353149,13.377494868298538,
Kaufland,Gutschmidtstraße,19,12359,Berlin,Mo-Sa 07:00-22:00,Kaufland,,,,,,yes,,,+4930670669990,,https://www.kaufland.de/Home/04_Kundenservice/004_Filialsuche/index.jsp,52.43639932150714,13.447895911439975,
Aldi,Buckower Damm,50,12349,Berlin,"Mo-Sa 07:00-21:00; Su,PH off",ALDI Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/buckower-damm-50/3180998,52.44015529332703,13.433742935172841,
Lidl,Fürstenbrunner Weg,14-18,14059,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",Lidl,,,,,,yes,,,+49 800 4353361,,https://www.lidl.de/filialen/berlin-charlottenburg-wilmersdorf/westend-fuerstenbrunner-weg-14-18.html,52.520055212360155,13.281005544980708,
Lidl,Curtiusstraße,36,12205,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.441053338337156,13.29000276611538,
Penny,Osdorfer Straße,98,12207,Berlin,,Penny,,,,,,yes,,,+49 221 20199959,,https://www.penny.de/,52.41319604042315,13.319753574834614,
Edeka,,,,Berlin,Mo-Sa 08:00-22:00,Edeka,,,,,,yes,,,,,,52.519133560478245,13.309532577769382,
Aldi,Röblingstraße,118-124,12105,Berlin,Mo-Sa 07:00-20:00,ALDI Nord,,yes,yes,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/hoeppnerstrasse-3-13/3181724,52.452010036237745,13.36202529213551,
Lidl,Prenzlauer Allee,93,10409,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/,52.54649099786115,13.429536629301762,
NORMA,,,,,Mo-Sa 08:00-20:00; PH off,NORMA,,,,,,yes,,,,,,52.41506405347244,13.658496815769272,
Netto Marken-Discount,Müggelheimer Damm,257,12559,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Koepenick/Mueggelheimer-Damm-233/7475/,52.41446609517335,13.658757477567525,
Netto Marken-Discount,,,,,Mo-Sa 07:00-20:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Gropiusstadt/Koelner-Damm-74/7740/,52.42629958841834,13.449131056070316,
EDEKA,Greifswalder Straße,86,10409,Berlin,"Mo-Fr 07:00-24:00, Sa 07:00-23:30",Edeka,,yes,yes,yes,,yes,,,,,,52.541261669368254,13.439841696168926,
Lidl,,,,,"Mo-Sa 08:00-21:00; Su,PH off",Lidl,,,,,,yes,,,,,,52.4587849368672,13.375539422250469,
Netto Marken-Discount,Louis-Lewin-Straße,120,12627,Berlin,Mo-Sa 07:00-22:00; PH off,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Hellersdorf/Louis-Lewin-Str-120/7623/,52.54049293626747,13.620513801907867,
Lüske,Drakestraße,50,12205,Berlin,Mo-Sa 08:00-20:00; Su 08:00-14:00,,,,,,,yes,,,+49 30 802020160,,https://lueske.berlin/markt,52.441679515767596,13.297600700664981,
EDEKA Meichsner-Görse,Karlsbader Straße,17,14193,Berlin,Mo-Sa 08:00-20:00,Edeka,,,,,,yes,,,+49 30 89502169,,https://www.edeka.de/eh/minden-hannover/edeka-meichsner-g%C3%B6rse-karlsbader-str.-17/index.jsp,52.478458245835725,13.281939310700794,
EDEKA,Annenstraße,4a,10179,Berlin,"Mo-Fr 07:00-24:00, Sa 07:00-23:30",Edeka,,,,,,yes,,,,,,52.507761897244706,13.415509592236601,
PENNY,,,,,Mo-Sa 07:00-22:00,Penny,,,,,,limited,,,,,,52.55274890276288,13.427872479335944,
Aldi,Ostseestraße,25,10409,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/ostseestrasse-25/3181588,52.550053569084035,13.434458810762353,
Rewe,Ostseestraße,23,10409,Berlin,Mo-Sa 06:00-22:00,Rewe,,,,,,yes,,,,,,52.55083467804824,13.43239937096484,
Lidl,Pasewalker Straße,77,13127,Berlin,Mo-Sa 08:00-21:00,Lidl,,,,,,limited,,,,,,52.593305884442024,13.432804513020667,
Netto Marken-Discount,Lehrter Straße,57,10557,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,wlan,,,,https://www.netto-online.de/filialen/Berlin-Moabit/Lehrter-Strasse-57/7618/,52.53231529430009,13.360022463639952,
Aldi,Wexstraße,16-18,10715,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,yes,yes,yes,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/wexstrasse-16-18/3180648,52.47919860206999,13.33501923471024,
PENNY,Gerichtstraße,4,,,Mo-Sa 07:00-22:00,Penny,,,,,,yes,no,,,,,52.54300641495799,13.378225011439163,
Netto,Segelfliegerdamm,18,12487,Berlin,Mo-Sa 07:00-20:00,Netto,,,,,,yes,,,,,,52.4454301554504,13.510668428555222,
Lidl,Hüttenweg,50,14195,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/,52.457723714186876,13.263700731831664,
REWE,Emmentaler Straße,122-130,13409,Berlin,Mo-Sa 07:00-22:00,Rewe,,,yes,yes,yes,yes,wlan,,+49 03041727613,,https://www.rewe.de,52.571778229511544,13.365465604363443,
Netto,,,,,Mo-Sa 07:00-20:00,Netto,,,,,,limited,,,,,https://netto.de/,52.581305066730344,13.333239669013466,
Netto Marken-Discount,,,,,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Spandau/Seeburger-Weg-27/7458/,52.523764852197615,13.17550027195733,
Netto Marken-Discount,Provinzstraße,78,,,Mo-Sa 07:00-22:00,Netto Marken-Discount,,yes,,yes,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Rosenthal/Provinzstr-77/7779/,52.5733620995098,13.379368367039547,
Aldi,Straße vor Schönholz,21,,,Mo-Sa 07:00-21:00,Aldi Nord,,yes,,yes,,yes,,,,,,52.57298807246222,13.381618731304137,
ALDI Nord,Fürstenbrunner Weg,50,,Berlin,Mo-Sa 07:00-21:00,ALDI Nord,,,,,,yes,,,,,https://www.aldi-nord.de/tools/filialen-und-oeffnungszeiten/berlin/westend/fuerstenbrunner-weg-50.html,52.523628010901795,13.280363084971867,
Aldi,,,,,Mo-Sa 08:00-20:00,ALDI Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/oranienburger-strasse-57-58/3181606,52.58899804917806,13.33504963327819,
Lidl,Vorarlberger Damm,24-26,12157,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,+49 800 4353361,,https://www.lidl.de/filialen/berlin-tempelhof-schoeneberg/schoeneberg-vorarlberger-damm-24-26.html,52.469642042759986,13.349688944737236,
Netto Marken-Discount,Alt-Gatow,50,14089,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,yes,,yes,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Spandau/Alt-Gatow-48-50/7753/,52.485333611595884,13.18250398897965,
Netto,Kiefholzstraße,425,12435,Berlin,Mo-Sa 07:00-20:00,Netto,,,,,,yes,,,,,,52.490550166240396,13.452204529197461,
Netto,Eichbuschallee,57,12437,Berlin,Mo-Sa 08:00-20:00,Netto,,,,,,,,,,,https://www.netto.de,52.471764432706216,13.479846819716412,
Lidl,Berliner Straße,141,13467,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/,52.61305254373311,13.313826337321329,
Bio Company,Heinsestraße,28,13467,Berlin,Mo-Sa 08:00-20:00,Bio Company,,,,,,yes,,,,,https://www.biocompany.de/,52.61645823407705,13.307929984088682,
Penny Cité Foch,,,,,Mo-Sa 07:00-21:00,Penny,,,,yes,,yes,no,,,,,52.59827713112782,13.32221192108151,
Aldi,,,,,Mo-Sa 07:00-20:00,Aldi Nord,,,,,,yes,,,,,,52.5837894391009,13.418301655069984,
EDEKA Center Niemann,Blankenburger Straße,81,13156,Berlin,Mo-Sa 07:00-22:00,Edeka,,,yes,yes,,yes,,,+49 30 48626480,,,52.58477122922062,13.416734077734873,
Lidl,Großbeerenstraße,2,12107,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.43846089280858,13.379433926740356,
Netto Marken-Discount,Wildenbruchstraße,55,12435,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Treptow/Wildenbruchstr-55/7752/,52.488453476414584,13.44889264788935,
Lidl,Mark-Twain-Straße,2,12627,Berlin,Mo-Sa 07:00-21:00; PH off,Lidl,,,,,,yes,,,,,,52.53346418285938,13.610817435311649,
PENNY,Mariendorfer Damm,153-157,12107,Berlin,Mo-Sa 07:00-22:00,Penny,,,,,,yes,,,+49 221 201 999 59,,https://www.penny.de/,52.43792497003125,13.388882754913954,
Netto,Malchower Weg,51,13053,Berlin,,Netto,,,,,,yes,,,,,,52.55430598774728,13.502127348003118,
REWE,Sterndamm,35,12487,Berlin,Mo-Fr 06:00-22:00; Sa 06:00-22:00,Rewe,,,,,,yes,,,,,,52.4506757292882,13.508565737321266,
REWE City,Sterndamm,140,12487,Berlin,Mo-Sa 07:00-22:00,REWE,,,,,,yes,,,,,,52.43973569206821,13.499255887104493,
Netto,Glienicker Weg,126,12489,Berlin,Mo-Sa 07:00-20:00,Netto,,,,yes,yes,yes,no,,+49180 255 12 12,,https://www.netto.de/,52.43387600914526,13.555700798174842,
Aldi,Heerstraße,332,13593,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,yes,yes,yes,,,,,,52.51781728964245,13.17828236801654,
Netto,Rothenbachstraße,2,13089,Berlin,Mo-Sa 08:00-20:00,Netto,,,,,,yes,,,,,,52.57120348697998,13.430809168667466,
EDEKA Wiesemann,Marienfelder Allee,101,12277,Berlin,Mo-Sa 07:00-20:00,EDEKA,,,,,,yes,,,+49 30 72017812,,https://www.edeka.de/eh/minden-hannover/edeka-wiesemann-marienfelder-allee-101/index.jsp,52.41748102812931,13.367512645195623,
Netto Marken-Discount,,,13437,,"Mo-Sa 07:00-21:00; Su,PH off",Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Wittenau/Hermsdorfer-Str-55/7612/,52.60238939238755,13.323826580166578,
EDEKA,Neumannstraße,70,13189,Berlin,Mo-Sa 07:00-21:00,Edeka,,,,,,yes,,,,,,52.56424504005378,13.420391591836227,
Netto,Alt-Heiligensee,8,13503,Berlin,Mo-Sa 07:00-20:00,Netto,,,,,,yes,,,,,https://www.netto.de/,52.61100020183989,13.214399935466655,
EDEKA,Alt-Rudow,72-74,12355,Berlin,Mo-Sa 07:00-22:00,Edeka,,yes,yes,yes,,yes,,,+493060972190,,https://www.edeka.de/,52.416243024292164,13.496604342462472,
Nahkauf,,,,,Mo-Sa 07:30-20:00,Nahkauf,,,,,,yes,,,+49 30 7733749,,https://www.nahkauf.de/,52.418790813212745,13.324309981453256,
EDEKA Königstraße,Königstraße,14,14109,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,+49308052559,,,52.42009371917496,13.1597250678322,
Penny Oranienburger Straße,Oranienburger Straße,116,13437,Berlin,Mo-Sa 07:00-22:00,Penny,,,,,,yes,,,,,https://www.penny.de/,52.602176548377976,13.331190012112389,
Aldi,,,,,Mo-Sa 08:00-20:00,Aldi Nord,,,,,,,,,,,,52.62674175768383,13.301751946710528,
EDEKA,Königstraße,49,14109,Berlin,,Edeka,,,,,,yes,,,,,,52.418335055659036,13.153111677411987,
EDEKA,Raoul-Wallenberg-Straße,18,12679,Berlin,Mo-Sa 07:00-21:00,Edeka,,,,,,yes,,,,,,52.5488751201259,13.55253105444152,
Aldi,Wegedornstraße,29,12524,Berlin,Mo-Sa 08:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/wegedornstrasse-29/3182198,52.42415765749077,13.526794672752496,
NP,Selgenauer Weg,18A,12355,Berlin,Mo-Sa 07:00-21:00,NP,,,,,,yes,,,,,,52.41874095793136,13.505111311393375,
nah und gut,Bernhard-Bästlein-Straße,5,10367,Berlin,Mo-Sa 07:00-21:00,Edeka,,,,,,yes,,,,,,52.52830088727469,13.481258160745128,
Kaufland,Goerzallee,195,14167,Berlin,Mo-Sa 07:00-22:00,Kaufland,,,,,yes,yes,,,,,https://filiale.kaufland.de/service/filiale/berlin-goerzallee-6490.html,52.417220602997574,13.28638945744069,
Lidl,Wismarer Straße,35,12207,Berlin,Mo-Sa 08:00-21:00,Lidl,,,,,,yes,,,,,,52.42078438346674,13.299481800176961,
EDEKA Christ,Hildburghauser Straße,52-56,12279,Berlin,Mo-Sa 07:00-22:00,EDEKA,,,,,,yes,,,,,https://www.edeka.de/eh/minden-hannover/edeka-christ-hildburghauser-str.-52/index.jsp,52.41536533962484,13.347850201809589,
REWE,Wollankstraße,15-17,13187,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,,,https://www.rewe.de/,52.56636447323757,13.395378572349536,
Alnatura Super Natur Markt,Bernstorffstraße,13a,13507,Berlin,Mo-Sa 08:00-20:00,Alnatura,,,,,,limited,,,,,,52.591415208141974,13.28618407738784,
Netto Marken-Discount,Hultschiner Damm,200;204,12623,,Mo-Sa 07:00-22:00; PH off,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Mahlsdorf/Hultschiner-Damm-200-204/7736/,52.49247474450397,13.609555482791974,
PENNY,,,,,Mo-Sa 07:00-22:00,Penny,,,,,,yes,,,,,,52.55045482598024,13.164175211836916,
Mix Markt,Jan-Petersen-Straße,18,12679,Berlin,Mo-Sa 08:00-20:00,Mix Markt,,,,,,,,,+49 30 97891881,,https://www.mixmarkt.eu/de/germany/maerkte/14/,52.549882192706306,13.565057816874043,
Aldi,Jan-Petersen-Straße,16,12679,Berlin,"Mo-Sa 07:00-21:00; PH,Su off",Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/jan-petersen-strasse-16/3181312,52.54960583857654,13.56378875895142,
Netto Marken-Discount,Gitschiner Straße,73,10969,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Kreuzberg/Gitschiner-Str-73/7428/,52.49869125400638,13.405845362696862,
EDEKA Küther,Drakestraße,28,12205,Berlin,"Mo-Sa 07:00-21:00; Su,PH off",EDEKA,,,,,,yes,,,,,,52.441484856301365,13.299262719737552,
Bio Company,Neufertstraße,19-21,14059,Berlin,Mo-Sa 08:00-21:00,Bio Company,,,,,,yes,,,,,,52.5175843570603,13.29314492150916,
PENNY,Alt-Mahlsdorf,48,12623,Berlin,Mo-Fr 08:30-20:00; PH off,Penny,,,,,,yes,,,,,,52.50495675865,13.619532476596374,
NORMA,,,,,Mo-Sa 07:00-21:00,NORMA,,,,,,yes,,,,,,52.545559425211856,13.59246996463797,
Lidl,,,,,Mo-Sa 07:00-21:00; PH off,Lidl,,,,,,yes,,,,,,52.545477024069775,13.593450740181042,
Edeka,Hindenburgdamm,60,12203,Berlin,Mo-Sa 08:00-21:00,Edeka,,,,,,yes,,,,,,52.44882640976415,13.31576489611216,
HIT Ullrich,Hardenbergstraße,25,10623,Berlin,Mo-Sa 09:00-22:00; Su 11:00-22:00,HIT,,,,,,yes,,,,info@ullrich-online.de,,52.505957736522184,13.330926727501943,
Aldi,Alt-Mariendorf,16,12107,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/alt-mariendorf-16/3181015,52.44122531221507,13.390617949554006,
Netto Marken-Discount,Rauchstraße,23,13587,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",Netto Marken-Discount,,,,,,limited,,,,,https://www.netto-online.de/filialen/Berlin-Spandau/Rauchstr-23/7676/,52.56007177622366,13.218260154461817,
PENNY,,,,,"Mo-Sa 07:00-21:00; Su,PH off",Penny,,,,,,no,,,,,,52.56019089145273,13.215513026958757,
Netto Marken-Discount,Wilhelmstraße,5,13595,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Spandau/Wilhelmstr-5/7622/,52.52815300344909,13.19320953831263,
Lidl,Müllerstraße,48,13349,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/,52.55243626300569,13.350118343401816,
Aldi,Marienfelder Chaussee,29,12349,Berlin,Mo-Sa 07:00-21:00,ALDI Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/marienfelder-chaussee-29/3180591,52.41895940316512,13.422094288619796,
Netto,Straße vor Schönholz,5,13158,Berlin,Mo-Sa 08:00-20:00,Netto,,,yes,yes,,yes,,,,,,52.57643054097014,13.380194129455052,
PENNY,Alt-Moabit,9,10557,Berlin,Mo-Sa 07:00-22:00,Penny,,,,yes,,yes,,,+49 221 20199959,,https://www.penny.de/,52.523801856053524,13.358444461507828,
Lidl,Maybachufer,32-33,12047,Berlin,Mo-Sa 07:00-22:00,Lidl,,yes,yes,yes,,yes,,,,,,52.492106837378955,13.431098146158911,
Lidl,Brunnenstraße,87,,,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.54453694817941,13.391674722072773,
Norma,Seelenbinderstraße,112-120,12555,Berlin,Mo-Sa 08:00-20:00; PH off,Norma,,,,,,,,,,,,52.45473914349813,13.590272985010849,
Norma,Kniprodestraße,64,10407,Berlin,Mo-Sa 07:00-21:00,Norma,,,,,,limited,,,,,https://www.norma-online.de/de/filialfinder/suchergebnis?lng=13.4550252&lat=52.5412684&r=3000,52.54228574065181,13.456988258972766,
Aldi,Storkower Straße,176,10369,Berlin,Mo-Sa 07:00-22:00,Aldi Nord,,,,,,yes,,,,,,52.5267953071345,13.458218005555063,
Netto Marken-Discount,Sonnenallee,215,12059,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Neukoelln/Sonnenallee-215/5026/,52.47460793847338,13.455374357062226,
,Adlergestell,744,12527,Berlin,,,,,,,,,,,,,,52.37918305338519,13.643555370854768,
Lidl,Roelckestraße,172,13086,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/,52.5505085299852,13.440502538825887,
Rewe City,Heinsestraße,46-48,13467,Berlin,Mo-Sa 07:00-22:00,REWE,,,,yes,,yes,,,+49 30 0537200,,,52.61868350890287,13.305818504654273,
Kaufland,Hauptstraße,10,13055,Berlin,Mo-Sa 07:00-22:00,Kaufland,,,,,,yes,,,,,,52.548146777406274,13.505245114647227,
Rewe,Schönefelder Chaussee,1,12524,Berlin,Mo-Sa 06:00-22:00,Rewe,,,,,,yes,wlan,,,,,52.41805485860579,13.536960436258047,
Lidl,Marienfelder Allee,202,12279,Berlin,Mo-Sa 07:00-21:00; Su off,Lidl,,,,,,yes,,,+49 800 4353361,,https://www.lidl.de/filialen/berlin-tempelhof-schoeneberg/marienfelde-marienfelder-allee-202.html,52.40858837780822,13.358015071894313,
Eurogida,Turmstraße,43,,,Mo-Sa 07:00-20:00,,,,,,,yes,,,,,https://www.eurogida.de/de/filiale_turmstrasse.php,52.52704210832552,13.334782122612653,
Bio Company,Turmstraße,42,10551,Berlin,"Mo-Sa 08:00-21:00; Mo-Sa 07:30-21:00 open ""Backstand ab 7:30 Uhr geöffnet """,Bio Company,,yes,yes,yes,,yes,wlan,,,,https://www.biocompany.de/,52.527040719424896,13.335131119728432,
Bolu,,,,,Mo-Fr 07:00-20:00; Sa 07:00-18:00,,,yes,yes,,,yes,,,,,,52.527034310334066,13.335739234485946,
EDEKA Erler,Berlepschstraße,74,14165,Berlin,Mo-Sa 07:00-20:00,EDEKA,,yes,,yes,yes,yes,,,+493080495055,,https://www.edeka.de/eh/minden-hannover/edeka-erler-berlepschstr.-74/index.jsp,52.42636121401211,13.244144943610072,
Bio Company,Breisgauer Straße,17,14129,Berlin,Mo-Sa 08:00-20:00; PH off,Bio Company,,,,,,,,,,,,52.43707435000001,13.216680150000002,
EDEKA Ulrich,,,,,"Mo-Sa 07:00-21:00; Su,PH off",EDEKA,,,,,,yes,,,,,,52.58477621844412,13.226685112745477,
Netto Marken-Discount,Wartenberger Straße,51,13053,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,yes,yes,,,yes,,,,,https://www.netto-online.de/filialen/Berlin/Wartenberger-Str-51/5850/,52.55534081892262,13.511597151914334,
Netto Marken-Discount,,,,,Mo-Sa 07:00-21:00,Netto Marken-Discount,,yes,,yes,yes,,,,,,https://www.netto-online.de/filialen/Berlin-Koepenick/An-der-Wuhlheide-154/5015/,52.459298982819526,13.536228607087018,
Aldi,Havemannstraße,33,12689,Berlin,Mo-Sa 07:00-21:00,ALDI Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/havemannstrasse-33/3182650,52.56670325075314,13.578475087332214,
Netto Marken-Discount,Ordensmeisterstraße,8,12099,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,,,,,,https://www.netto-online.de/filialen/Berlin-Tempelhof/Ordensmeisterstr-7/7742/,52.45676826434635,13.390071679946075,
Netto Marken-Discount,Marzahner Chaussee,79,12681,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Marzahn/Marzahner-Chaussee-79/5236/,52.51643150462077,13.526642380972826,
Lidl,Havemannstraße,1,12689,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.56978153153566,13.569390514055296,
Nahkauf,Habichtstraße,16,13505,Berlin,Mo-Sa 08:00-21:00,Nahkauf,,,,,,yes,,,,,,52.58573150985702,13.233425994086426,
Nahkauf,Haselhorster Damm,27,13599,Berlin,Mo-Sa 07:00-20:00,Nahkauf,,,,,,,,,,,,52.544773447970854,13.237859865120368,
Netto Marken-Discount,Buckower Damm,268,12349,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Buckow/Buckower-Damm-268/5250/,52.420179087380426,13.43770266545892,
Alnatura Super Natur Markt,Jungfernstieg,2,12207,Berlin,Mo-Sa 08:00-20:00,Alnatura,,,,,,yes,,,,,,52.428720657891695,13.326162936432501,
Aldi,Hauptstraße,36,10317,Berlin,Mo-Sa 07:00-21:00,ALDI Nord,,,,,,yes,,,,,,52.496557303463,13.486859188086525,
PENNY,Pichelsdorfer Straße,63,13595,Berlin,Mo-Sa 07:00-22:00,Penny,,,,,,yes,,,+49 221 20199959,,https://www.penny.de/,52.519621448005836,13.1973470734502,
Edeka,Rudower Straße,21,12351,Berlin,Mo-Sa 08:00-22:00,Edeka,,,,,,limited,,,,,,52.44172741906058,13.45890457823485,
Netto,Stahlheimer Straße,31,,,Mo-Sa 07:00-21:00,Netto,,,,,,yes,,,,,,52.54844756895959,13.419695158548377,
Netto Marken-Discount,,,,,"Mo-Sa 07:00-21:00; Su,PH off",Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Spandau/Lynarstr-32-34/5169/,52.54850179004825,13.206807674209175,
EDEKA,Marksburgstraße,14,10318,Berlin,Mo-Sa 07:00-21:00,EDEKA,,,,,,yes,,,,,,52.48728700080137,13.518358021117711,
Baraka Supermarkt,Mariendorfer Damm,337-339,12107,Berlin,,,,,,,,,,,,,,52.42393728541592,13.396420361050108,
REWE,Anton-Saefkow-Platz,10,10369,Berlin,Mo-Sa 07:00-23:00,Rewe,,,,,,yes,,,,,,52.528666236694754,13.470491876531538,
Rewe,Ladiusstraße,26,14165,Berlin,Mo-Sa 07:00-22:00,REWE,,,,,,yes,,,+493081488838,,https://www.rewe.de/meinkaufsbox/markt/marktinfo.html?marketId=4040128,52.41127907700484,13.262540135164857,
Netto Marken-Discount,Langhansstraße,46,13086,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,,52.552718554904324,13.438602646610981,
Lidl,Allee der Kosmonauten,141A,12681,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.53181011945605,13.54881183212608,
PENNY,Treskowallee,112,10318,Berlin,Mo-Sa 07:00-22:00; PH off,Penny,,,,,,yes,,,,,https://www.penny.de/,52.4821853473442,13.52398785108827,
REWE,Hildburghauser Straße,29,12279,Berlin,Mo-Sa 06:00-22:00,,,,,,,,,,,,,52.41274134924528,13.354718130684015,
Lidl,Berliner Allee,300,13088,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.564497358088964,13.471192408097362,
Aldi,Invalidenstraße,59,10557,Berlin,Mo-Sa 07:00-21:00; PH off,Aldi Nord,,,,,,yes,,,,,,52.52417426339187,13.364065643672008,
Netto Marken-Discount,Regattastraße,123,12527,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,+49 30 67820029,,https://www.netto-online.de/filialen/Berlin-Gruenau/Regattastr-123/5297/,52.41806744919843,13.581095439337062,
Denns BioMarkt,,,,,Mo-Sa 09:00-20:00,Denns BioMarkt,,,,,,,,,,,,52.6138171282107,13.245401407244877,
Lidl,Hauptstraße,122,10827,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,,,+49 800 4353361,,,52.482722204951365,13.3508238157966,
Netto Marken-Discount,,,,,,Netto Marken-Discount,,,,,,,,,,,https://www.netto-online.de/filialen/Berlin-Pankow/Blankenburger-Str-145/7448/,52.588034839003875,13.426867532336942,
Netto Marken-Discount,Wollankstraße,85,13359,Berlin,"Mo-Sa 07:00-24:00; Su,PH off",Netto Marken-Discount,,,,,,yes,,,,,,52.562670273657,13.392224952029908,
Norma,Liebensteiner Straße,44,,Berlin,Mo-Sa 07:00-21:00,Norma,,,,,,yes,,,,,,52.55916920897984,13.56175239139695,
Lidl,Blankenburger Straße,17A,13089,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,limited,,,,,,52.57135402266337,13.443958614672901,
EDEKA,,,,,Mo-Sa 08:00-20:00,EDEKA,,,,,,no,,,,,,52.48535670811519,13.437660446987948,
Netto Marken-Discount,Ortolfstraße,149,12524,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Altglienicke/Ortolfstr-149/5170/,52.40581401875603,13.532669776349389,
E-Center,Siriusstraße,1,12524,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",EDEKA,,,,,,yes,,,,,,52.40226385939329,13.524622211708953,
PENNY,Cottbusser Platz,2,12627,Berlin,Mo-Sa 07:00-21:00; PH off,Penny,,,,,,limited,,,,,,52.53477920685632,13.595733357336101,
