school_id,school_name,school_type_de,ownership_en,school_category_de,neighborhood,quarter,postal_code,street,street_number,telephone_number,fax_number,email,website,school_year,school_category_en,students_total,students_f,students_m,teachers_total,teachers_f,teachers_m,startchancen_flag
10K07,Caspar-David-Friedrich-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Marzahn-Hellersdorf,Hellersdorf,12629,Alte Hellersdorfer Straße,7,+49 30 5634354,+49 30 56294021,sekretariat@cdf.schule.berlin.de,http://cdf-oberschule.de,2024/25,Integrated Secondary School,482,304,178,46,32,14,FALSE
10K08,Johann-Julius-Hecker-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Marzahn-Hellersdorf,Marzahn,12689,Hohenwalder Straße,2,+49 30 93020910,+49 30 930209141,sekretariat@hecker.schule.berlin.de,http://www.johann-julius-hecker-schule.de,2024/25,Integrated Secondary School,576,238,338,40,21,19,TRUE
10K09,Konrad-Wachsmann-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Marzahn-Hellersdorf,Hellersdorf,12627,Geithainer Straße,12,+49 30 9918101,+49 30 99283875,sekretariat@konrad-wachsmann.schule.berlin.de,http://www.konrad-wachsmann-schule.de,2024/25,Integrated Secondary School,549,218,331,51,35,16,FALSE
10K10,Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule),Gemeinschaftsschule,Public,Integrierte Sekundarschule,Marzahn-Hellersdorf,Hellersdorf,12627,Cottbusser Straße,23,+49 30 5612026,+49 30 56294585,sekretariat@mozart.schule.berlin.de,https://www.mozart-schule.berlin,2024/25,Integrated Secondary School,1185,552,633,100,60,40,TRUE
10K11,Marcana-Schule (Gemeinschaftsschule),Gemeinschaftsschule,Public,Integrierte Sekundarschule,Marzahn-Hellersdorf,Marzahn,12689,Flämingstraße,16,+49 30 93668713,+49 30 93668715,schulleitung@marcana.schule.berlin.de,https://marcana-schule.de,2024/25,Integrated Secondary School,701,328,373,55,34,21,FALSE
10K12,Gretel-Bergmann-Gemeinschaftsschule,Gemeinschaftsschule,Public,Integrierte Sekundarschule,Marzahn-Hellersdorf,Marzahn,12687,Liebensteiner Straße,24,+49 30 9327177,+49 30 9329092,gb-gems@mail.de,https://gretel-bergmann-gems.de,2024/25,Integrated Secondary School,1197,558,639,99,72,27,TRUE
10K13,13. Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Marzahn-Hellersdorf,Mahlsdorf,12623,An der Schule,47,+49 30 56554523,+49 30 56554527,sekretariat@10K13.schule.berlin.de,http://www.iss-mahlsdorf.de,2024/25,Integrated Secondary School,620,290,330,61,37,24,FALSE
10K14,14. Schule (Gemeinschaftsschule),Gemeinschaftsschule,Public,Integrierte Sekundarschule,Marzahn-Hellersdorf,Mahlsdorf,12623,Landsberger Straße,178F,+49 30,+49 30,10K14@10K14.schule.berlin.de,,2024/25,Integrated Secondary School,92,50,42,8,5,3,FALSE
10P03,Gesellschaft für Pflege- und Sozialberufe gGmbH,Kombinierte berufliche Schule,Private,Privatschule,Marzahn-Hellersdorf,Marzahn,12681,Bitterfelder Straße,13,+49 30 9302070,+49 30 93020720,info@gfp-berlin.de,http://www.gfp-berlin.de,2024/25,Private School,,,,,,,FALSE
10P05,BEST-Sabel-Grundschule Mahlsdorf,Grundschule,Private,Privatschule,Marzahn-Hellersdorf,Mahlsdorf,12623,Erich-Baron-Weg,118,+49 30 99283520,+49 30 99283522,grundschule@best-sabel.de,http://www.best-sabel.de,2024/25,Private School,,,,,,,FALSE
10P09,Sabine-Ball-Grundschule,Grundschule,Private,Privatschule,Marzahn-Hellersdorf,Hellersdorf,12627,Lichtenhainer Straße,2,+49 30 4431237200,+49 30 4431237209,sabine-ball@christburg-campus.de,http://www.christburg-campus.de,2024/25,Private School,,,,,,,FALSE
10P10,Internationale Lomonossow-Schule Berlin Marzahn (Gemeinschaftsschule),Gemeinschaftsschule,Private,Privatschule,Marzahn-Hellersdorf,Biesdorf,12683,Brebacher Weg,15,+49 30 54804410,+49 30,marzahn@mitra-schulen.de,http://www.lomonossow-schule.de,2024/25,Private School,,,,,,,FALSE
10P12,Freie Schule Berlin Mahlsdorf,Integrierte Sekundarschule,Private,Privatschule,Marzahn-Hellersdorf,Mahlsdorf,12623,Elsenstraße,13A,+49 30 97891077,+49 30,info@fs-mahlsdorf.de,https://freieschule-mahlsdorf.de,2024/25,Private School,,,,,,,FALSE
10P13,BEST-Sabel-Grundschule Kaulsdorf,Grundschule,Private,Privatschule,Marzahn-Hellersdorf,Kaulsdorf,12619,Wernerstraße,48,+49 30 56594668,+49 30 56594667,grundschule-kaulsdorf@best-sabel.de,http://www.best-sabel.de,2024/25,Private School,,,,,,,FALSE
10P14,dreieins-Grundschule Berlin Kaulsdorf,Grundschule,Private,Privatschule,Marzahn-Hellersdorf,Hellersdorf,12619,Peter-Huchel-Straße,35,+49 30 92901840,+49 30 92901843,grundschule-kaulsdorf@dreieins.org,https://www.dreieins.org/kaulsdorf,2024/25,Private School,,,,,,,FALSE
10P19,DRK - Schule für soziale Berufe Berlin gGmbH,Kombinierte berufliche Schule,Private,Privatschule,Marzahn-Hellersdorf,Marzahn,12681,Meeraner Straße,5,+49 17632042034,+49 30 60030091911,schule@drk-berlin.de,https://www.drk-schule.berlin,2024/25,Private School,,,,,,,FALSE
10P20,"Chance Bildung, Jugend und Sport BJS gGmbH",Berufsfachschule,Private,Privatschule,Marzahn-Hellersdorf,Marzahn,12681,Allee der Kosmonauten,35A,+49 30 40754614,+49 30 40755409,bfs@chance-berlin.com,https://chance-berlin.com,2024/25,Private School,,,,,,,FALSE
10P21,D&B Dienstleistung und Bildung gGmbH,Kombinierte berufliche Schule,Private,Privatschule,Marzahn-Hellersdorf,Marzahn,12681,Leunaer Straße,7,+49 30 9860090,+49 30 9818502,post@dub-berlin.de,https://www.dub-berlin.de,2024/25,Private School,,,,,,,FALSE
10P22,MANEGE gGmbH,Berufsschule,Private,Privatschule,Marzahn-Hellersdorf,Marzahn,12681,Otto-Rosenberg-Straße,1,+49 30 8560686200,+49 30 8560686222,haerting@manege-berlin.de,https://www.manege-berlin.de,2024/25,Private School,,,,,,,FALSE
10P23,dispo - Tf School of Social Work GmbH - Kein Schulbetrieb,Fachschule,Private,Privatschule,Marzahn-Hellersdorf,Marzahn,12681,Wolfener Straße,32,+49 30 930222131,+49 30,info@school-of-social-work.de,https://school-of-social-work.de,2024/25,Private School,,,,,,,FALSE
10P24,Freie Grundschule Marzahn,Grundschule,Private,Privatschule,Marzahn-Hellersdorf,Marzahn,12687,Karl-Holtz-Straße,6,+49 30 20882970,+49 30 208829715,sekretariat@freie-grundschule-marzahn.de,https://www.freie-grundschule-marzahn.de,2024/25,Private School,,,,,,,FALSE
10P25,miwa DEMOKRATISCHE SCHULE,Grundschule,Private,Privatschule,Marzahn-Hellersdorf,Marzahn,12687,Karl-Holtz-Straße,6,+49 30,+49 30,info@miwa-schule.de,https://miwa.schule,2024/25,Private School,,,,,,,FALSE
10S04,Schule am Pappelhof,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Marzahn-Hellersdorf,Biesdorf,12683,Ketschendorfer Weg,21,+49 30 54979590,+49 30 549795928,info@pappelhof.schule.berlin.de,http://schule-am-pappelhof.de,2024/25,Special Needs School,166,60,106,34,28,6,FALSE
10S07,Schule am Rosenhain,"Förderschwerp. ""Lernen""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Marzahn-Hellersdorf,Hellersdorf,12627,Klingenthaler Straße,32,+49 30 9989181,+49 30 99278100,Sekretariat@rosenhain.schule.berlin.de,http://schule-am-rosenhain.de,2024/25,Special Needs School,310,113,197,54,39,15,FALSE
10S08,Schule am Mummelsoll,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Marzahn-Hellersdorf,Hellersdorf,12627,Eilenburger Straße,4,+49 30 9114161340,+49 30 9114161130,schulleitung@10S08.schule.berlin.de,http://www.mummelsoll.de,2024/25,Special Needs School,154,48,106,36,32,4,FALSE
10Y01,Tagore-Gymnasium,Gymnasium,Public,Gymnasium,Marzahn-Hellersdorf,Marzahn,12687,Sella-Hasse-Straße,25,+49 30 9321069,+49 30 9322025,schulleitung@tagore-gymnasium.de,https://www.tagore-gymnasium.de,2024/25,Academic Secondary School,915,541,374,78,45,33,FALSE
10Y02,Otto-Nagel-Gymnasium,Gymnasium,Public,Gymnasium,Marzahn-Hellersdorf,Biesdorf,12683,Schulstraße,11,+49 30 5143864,+49 30 5142816,sekretariat@ong.berlin,https://ong.berlin,2024/25,Academic Secondary School,948,519,429,77,40,37,FALSE
10Y03,Wilhelm-von-Siemens-Gymnasium,Gymnasium,Public,Gymnasium,Marzahn-Hellersdorf,Biesdorf,12683,Allee der Kosmonauten,134,+49 30 549791340,+49 30 549791339,schulleitung@wvsg.schule.berlin.de,https://www.wvsiemens-berlin.de/,2024/25,Academic Secondary School,895,441,454,74,47,27,FALSE
10Y08,Sartre-Gymnasium,Gymnasium,Public,Gymnasium,Marzahn-Hellersdorf,Hellersdorf,12629,Kyritzer Straße,103,+49 30 99281416,+49 30 99281417,sekretariat@sartre-gymnasium.de,http://sartre-gymnasium.de,2024/25,Academic Secondary School,902,484,418,72,42,30,FALSE
10Y11,Melanchthon-Gymnasium,Gymnasium,Public,Gymnasium,Marzahn-Hellersdorf,Hellersdorf,12627,Adele-Sandrock-Straße,73,+49 30 9918008,+49 30 99288973,spieler@melanchthon-schule-berlin.de,http://www.melanchthon-schule-berlin.de,2024/25,Academic Secondary School,1101,601,500,84,51,33,FALSE
10Y12,12. Schule (Gymnasium),Gymnasium,Public,Gymnasium,Marzahn-Hellersdorf,Hellersdorf,12619,Erich-Kästner-Straße,52,+49 30,+49 30,10Y12@10Y12.schule.berlin.de,,2024/25,Academic Secondary School,125,63,62,2,1,1,FALSE
11A07,Schul- und Leistungssportzentrum Berlin (Sportforum),Integrierte Sekundarschule,Public,Andere Schule,Lichtenberg,Alt-Hohenschönhausen,13053,Fritz-Lesch-Straße,35,+49 30 983185205,+49 30 983185209,sekretariat@slzb.de,http://www.slzb.de,2024/25,Other School,962,323,639,125,73,52,FALSE
11B01,Hein-Moeller-Schule (OSZ Energietechnik II),Oberstufenzentrum,Public,Berufsschule,Lichtenberg,Lichtenberg,10315,Allee der Kosmonauten,18,+49 30 549330,+49 30 5493337,sekretariat@hein-moeller-schule,https://www.hein-moeller-schule.de,2024/25,Vocational School,1558,46,1512,68,15,53,TRUE
11B02,"Max-Taut-Schule (OSZ Gebäude, Umwelt, Technik)",Oberstufenzentrum,Public,Berufsschule,Lichtenberg,Rummelsburg,10317,Fischerstraße,36,+49 30 52280148,+49 30 52280161,michael.nitsche@mts.berlin,https://www.max-taut-schule.de,2024/25,Vocational School,2438,178,2260,99,28,71,TRUE
11B04,Friedrich-List-Schule (OSZ Büromanagement und Wirtschaftssprachen),Oberstufenzentrum,Public,Berufsschule,Lichtenberg,Rummelsburg,10317,Marktstraße,2,+49 30 55779060,+49 30 55779061,info@fls-berlin.de,http://www.fls-berlin.de,2024/25,Vocational School,1298,816,482,65,42,23,FALSE
11G01,Sonnenuhr-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Fennpfuhl,10369,Franz-Jacob-Straße,33,+49 30 9752028,+49 30 97895304,11G01@11G01.schule.berlin.de,http://www.sonnenuhr-schule.de,2024/25,Primary School,390,181,209,27,19,8,FALSE
11G02,Schule am Roederplatz (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Fennpfuhl,10367,Bernhard-Bästlein-Straße,22,+49 30 9721419,+49 30 97609379,sekretariat@11g02.schule.berlin.de,https://schule-am-roederplatz.de,2024/25,Primary School,438,218,220,32,23,9,TRUE
11G03,Schule im Gutspark (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Lichtenberg,10367,Josef-Orlopp-Straße,20,+49 30 5588170,+49 30 5578184,sekretariat@gutspark.schule.berlin.de,http://www.grundschule-im-gutspark.de,2024/25,Primary School,413,184,229,29,26,3,FALSE
11G05,Schule auf dem lichten Berg (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Lichtenberg,10365,Atzpodienstraße,19,+49 30 5558219,+49 30 55496960,schulleitung@11G05.schule.berlin.de,https://www.gs-lichtenberg-berlin.de,2024/25,Primary School,664,316,348,49,42,7,FALSE
11G06,Adam-Ries-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Friedrichsfelde,10315,Alt-Friedrichsfelde,66,+49 30 5135123,+49 30 51009519,sekretariat@adamries.schule,https://www.adamries.schule,2024/25,Primary School,520,240,280,38,32,6,FALSE
11G07,Hermann-Gmeiner-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Lichtenberg,10365,Harnackstraße,17,+49 30 5598291,+49 30 55151567,Schulleitung@gmeiner.schule.berlin.de,https://www.hermann-gmeiner-schule-berlin.de,2024/25,Primary School,528,228,300,40,30,10,FALSE
11G08,Robinson-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Rummelsburg,10317,Wönnichstraße,7,+49 30 5228089811,+49 30 5228089814,11G08@11G08.schule.berlin.de,http://www.robinsonschule-berlin.de,2024/25,Primary School,352,156,196,28,18,10,FALSE
11G09,Bürgermeister-Ziethen-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Friedrichsfelde,10315,Massower Straße,39,+49 30 5251434,+49 30 51062830,sekretariat@buezie.schule.berlin.de,http://www.buezie.de,2024/25,Primary School,686,364,322,50,34,16,FALSE
11G10,Schule im Ostseekarree (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Neu-Hohenschönhausen,13051,Barther Straße,27,+49 30 92403000,+49 30 92403008,Sekretariat@11G10.schule.berlin.de,http://www.ostseekarree.net,2024/25,Primary School,558,272,286,38,27,11,FALSE
11G11,Bernhard-Grzimek-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Friedrichsfelde,10319,Sewanstraße,184,+49 30 5120097,+49 30 50018411,Sekretariat@grzimek.schule.berlin.de,https://11g11.de/startseite.html,2024/25,Primary School,482,228,254,43,30,13,FALSE
11G12,Lew-Tolstoi-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Karlshorst,10318,Römerweg,120,+49 30 5090147,+49 30 50898373,sekretariat@11g12.schule.berlin.de,http://www.lew-tolstoi-schule.de,2024/25,Primary School,657,342,315,54,46,8,FALSE
11G13,Karlshorster Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Karlshorst,10318,Lisztstraße,6,+49 30 5090011,+49 30 50898509,sekretariat@11g13.schule.berlin.de,https://www.karlshorster-schule.de,2024/25,Primary School,647,299,348,44,36,8,FALSE
11G14,Richard-Wagner-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Karlshorst,10318,Ehrenfelsstraße,36,+49 30 5099078,+49 30 50014712,sekretariat@richard-wagner.schule.berlin.de,https://www.richard-wagner-grundschule.de,2024/25,Primary School,548,269,279,48,40,8,FALSE
11G16,Schule an der Victoriastadt (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Rummelsburg,10317,Nöldnerstraße,44,+49 30 5107047,+49 30 5107048,11G16@11G16.schule.berlin.de,http://www.gs-victoriastadt.de,2024/25,Primary School,688,328,360,48,39,9,FALSE
11G17,Brodowin-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Alt-Hohenschönhausen,13055,Liebenwalder Straße,22,+49 30 9864058,+49 30 98317794,11G17@11G17.schule.berlin.de,http://www.brodowinschule.de,2024/25,Primary School,688,343,345,57,51,6,TRUE
11G18,Schule am Wilhelmsberg (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Alt-Hohenschönhausen,13055,Sandinostraße,8,+49 30 9711566,+49 30 97605323,Wilhelmsberg@t-online.de,https://schuleamwilhelmsberg.de,2024/25,Primary School,724,351,373,64,48,16,TRUE
11G19,Obersee-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Alt-Hohenschönhausen,13053,Roedernstraße,69,+49 30 9865038,+49 30 97895263,sekretariat@obersee.schule.berlin.de,http://www.obersee-schule.de,2024/25,Primary School,391,191,200,29,24,5,FALSE
11G21,Schule Am Faulen See (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Alt-Hohenschönhausen,13053,Degnerstraße,71,+49 30 9830610,+49 30 98306199,11G21@11G21.schule.berlin.de,http://www.schule-am-faulen-see.schule-berlin.net,2024/25,Primary School,412,189,223,31,21,10,FALSE
11G22,Martin-Niemöller-Grundschule,Grundschule,Public,Grundschule,Lichtenberg,Neu-Hohenschönhausen,13053,Am Breiten Luch,5,+49 30 9294089,+49 30 9295169,11G22@11G22.Schule.Berlin.de,https://niemoeller-grundschule.de,2024/25,Primary School,564,278,286,44,34,10,TRUE
11G23,Friedrichsfelder Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Friedrichsfelde,10315,Lincolnstraße,67,+49 30 5251639,+49 30 52279493,Sekretariat@11G23.schule.berlin.de,https://friedrichsfelder-schule.de,2024/25,Primary School,444,220,224,35,28,7,FALSE
11G25,Schule am Wäldchen (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Neu-Hohenschönhausen,13051,Wustrower Straße,28,+49 30 92403080,+49 30 924030837,11G25@11g25.schule.berlin.de,https://11g25-berlin.de,2024/25,Primary School,501,288,213,34,29,5,TRUE
11G26,Randow-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Neu-Hohenschönhausen,13057,Randowstraße,45,+49 30 96066800,+49 30 96066802,Sekretariat@randow.schule.berlin.de,http://www.randow-schule.de,2024/25,Primary School,433,217,216,32,27,5,TRUE
11G28,Feldmark-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Neu-Hohenschönhausen,13057,Wartiner Straße,23,+49 30 92403710,+49 30 92403712,sekretariat@feldmark.schule.berlin.de,http://www.Feldmark-Schule.de,2024/25,Primary School,668,340,328,45,27,18,TRUE
11G29,Matibi-Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Neu-Hohenschönhausen,13059,Prendener Straße,15,+49 30 9627640,+49 30 96276419,sekretariat@matibi.schule.berlin.de,http://www.matibischule.de,2024/25,Primary School,782,403,379,51,38,13,FALSE
11G31,Schmetterlings-Grundschule,Grundschule,Public,Grundschule,Lichtenberg,Friedrichsfelde,10319,Dolgenseestraße,60,+49 30 50018865,+49 30 51061316,Sekretariat@11G31.schule.berlin.de,http://www.schmetterlings-grundschule.de,2024/25,Primary School,378,181,197,27,22,5,TRUE
11G32,Hans-Rosenthal-Grundschule,Grundschule,Public,Grundschule,Lichtenberg,Fennpfuhl,10367,Bernhard-Bästlein-Straße,56,+49 30 67810301,+49 30 67810302,11G32@11G32.schule.berlin.de,https://hans-rosenthal-schule.de,2024/25,Primary School,496,246,250,39,26,13,FALSE
11G33,Gerda-Lagerlöf-Grundschule,Grundschule,Public,Grundschule,Lichtenberg,Lichtenberg,10365,Rüdigerstraße,76,+49 30 9721409,+49 30 97104940,11G33@11G33.schule.berlin.de,,2024/25,Primary School,201,104,97,14,10,4,FALSE
11G34,Orankesee Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Alt-Hohenschönhausen,13055,Konrad-Wolf-Straße,11,+49 30 83208820,+49 30 83208821,11G34@11G34.schule.berlin.de,https://www.34-grundschule.de,2024/25,Primary School,573,292,281,38,31,7,FALSE
11G35,Grundschule am Tränkegraben,Grundschule,Public,Grundschule,Lichtenberg,Friedrichsfelde,10319,Sewanstraße,41,+49 30 50018180,+49 30 50018251,11G35@11G35.schule.berlin.de,https://www.gs-traenkegraben.de,2024/25,Primary School,530,230,300,35,26,9,FALSE
11G36,Phönix-Grundschule,Grundschule,Public,Grundschule,Lichtenberg,Neu-Hohenschönhausen,13057,Wartiner Straße,6,+49 30 32306253,+49 30 34388484,11G36@11G36.schule.berlin.de,https://www.phoenix-grundschule.de,2024/25,Primary School,416,212,204,23,18,5,FALSE
11G37,Seepark-Grundschule,Grundschule,Public,Grundschule,Lichtenberg,Karlshorst,10318,Blockdammweg,60,+49 30 29048596,+49 30 29049048,11G37@11G37.schule.berlin.de,https://37-grundschule-lichtenberg.de,2024/25,Primary School,309,160,149,25,23,2,FALSE
11G38,38. Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Fennpfuhl,10369,Paul-Junius-Straße,69,+49 30,+49 30,11G38@11G38.schule.berlin.de,,2024/25,Primary School,256,128,128,21,17,4,FALSE
11G39,39. Schule (Grundschule),Grundschule,Public,Grundschule,Lichtenberg,Alt-Hohenschönhausen,13055,Schleizer Straße,67,+49 30 54716309,+49 30,11G39@11G39.schule.berlin.de,https://grundschule-schleizer-strasse.de,2024/25,Primary School,180,83,97,18,15,3,FALSE
11K01,Alexander-Puschkin-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Friedrichsfelde,10315,Massower Straße,37,+49 30 5251429,+49 30 5251390,mail@puschkinschule.eu,http://www.puschkinschule.eu,2024/25,Integrated Secondary School,440,242,198,42,29,13,FALSE
11K02,Mildred-Harnack-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Lichtenberg,10365,Schulze-Boysen-Straße,12,+49 30 5594105,+49 30 55493344,sekretariat@mh.schule.berlin.de,http://www.mildred-harnack-schule.de,2024/25,Integrated Secondary School,884,438,446,75,47,28,FALSE
11K04,Gutenberg-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Alt-Hohenschönhausen,13055,Sandinostraße,10,+49 30 9711565,+49 30 97895856,gutenberg-os@t-online.de,http://www.gutenberg-os.de,2024/25,Integrated Secondary School,1003,543,460,85,57,28,FALSE
11K05,Fritz-Reuter-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Neu-Hohenschönhausen,13059,Prendener Straße,29,+49 30 9627630,+49 30 96276344,fritz@fritz-reuter-oberschule.de,http://www.Fritz-Reuter-Oberschule.de,2024/25,Integrated Secondary School,866,406,460,73,40,33,FALSE
11K06,Schule am Rathaus,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Lichtenberg,10367,Rathausstraße,8,+49 30 5597668,+49 30 55151000,11K06@11K06.schule.berlin.de,https://schuleamrathaus.de,2024/25,Integrated Secondary School,396,190,206,39,27,12,TRUE
11K07,Vincent-van-Gogh-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Neu-Hohenschönhausen,13051,Wustrower Straße,26,+49 30 92403020,+49 30 92403029,11K07@11K07.schule.berlin.de,https://www.vincent-van-gogh-schule.de,2024/25,Integrated Secondary School,768,358,410,75,42,33,TRUE
11K08,Schule-am-Tierpark (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Friedrichsfelde,10319,Sewanstraße,223,+49 30 5125027,+49 30 51099468,11K08@11K08.schule.berlin.de,,2024/25,Integrated Secondary School,777,364,413,71,40,31,FALSE
11K09,Philipp-Reis-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Alt-Hohenschönhausen,13055,Werneuchener Straße,15,+49 30 97104911,+49 30 97104913,info@philipp-reis-oberschule.de,https://www.philipp-reis-oberschule.de,2024/25,Integrated Secondary School,694,318,376,55,33,22,FALSE
11K10,Grüner Campus Malchow (Gemeinschaftsschule),Gemeinschaftsschule,Public,Integrierte Sekundarschule,Lichtenberg,Malchow,13051,Malchower Chaussee,2,+49 30 96248595,+49 30 96248596,schulleiter@gruener-campus-malchow.de,https://www.gruener-campus-malchow.de,2024/25,Integrated Secondary School,1764,850,914,160,108,52,FALSE
11K11,Paul-Schmidt-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Alt-Hohenschönhausen,13053,Malchower Weg,54,+49 30 9864885,+49 30 97999927,info@paul-schmidt-schule.de,http://www.paul-schmidt-schule.de,2024/25,Integrated Secondary School,600,252,348,57,39,18,TRUE
11K12,Paul-und-Charlotte-Kniese-Schule (Gemeinschaftsschule),Gemeinschaftsschule,Public,Integrierte Sekundarschule,Lichtenberg,Friedrichsfelde,10319,Erich-Kurz-Straße,6,+49 30 51659714,+49 30 51659716,sekretariat@kniese.schule.berlin.de,https://www.kniese-schule-berlin.de,2024/25,Integrated Secondary School,986,444,542,88,59,29,FALSE
11K13,13. Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Fennpfuhl,10369,Storkower Straße,209B,+49 30 33773877,+49 30,11K13@11K13.schule.berlin.de,https://11k13.de,2024/25,Integrated Secondary School,369,176,193,36,17,19,FALSE
11K14,14. Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Neu-Hohenschönhausen,13057,Wartiner Straße,1,+49 30 98312886,+49 30,schulleitung@11K14.schule.berlin.de,,2024/25,Integrated Secondary School,482,230,252,33,22,11,TRUE
11K15,15. Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Lichtenberg,10315,Allee der Kosmonauten,20,+49 30 2639760000,+49 30,sekretariat@11K15.schule.berlin.de,,2024/25,Integrated Secondary School,227,107,120,22,11,11,FALSE
11K16,16. Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Lichtenberg,Neu-Hohenschönhausen,13053,Falkenberger Chaussee,74,+49 30 2639760108,+49 30,11K15@11K15.schule.berlin.de,,2024/25,Integrated Secondary School,115,48,67,5,4,1,FALSE
11P01,Katholische Schule Sankt Mauritius (Grundschule),Grundschule,Private,Privatschule,Lichtenberg,Lichtenberg,10365,Schulze-Boysen-Straße,28,+49 30 55151821,+49 30 55151827,st-mauritius-grundschule@t-online.de,http://www.st-mauritius-grundschule.de,2024/25,Private School,,,,,,,FALSE
11P02,bbw Akademie für Betriebswirtschaftliche Weiterbildung GmbH,Kombinierte berufliche Schule,Private,Privatschule,Lichtenberg,Karlshorst,10318,Rheinpfalzallee,82,+49 30 50929403,+49 30 50929373,schulsekretariat@bbw-berufliche-schulen.de,https://www.bbw-berufliche-schulen.de,2024/25,Private School,,,,,,,FALSE
11P03,Evangelische Schule Lichtenberg (Grundschule),Grundschule,Private,Privatschule,Lichtenberg,Friedrichsfelde,10315,Rummelsburger Straße,3,+49 30 54718014,+49 30 54718110,info@ev-schule-lichtenberg.de,http://www.ev-schule-lichtenberg.de,2024/25,Private School,,,,,,,FALSE
11P04,KreativitätsGrundschule Berlin Lichtenberg,Grundschule,Private,Privatschule,Lichtenberg,Karlshorst,10318,Ehrlichstraße,63,+49 30 34665524,+49 30 34665527,schule-karlshorst@krea-schulzentrum.de,http://www.krea-schulzentrum.de,2024/25,Private School,,,,,,,FALSE
11P14,Schulen der BAWI gGmbH,Fachschule,Private,Privatschule,Lichtenberg,Fennpfuhl,10369,Franz-Jacob-Straße,2,+49 30 27593888,+49 30 27593889,zentrale@bawi-berlin.de,http://www.bawi-berlin.de,2024/25,Private School,,,,,,,FALSE
11P15,Donner + Kern gGmbH,Kombinierte berufliche Schule,Private,Privatschule,Lichtenberg,Fennpfuhl,10367,Möllendorffstraße,48,+49 30 27591090,+49 30 27591120,"b.krause@donner-kern.schule, b.kieslinger@donner-kern.schule",http://www.donner-kern.schule,2024/25,Private School,,,,,,,FALSE
